,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 1954",?,"Herat, Afghanistan",Ariana Afghan Airlines,?,?,Douglas DC-3,?,?,21 (passengers:? crew:?),21 (passengers:? crew:?),0,Two Russian trade delegates were killed when the plane crashed near Herat.
ACCIDENT DETAILS,"January 05, 1954",?,"Lapseki, Turkey",Devlet Hava Yollari,?,Bandirma - Canakkale,Douglas DC-3,TC-BAG,19616,10 (passengers:5 crew:5),4 (passengers:2 crew:2),0,Flew into a mountain.
ACCIDENT DETAILS,"January 06, 1954",17:20,"Near Aldbury, England",Military -Royal Air Force,?,Bovingdon AF - Thorney Island,Vickers Valetta,WJ474,599,17 (passengers:13 crew:4),16 (passengers:12 crew:4),0,The aircraft crashed 4 minutes after taking off in a snow shower. The aircraft lost altitude and crashed to the ground for reasons unknown.
ACCIDENT DETAILS,"January 10, 1954",09:50,"Off Elba, Italy",British Overseas Airways,781,Rome - London,de Havilland DH106 Comet 1,G-ALYP,06003,35 (passengers:29 crew:6),35 (passengers:29 crew:6),0,"The aircraft broke up in-flight while en route from Rome to London. Metal fatigue due to a design flaw caused a breakup of the aircraft. One of two accidents with the same cause. The aircraft was nicknamed ""Yoke Peter."""
ACCIDENT DETAILS,"January 11, 1954",?,"Manizales, Colombia",AVIANCA,?,"Medellin, Colombia - Armenia, Colombia",Douglas DC-3,HK-160,19540,21 (passengers:18 crew:3),21 (passengers:18 crew:3),0,"Crashed into a mountain, six miles from the airport, while trying to reach Manizales in bad weather."
ACCIDENT DETAILS,"January 13, 1954",?,"Signal Hill, California",Military - U.S. Air Force,?,"Williams AFB, AZ - Long Beach, CA",F-88 Sabre Jet,?,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),6,The jet fighter crashed into homes killing 6 people and destroying 3 homes while attempting to land at Long Beach Airport..
ACCIDENT DETAILS,"January 14, 1954",?,"Rome, Italy",Philippine Air Lines,?,"Beirut, Lebanon - Rome, Italy",Douglas DC-6,PI-C294,42903/150,16 (passengers:9 crew:7),16 (passengers:9 crew:7),0,Crashed in a steep dive while making an IFR landing in turbulence following an engine fire. Probably lost a wing during a pull out from a steep dive.
ACCIDENT DETAILS,"January 14, 1954",?,"Prague, Czechoslovakia",Ceskoslovenske Aerolinie,?,Praha - Moravska - Ostrava,Douglas DC-3 (C-47A-DK),OK-WDS,11854,15 (passengers:11 crew:4),15 (passengers:11 crew:4),0,Crashed during takeoff.
ACCIDENT DETAILS,"January 20, 1954",?,"Kansas City, Missouri",Zantop Air Transport,?,"Jackson, MI - Kansas City, KS",Douglas DC-3A,N49551,4940,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane crashed while on approach. The loss of control of the aircraft at an altitude too low to effect recovery. The loss of control resulted from an accumulation of ice and the use of de-icer boots at low air speeds.
ACCIDENT DETAILS,"February 01, 1954",13:50,"Off Hokkaido, Japan",Military - U.S. Air Force,?,Misawa - Chitose,Curtiss-Wright C46D-CU,44-78027A,33423,35 (passengers:30 crew:5),35 (passengers:30 crew:5),0,"After reporting a fire in the cargo hold and that a ditching was imminent, the last message from the aircraft was ""I've lost control of the aircraft we're going in."""
ACCIDENT DETAILS,"February 05, 1954",?,"Susitna Valley, Alaska",Military - U.S. Air Force,?,Ladd AFB - Elemndorf AFB,Douglas C-47,5895,?,16 (passengers:0 crew:16),10 (passengers:0 crew:10),0,"The plane broke apart over the Susitna Valley of South Central Alaska and the scattered parts fell onto Kesugi Ridge, which is now within Denali State Park. Six servicemen wearing parachutes escaped by being thrown from the disintegrating aircraft."
