,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 11, 1937",C 10:30,"Near Playa V icente, Veracruz, Mexico",Mexicana,?,"Mexico City - Merida, Yucatan",Lockheed 10E Electra,X-ABEO,?,9 (passengers:6 crew:3),9 (passengers:6 crew:3),0,Crashed into a mountain side and burned in adverse weather.
ACCIDENT DETAILS,"January 12, 1937",11:07,"Near Newhall, California",Western Air Express,7,Salt Lake City - Burbank,Boeing 247D,NC13315,1696,13 (passengers:11 crew:2),5 (passengers:4 crew:1),0,"The aircraft crashed into Pinetos Peak, 4 miles southeast of Newhall while attempting to land at Burbank Airport in fog and rain. The pilot descended to a dangerously low altitude without positive knowledge of his position. African explorer, Martin Johnson, 52, killed. Johnson suffered a fractured skull in the crash and died the next day in a hospital."
ACCIDENT DETAILS,"January 26, 1937",c 17:30,"Oran, Algeria",Sabena,?,Belgian Congo - Brussels,Sabca S-73,OO-AGR,?,12 (passengers:8 crew:4),12 (passengers:8 crew:4),0,The mail plane crashed while attempting to land.
ACCIDENT DETAILS,"February 09, 1937",20:50,"Off San Francisco, California",United Air Lines,23,Los Angeles - San Francisco - Oakland,Douglas DC-3A,NC16073,1913,11 (passengers:9 crew:2),11 (passengers:9 crew:2),0,"The aircraft crashed into San Francisco Bay, approximately 2 miles offshore, while on approach. The accidental jamming of the elevator controls as the result of the co-pilot's microphone being inadvertently dropped and lodged between the elevator control column and the seat rail in such a way that the crew was unable to prevent rapid descent of the airplane. First accident involving a DC-3."
ACCIDENT DETAILS,"February 19, 1937",13:40,"McPherson Ranges, Queensland, Australia",Airlines of Australia,?,Brisbane - Sidney,Stinson Model A,VH-UHH,1926,7 (passengers:5 crew:2),5 (passengers:3 crew:2),0,Flying low to maintain visual contact with the ground the plane ran into down drafts that exceeded its ability to climb. The plane crashed and burned.
ACCIDENT DETAILS,"March 12, 1937",?,"Bathurst, Gambia",Deutsche Lufthansa,?,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,D-ALIX,715,4 (passengers:1 crew:3),4 (passengers:1 crew:3),0,The German mail plane crashed into a swamp.
ACCIDENT DETAILS,"March 24, 1937",c 14:00,"Near Ouroux, France",Imperial Airways,?,"Southhampton, England - Alexandria, Egypt",Short S-23 (flying boat),G-ADVA,S-818,6 (passengers:1 crew:5),5 (passengers:1 crew:4),0,Crashed into a mountainside in a snowstorm.
ACCIDENT DETAILS,"March 25, 1937",18:40,"Clifton, Pennsylvania",Trans Continental and Western Air,15A,Newark - Camden - Pittsburg,Douglas DC-2-112,NC13730,1256,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,Crashed while attempting to land. Heavy icing which rendered the plane uncontrollable.
ACCIDENT DETAILS,"March 26, 1937",?,"Wetnum, Germany",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-UPOZ,4207,6 (passengers:4 crew:2),2 (passengers:2 crew:0),0,Engine failure.
ACCIDENT DETAILS,"May 06, 1937",19:25,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,LZ 129,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,D-LZ-129,D-LZ129,97 (passengers:36 crew:61),35 (passengers:13 crew:22),1,"The airship Hindenburg caught fire and burned while being moored at Lakehurst, New Jersey. Possible causes were static discharge which ignited leaking hydrogen or sabotage. It has been theorized that a sudden turn just before landing caused a steel cable to snap which punctured one of the hydrogen airbags. Thereafter, when mooring ropes were dropped to the ground, the cage was discharged setting up a static discharge between the Hindenburg's outer skin and frame causing the hydrogen to ignite."
ACCIDENT DETAILS,"May 20, 1937",?,"Stuttgart, Germany",Deutsche Lufthansa,?,?,Heinkel He-70,D-UXUV,916,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,Crashed on takeoff.
ACCIDENT DETAILS,"June 02, 1937",?,Chile,Linea Aerea Nacional de Chile,?,Puerto Montt - Magallanes,Sirkorsky S-43 (flying boat),?,?,9 (passengers:? crew:?),9 (passengers:? crew:?),0,Disappeared over the Sea of Chiloe
ACCIDENT DETAILS,"July 02, 1937",?,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,?,Lae - Howland Island,Lockheed 10E Electra,NR16020,1055,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"The plane disappeared while en route from Lae to Howland Island. The aircraft had to be flown higher than expected due to storms which used extra fuel. In addition, strong head winds were encountered. The aircraft most likely ran out of fuel and ditched into the ocean 50 to 100 miles northwest of Howland Island. Amelia Earhart, 40, and navigator Fred Noonan, killed."
