,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 01, 1955",?,"Near Anchorage, Alaska",Military - US Air Force,?,Anchorage - Nome,Douglas C47,?,?,12 (passengers:? crew:?),12 (passengers:? crew:?),0,The pilot turned back to make an emergency landing at Skwentna Airport but hit a ridge a mile short of the runway.
ACCIDENT DETAILS,"January 11, 1955",21:00,"Off Skellings, Ireland",Military -Royal Air Force,?,?,Avro Shackleton M-2 / Avro Shakleton M-2,WG531 / Wl743,?,18 (passengers:? crew:?),18 (passengers:? crew:?),0,Disappeared while on a training mission. Two planes collided in midair.
ACCIDENT DETAILS,"January 12, 1955",09:05,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,?,Cincinnati - Cleveland,Martin 202A / DC-3,N93211/N999B,14081 / 4255,15 (passengers:10 crew:5),15 (passengers:10 crew:5),0,"Midair collision at 700-900 feet. The DC-3 entered the airport's control space without clearance or communication with the tower. Thirteen killed on the Martin, two crew on the DC-3."
ACCIDENT DETAILS,"January 15, 1955",0005,"London, Ontario, Canada",Ontario Hydro,?,Windsor - Toronto,Grumman G-73 Mallard,CF-GEU,?,5 (passengers:3 crew:2),1 (passengers:1 crew:0),0,"The aircraft, which had no wing anti-ice capability, flew into unexpected heavy freezing rain and ice, 4 inches thick formed. Needing an emergency landing at London, the pilot requested lights on all runways and approaches be turned on. This was not normally done as it might confuse pilots. This overloaded the lighting circuit and blew a fuse. The plane crash-landed short of the runway and the pilot said it became so hard to control the aircraft that the absence of lights may not have mattered. One passenger died of his injuries almost 30 hours later."
ACCIDENT DETAILS,"January 19, 1955",16:25,"Des Moines, Iowa",United Air Lines,329,Newark - Des Moines - Lincoln,Convair CV-340,N73154,180,39 (passengers:36 crew:3),0 (passengers:0 crew:0),0,Almost complete loss of elevator control and severe vibration was experienced shortly after taking off from Des Moines. The plane when into a steep climb and almost stalled but the captain applied full power and went into a steep dive. The captain then reduced power and headed for open country where the aircraft safely made an emergency wheels up landing in a corn field. A series of omissions made by maintenance personnel during a scheduled inspection which resulted in the release of the aircraft in an unairworthy condition and an almost complete loss of elevator control during flight.
ACCIDENT DETAILS,"January 31, 1955",?,"Lapadrera, Colombia",Interamericana de Aviacion,?,?,Consolidated PBY-5 Catalina,HK-1000E,?,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,Crashed into the Caqueta river while landing.
ACCIDENT DETAILS,"February 02, 1955",c 03:50,"Nagpur, India",Indian Airlines,?,Nagpur - Delhi,Douglas DC-3,VT-CVB,13037,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,"Crashed into a field shortly after takeoff. The aircraft crashed as a result of slipping into the ground in the course of a poorly executed steep turn to port, carried out at night at a low altitude."
ACCIDENT DETAILS,"February 05, 1955",10:04,"Near Calabar, Nigeria",West African Airways,?,Enugu - Calabar,Bristol 170 Freighter 21E,VR-NAD,12779,13 (passengers:9 crew:4),13 (passengers:9 crew:4),0,Crashed shortly after taking off after a wing failed. A design flaw in the wing led to fatigue cracks and wing failure.
ACCIDENT DETAILS,"February 13, 1955",18:53Z,"Abruzzio Mountains, Italy",Sabena,?,Brussels - Rome,Douglas DC-6,OO-SDB,43063/60,29 (passengers:21 crew:8),29 (passengers:21 crew:8),0,Crashed into a mountain while on approach. Navigational error due to failure to use radio equipment.
ACCIDENT DETAILS,"February 19, 1955",07:31,"Albuquerque, New Mexico",Trans World Airlines,260,Albuquerque - Sante Fe,Martin 404,N40416,14120,16 (passengers:13 crew:3),16 (passengers:13 crew:3),0,"After taking off from Albuquerque, the aircraft flew a path directly towards Sandia Mountain and crashed into it. While initially blaming the pilots of intentionally flying the plane into the mountain, five years later, the CAB changed the probable cause to ""deviation from course for reasons unknown"" and admitted there may have been a problem with the flux gauge compass."
