,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 01, 1966",?,"Near Palembang, Sumatra, Indonesia",Garuda Indonesia Airlines / Garuda Indonesia Airlines,?,?,Douglas DC-3 / Douglas DC-3,PK-GDU/PK-GDE,13463 / 19719,34 (passengers:26 crew:8),34 (passengers:26 crew:8),0,Midair collision between two Garuda aircraft. Both crashed into a swamp while approaching Palembang. Seventeen died on each aircraft.
ACCIDENT DETAILS,"January 01, 1966",05:30,"Kamchatsky, Russia",Aeroflot,?,Magadan - Petropavlovsk-Kamchatsky,Ilyushin IL-14P,CCCP-61618,602108,23 (passengers:18 crew:5),23 (passengers:18 crew:5),0,Crashed due to engine failure due to the destruction of the cylinder head number 12
ACCIDENT DETAILS,"January 09, 1966",17:55,"Chipaque, Cundinamarca, Colombia",Satena,?,Tres Esquinas - Bogota,DC3(C47),?,?,11 (passengers:11 crew:2),11 (passengers:11 crew:2),0,?
ACCIDENT DETAILS,"January 15, 1966",c 20:55,"Off Cartagena, Colombia",AVIANCA,4,Bogata - Crespo,Douglas DC-6-54B,HK-730,18325,64 (passengers:60 crew:4),56 (passengers:52 crew:4),0,Crashed shortly after taking off. The plane rose less than 100 ft. and then crashed into shallow water. Possible engine failure. Maintenance error and inadequate inspections.
ACCIDENT DETAILS,"January 22, 1966",?,"Port-au-Prince, Haiti",COHATA,?,?,Douglas DC-3,N4662,?,35 (passengers:28 crew:7),30 (passengers:23 crew:7),0,Crashed 5 minutes after taking off from Las Cayee.
ACCIDENT DETAILS,"January 24, 1966",08:02,"Mont Blanc, French Alps, Switzerland",Air India,101,Bombay - Beirut - Geneva - Paris - London -New York,Boeing B-707-437,VT-DMN,18055/200,117 (passengers:106 crew:11),117 (passengers:106 crew:11),0,"The aircraft was told to hold at 1,000 ft. above the clouds before landing at Geneva but descended below the minimum safe altitude and crashed into Mont Blanc. With a malfunctioning No. 2 VOR the crew thought they had already passed Mt. Blanc. Miscalculation by the crew on their position and the phraseology used by the controller in relay the aircraft's position. Hambi Bhabha, father of India's nuclear program killed. The aircraft was named Kanchenjunga."
ACCIDENT DETAILS,"January 25, 1966",10:15,"Near Binh Khe, South Vietnam",Military - U.S. Air Force,?,?,Fairchild C-123B,54-0702,20151,46 (passengers:42 crew:4),46 (passengers:42 crew:4),0,"Struck trees inverted, 10 minutes after taking off from An Khe airfield. Evidence was found of a fire in the No. 2 engine."
ACCIDENT DETAILS,"January 27, 1966",12:01,"Erie, Pennsylvania",Devener Flying Service - Taxi,?,?,Beechcraft B95A,N598C,?,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,The plane crashed into water while on initial approach. Failure of both engines due to carburetor icing. Improper operation of powerplant controls by pilot.
ACCIDENT DETAILS,"January 28, 1966",17:50,"Bremen, Germany",Lufthansa,005,Frankfurt - Bremen,Convair CV-440-0,D-ACAT,464,46 (passengers:42 crew:4),46 (passengers:42 crew:4),0,Crashed on approach in heavy fog. The aircraft stalled while making a turn at low altitude. Instrument malfunction.
ACCIDENT DETAILS,"February 04, 1966",c 19:00,"Tokyo Bay, Japan",All Nippon Airways,8302,Chitose - Tokyo,Boeing B-727-81,JA8302,18822/126,133 (passengers:126 crew:7),133 (passengers:126 crew:7),0,"The jetliner crashed about 7.5 miles ESE of Tokyo International (Haneda) Airport where it was scheduled to land. The aircraft was on VFR approach and was observed at a height of 2, 000 ft. just before the crash. Cause undetermined. Excessive sink rate is thought to have caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected."
ACCIDENT DETAILS,"February 07, 1966",?,"Srinagar, India",Indian Airlines,?,Srinngar - Jammu - Amritsar - Delhi,Fokker F-27 Friendship 200,PH-SAB,10271,37 (passengers:33 crew:4),37 (passengers:33 crew:4),0,"Crashed into high terrain, 12 miles west of its proper course, due to a navigation error. Abandonment of the ILS approach at too early a stage during an attempt to land under conditions of poor visibility in fog."
ACCIDENT DETAILS,"February 08, 1966",18:40,"Mattoon, Illinois",Beatty Flying Service - Taxi,?,?,Beechcraft D35,N112U,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,The aircraft failed to maintain flying speed and crashed. Improperly loaded aircraft with center of gravity behind the rear limit.
ACCIDENT DETAILS,"February 15, 1966",?,"Delhi, India",Indian Airlines,?,Calcutta - Delhi,Sud Aviation SE-210 Caravelle VIN,VT-DPP,130,80 (passengers:73 crew:7),2 (passengers:2 crew:0),0,Undershot the runway and struck a concrete obstruction in poor weather conditions. Lack of information supplied to the pilot regarding the true conditions of surface visibility which was below the minimum prescribed for a night landing. Lack of proper monitoring and possibly incorrect setting of altimeters during the approach to land. The use of landing lights which resulted in glare during the final stages of the approach in foggy conditions
ACCIDENT DETAILS,"February 16, 1966",16:35,"Near Pechora, Russia",Aeroflot,302,Vorkuta - Syktyvkar,Ilyushin IL-18M,CCCP-52058,7343609,35 (passengers:28 crew:7),35 (passengers:28 crew:7),0,"Approximately 1 hour into a flight, the plane's right engine failed and a fire erupted which could not be extinguished. The crew attempted to divert to Pechora but did not make it. The engine fell off, te plane rolled to the left and the plane crashed into a forest."
ACCIDENT DETAILS,"February 17, 1966",01:38,"Moscow, Russia",Aeroflot,SU-065,Moscow - Conakry,Tupolev Tu-114D,CCCP-76491,64M472,66 (passengers:47 crew:19),21 (passengers:8 crew:13),0,"While taking off, the aircraft struck a snow drift with the left main landing gear. The pilot banked the plane to the right, causing the No..3 propeller to strike the runway. The airplane crashed and caught fire. The runway was not entirely cleared and the visibility was poor."
ACCIDENT DETAILS,"February 17, 1966",?,"Moscow, Russia",Aeroflot,?,?,Tupolev Tu-114,?,?,21 (passengers:? crew:?),21 (passengers:? crew:?),?,Crashed on takeoff.
ACCIDENT DETAILS,"February 18, 1966",02:04,"Near Milan, Italy",Belgian International Air Services,?,Brussels - Milan,Douglas DC-6B,OO-ABG,43829/351,4 (passengers:1 crew:3),4 (passengers:1 crew:3),0,The cargo plane struck trees to the right of the runway while attempting to land. Failure of the pilot to comply with the Company's minima. Subsequent belated decision to execute the missed approach procedure.
ACCIDENT DETAILS,"March 04, 1966",20:15,"Near Tokyo, Japan",Canadian Pacific Air Lines,402,Hong Kong - Tokyo,McDonnell Douglas DC-8-43,CF-CPK,45761/237,72 (passengers:62 crew:10),64 (passengers:54 crew:10),0,The aircraft struck the approach lights and a sea wall during a landing attempt. The pilot initiated a steep rate of descent with the intention of executing a final approach at a lower altitude. Poor visibility due to illusive fog conditions misled the pilot and affected his judgement.
ACCIDENT DETAILS,"March 05, 1966",c 14:15,"Near Gotemba City, Mt. Fuji, Japan",British Overseas Airways,911,Tokyo - Hong Kong,Boeing B-707-436,G-APFE,17706/113,124 (passengers:113 crew:11),124 (passengers:113 crew:11),0,The aircraft crashed into Mt. Fuji after encountering severe turbulence when the pilot decided to give the passengers a view of the mountain. The aircraft encountered severe clear air turbulence and started to come apart in the air before crashing.
ACCIDENT DETAILS,"March 08, 1966",08:04,"Santa Cruz Island, California",Bassett Complany - Taxi,?,?,Piper PA-32,N3296W,?,6 (passengers:5 crew:1),6 (passengers:5 crew:1),0,Crashed into a mountain slope after VFR flight into adverse weather conditions.
ACCIDENT DETAILS,"March 10, 1966",17:14,"Reef Island, Alaska",?,?,?,Grumman G-21A,CF-MSK,B-32,7 (passengers:6 crew:1),6 (passengers:6 crew:0),0,"Undershot the runway on final approach in snow, after pilot misjudged altitude and clearance. VFR flight into adverse weather conditiions."
ACCIDENT DETAILS,"March 10, 1966",?,"Athens, Greece",Trans Mediterranean Airways,?,Beirut - Frankfurt,Douglas DC-6A,OD-AEL,45504/1009,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,Flew into Mt. Parnon.
ACCIDENT DETAILS,"March 18, 1966",18:40,"Cairo, Egypt",United Arab Airlines,749,Nicosia - Cairo,Antonov AN-24B,SU-AOA,57302009,30 (passengers:25 crew:5),30 (passengers:25 crew:5),0,Crashed into sand dunes. Improper approach during a sandstorm with turbulence and icing. Descent of the aircraft below the safe flight altitude in the final approach.
ACCIDENT DETAILS,"March 20, 1966",?,"Asuncion, Paraguay",Servicios Americanos,?,?,Curtiss C-46F,N1245N,22473,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed.
