,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 11, 1979",11:10,"Templeton, Massachusetts",Nash and Tampo - Air Taxi,?,"Concord, MA - White Plains, NY",Piper PA-31,N33TN,?,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,Midair collision with a Aerostar 600. Pilots in command failed to see and avoid the other aircraft. No anti-collision lights.
ACCIDENT DETAILS,"January 15, 1979",13:05,"Minsk, Russia",Aeroflot,7502,Tallinn - Minsk,Antonov AN-24N,CCCP46807,67302207,13 (passengers:9 crew:5),13 (passengers:8 crew:5),0,The pilot switched off the de-icing system too early during the approach through clouds in icing conditions which resulted in the aircraft losing longitudinal stability and pitching over and crashed.
ACCIDENT DETAILS,"January 18, 1979",?,"Near Belgorod, Russia",Aeroflot,?,Training,Let 410M,CCCP-67210,760513,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,?
ACCIDENT DETAILS,"January 19, 1979",19:22,"Grand Rapids, Michigan",L.J. Simmons - Air Taxi,?,"Lansing, MI - Marquette, MI",Aerostar 601,N7437S,61-0008,6 (passengers:5 crew:1),4 (passengers:3 crew:1),0,The aircraft encountered air frame icing and wind shear and crashed while attempting to land. Pilot initiated flight in adverse weather conditions. Failed to follow approved procedures.
ACCIDENT DETAILS,"January 24, 1979",c 19:40,"Bechar, Algeria",Air Algerie,?,?,Nord 262A-44,7T-VSU,19,23 (passengers:20 crew:3),14 (passengers:14 crew:0),0,"Crashed short of the runway on approach. Crew error. Non-compliance with proper procedure, lack of crew coordination, crew fatigue and faulty altimiter."
ACCIDENT DETAILS,"January 27, 1979",?,"Rodez, France",Air Rouergue,?,?,Fokker F-27 Friendship 500,F-BYAH,10570,6 (passengers:4 crew:2),5 (passengers:3 crew:2),0,Struck a mountain. Failure of the crew to level off at the prescribed altitude either due to inadequate monitoring or an altimeter setting error by confusion between QNH and QFE.
ACCIDENT DETAILS,"January 30, 1979",?,"125 miles ENE of Tokyo, Japan",Varig,?,Tokyo - Rio de Janeiro,Boeing B-707-326C,PP-VLU,19235/519,6 (passengers:0 crew:6),6 (passengers:0 crew:6),0,"Contact with the cargo plane was lost 30 minutes after taking off from Tokyo Narita Airport.The cargo included 153 paintings by Manabu Mabe, returning from a Tokyo exhibition, valued at US$1.24 million. Neither the wreck nor the paintings were ever found. The cause of the accident was blamed on cabin depressurization, which killed the crew."
ACCIDENT DETAILS,"February 05, 1979",?,"Trebinje, Bosnia Herzegovina",Aeropol,?,?,Antonov 2PF,SP-TBB,1G159-02,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,"The plane, on a positioning flight flew into a side of the mountain"
ACCIDENT DETAILS,"February 08, 1979",?,"Near Agudos, Brazil",TAM Lineas Aéreas Regional,?,Bauru - Sao Paulo,Embraer 110C Bandeirante,PP-SBB,100-010,18 (passengers:16 crew:2),18 (passengers:16 crew:2),0,Hit trees and burst into flames shortly after taking off.
ACCIDENT DETAILS,"February 12, 1979",13:00,"Clarksburg, West Virginia",Allegheny Airlines,561,Clarksburg - Washington DC,Nord 262,N29824,48,25 (passengers:22 crew:3),2 (passengers:1 crew:1),0,The plane crashed inverted shortly after lifting off the ground. The captain's decision to take off with snow on the aircraft's wing and empennage surfaces which resulted in a loss of lateral control and a loss of lift as the aircraft ascended out of ground effect.
ACCIDENT DETAILS,"February 12, 1979",c 17:00,"Near Kariba, Rhodesia",Air Rhodesia,?,Kariba - Salisbury,Vickers Viscount 748D,VP-YND,101,59 (passengers:54 crew:5),59 (passengers:54 crew:5),0,Shot down by rebels with 2 surface-to-air missiles a few minutes after taking off from Kariba.
ACCIDENT DETAILS,"February 17, 1979",14:35,"Manakau Harbor, New Zealand",Air New Zealand,?,Gisborne - Auckland,Fokker F-27 Friendship 500,ZK-NFC,10456,4 (passengers:2 crew:2),2 (passengers:1 crew:1),0,Flew into the water while on ILS approach. The crew was misled by a visual illusion in conditions of reduced visibility into believing they were at a safe height and consequently failed to monitor the flight instruments sufficiently to confirm their aircraft maintained a safe approach path.
ACCIDENT DETAILS,"February 19, 1979",?,"Barentu, Ethiopia",Ethiopian Airlines,?,?,Douglas DC-3,ET-AFW,16681/33429,5 (passengers:? crew:?),5 (passengers:? crew:?),0,The plane crashed after a bomb exploded aboard.
ACCIDENT DETAILS,"February 26, 1979",14:25,"Greensville, Mississippi",Air Service - Air Taxi,?,"Greenville, MS - Charlotte, NC",Beech 58,N2055K,?,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,Midair collision with a Beechcraft 99A55. Pilots in command failed to see and avoid other aircraft.
ACCIDENT DETAILS,"February 26, 1979",?,"Near Moanda, Gabon",Air Gabon,?,?,Douglas DC-6B,TR-LXN,45108/770,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,?
ACCIDENT DETAILS,"March 01, 1979",15:04,"Gulfport, Mississippi",Universal Airways,?,"Houston, TX - Gulfport, MS - New Orleans, LA",Beech BE-70,N777AE,?,8 (passengers:7 crew:1),8 (passengers:7 crew:1),0,The plane failed to maintain flying speed and crashed while attempting to take off. Improperly loaded aircraft. Nose baggage door opened during takeoff. Flaps inoperative. Improper emergency procedures. Inadequate emergency training.
ACCIDENT DETAILS,"March 02, 1979",10:14,"Galesburg, Illinois",Agee Flying Service - Air Taxi,?,"Lebanon, TN - Galesburg, IL",Cessna 310B,N5384A,?,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Missed the approach and crashed in fog and low ceiling. Improper IFR operation.
ACCIDENT DETAILS,"March 06, 1979",18:55,"Near Probolinggo, Indonesia",Garuda Indonesia Airlines,553,Denpasar - Surabaya,Fokker F-28 Fellowship 1000,PK-GVP,11094,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,"Struck Mt. Bromo at 6,200 ft. while en route.."
ACCIDENT DETAILS,"March 10, 1979",17:52,"Off Marina del Rey, California",Swift Aire Lines Inc.,235,New York - Santa Monica,Aerospatiale Nord 262A-33,N418SA,41,7 (passengers:4 crew:3),3 (passengers:1 crew:2),0,"The plane ditched into Santa Monica Bay near Marina del Rey, shortly after taking off from Santa Monica Airport. The flight crew's mismanagement of an emergency procedure following an autofeather of the right-hand propeller which resulted in their shutting down the remaining engine. A leak or break in the propeller pressure line probably caused the right engine to autofeather. The left engine was shut down when the flight crew failed to identify the engine on which the autofeather occurred and moved the left power lever to the stop position. Contributing to the accident was the unavailability of vital restart information to the crew."
ACCIDENT DETAILS,"March 14, 1979",?,"Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,600,Amman - Doha,Boeing B-727-2D3,JY-ADU,20886/1061,64 (passengers:49 crew:15),45 (passengers:42 crew:3),0,"Despite two missed approaches in thunderstorms, the pilot declined the controllers' suggestion to divert to Dubai. The aircraft landed heavily on the runway (due to windshear), suffered landing gear damage, veered off the runway and crashed into a fire station building not far from the terminal building. At that time, all on board were still alive. Fire from spilled fuel started shortly thereafter and there was panic to escape the cabin. The aircraft was named ""The City of Petra."""
ACCIDENT DETAILS,"March 14, 1979",09:00,"Bejing, China",CAAC,?,?,Hawker Siddeley Trident 2E,B-274,2172,12 (passengers:0 crew:12),12 (passengers:0 crew:12),32,The aircraft crashed into a factory after being stolen and flown by pilot who was not qualified to fly.
ACCIDENT DETAILS,"March 17, 1979",19:48,"Near Moscow, Russia",Aeroflot,1691,Moscow - Odessa,Tupolev TU-104B,CCCP-42444,921001,119 (passengers:113 crew:6),58 (passengers:57 crew:1),0,The aircarft crashed in freezing rain and fog shortly after taking off. The aircraft was overloaded. The pilot had very little experience flying the aircraft type.
ACCIDENT DETAILS,"March 20, 1979",?,"Chardzhow, Russia",Aeroflot,?,?,Yakovlev YAK-40,CCCP-78390,9410233,29 (passengers:? crew:?),29 (passengers:? crew:?),0,The plane crashed after entering the wake turbulence of a helicopter.
ACCIDENT DETAILS,"March 22, 1979",00:55,"Liepaya, Latvia",Aeroflot,?,Gorkiy - Liepaya,Tupolev 134A,CCCP-65031,48530,5 (passengers:0 crew:5),4 (passengers:0 crew:4),0,"The plane descended too quickly, power was applied but the plane struck trees and crashed. The plane was allowed in below minima conditions."
ACCIDENT DETAILS,"March 22, 1979",11:13,"Nightmute, Alaska",Village Aviation - Air Taxi,?,"Bethel, AK - Tooksook, Alaska",Cessna U206,N733CT,U20604755,7 (passengers:6 crew:1),2 (passengers:2 crew:0),0,"Pilot became disoriented, crashed in snow and low visibility while en route. Pilot not qualified for type of flying. FAA had suspended his certificate."
ACCIDENT DETAILS,"March 26, 1979",?,"Luanda, Angola",Interflug,?,?,Ilyushin IL-18D,DM-STL,186009402,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,"The cargo plane lost the No. 2 engine on takeoff, overran the runway, crashed into the ILS localizer antenna, broke up and caught fire."
ACCIDENT DETAILS,"March 29, 1979",?,"Ste. Foy, PQ, Canada",Quebecair,255,Quebec - Montreal,Fairchild F-27,CF-QBL,0047,24 (passengers:21 crew:3),17 (passengers:14 crew:3),0,Engine failure shortly after takeoff caused damage so the landing gear could not be retracted and increasing drag during the critical climbout phase. Airspeed slowed until the aircraft crashed.
