,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 03, 1975",?,"Moscow, Russia",Aeroflot,?,?,Tupolev TU-124,CCCP-45037,351002,61 (passengers:? crew:?),61 (passengers:? crew:?),0,Crashed shortly after taking off.
ACCIDENT DETAILS,"January 03, 1975",?,"Near Nha Trang, Vietnam",Air America,?,Da Lat - Nha Trang,Fairchild C-123K,ST-1,20074,9 (passengers:6 crew:3),9 (passengers:6 crew:3),0,Shot down with a SAM missile.
ACCIDENT DETAILS,"January 05, 1975",10:07,"Palmer, Washington",Richland Flying Service - Air Taxii,?,"Richland, WA - Seattle, WA",Cessna TU206D,N71972,?,4 (passengers:2 crew:2),3 (passengers:2 crew:1),0,Unable to maintain altitude and crashed into trees. Icing conditons. Airfame icing.
ACCIDENT DETAILS,"January 06, 1975",?,"Sierra del Aconquija, Argentina",Military - Argentine Navy,?,?,de Havilland Canada DHC-6 Twin Otter 200,AE-259,140,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,Flew into the side of a mountain in poor weather conditons.
ACCIDENT DETAILS,"January 08, 1975",08:30,"Near Doncello, Colombia",SATENA,?,San Vicente del Caguan - Florencia,Douglas DC-3,FAC-688,?,21 (passengers:17 crew:4),21 (passengers:17 crew:4),0,Crashed and burned in mountains while en route. Improper flight planning by proceeding in mountainous terrain during adverse weather conditions which had reduced visibility along the route.
ACCIDENT DETAILS,"January 09, 1975",16:07,"Whittier, California",Golden West Airlines / Private,261,Ontario - Los Angeles,de Hav Can. DHC-6 Tw Otter 100/ Cessna,N6383,83,14 (passengers:10 crew:4),14 (passengers:10 crew:4),0,"Midair collision between a DHC-6 and a Cessna 150 at 2,200 feet while approaching Ontario Airport. Twelve aboard the Otter and two aboard the Cessna killed. The failure of both flight crews to see the other aircraft in sufficient time to initiate evasive action. This was because of the position of the sun, the closure angle of the aircraft and the necessity of the Twin Otter's flight crew to acquire visual contact with radar reported traffic directly ahead of them."
ACCIDENT DETAILS,"January 13, 1975",17:00,"Juneau, Alaska",Channel Flying Service - Air Taxi,?,"Juneau, AK - Return",de Havilland DHC-2,N1944,?,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,The aircraft disappeared after attempting to return to Juneau. Not found. Probable cause unknown.
ACCIDENT DETAILS,"January 15, 1975",?,"Budapest, Hunary",Malev Hungarian Airlines,?,Berlin - Budapest,Ilyushin IL-18V,HA-MOH,184007104,9 (passengers:0 crew:9),9 (passengers:0 crew:9),0,"The aircraft crashed into the ground 1,360 meters past the runway threshold and 120 meters to the left of the center line while attempting to land at Ferihegy airport. Poor weather, fog, nightime conditions, lack of crew coordination and possible spatial disorientation contributed to the accident."
ACCIDENT DETAILS,"January 16, 1975",?,"Xam Neua, Laos",Aeroflot,?,?,Antonov AN-12,?,?,16 (passengers:? crew:?),16 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"January 30, 1975",?,"Istanbul, Turkey",Turkish Airlines (THY),?,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAP,11058,42 (passengers:38 crew:4),42 (passengers:38 crew:4),0,"After an electrical failure at the airport the aircraft initiated a go-around. Because another aircraft was about to take off, an extended downwind leg was flown. The aircraft crashed into the Sea of Marmara while in the process of making the second approach."
