,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 22, 1940",?,"Denpasar, Indonesia",KNILM,?,?,Lockheed 14 Super Electra,PK-AFO,1415,9 (passengers:5 crew:4),8 (passengers:5 crew:3),0,Crashed into the sea shortly after take-off. Cause unknown
ACCIDENT DETAILS,"February 10, 1940",?,"Near Cosenza, Italy",Ala Littoria SA,?,Brindisi - Rome,Savoia-Marchetti SM-75,I-LEAL,?,10 (passengers:4 crew:6),10 (passengers:4 crew:6),0,Crashed and burned on a hill side in fog. Prior to crashing the crew reported ice on the wings.
ACCIDENT DETAILS,"February 27, 1940",c 10:00,"Near Bucaramanga, Columbia",SCADTA,?,Bogota - Cucuta,Boeing 247D,C-79,?,11 (passengers:9 crew:2),11 (passengers:9 crew:2),0,The plane crashed in the Andes after the crew lost their bearings in fog.
ACCIDENT DETAILS,"March 01, 1940",?,Gulf of Oman,Imperial Airways,?,Jask to Sharjah,Handley Page HP-42,G-AAGX,HP42/1,8 (passengers:4 crew:4),8 (passengers:4 crew:4),0,"Crashed in the Persian Gulf while en route with out a trace. The aircraft was named ""Hannibal."""
ACCIDENT DETAILS,"March 16, 1940",?,"Stromboli Island, Italy",Aviolinee,?,"Tripoli, Palermo, Napoli.",Savoia Marchetti SM 73,I- SUTO,30024,5 (passengers:? crew:5),5 (passengers:? crew:5),0,The plane crashed into Stromboli Volcano. The cause was possibly bad weather or some electromagnetic phenomena.
ACCIDENT DETAILS,"April 22, 1940",?,"Near Loch Lomond, Scotland",British Overseas Airways,?,"Perth, Scotland - London, England",Lockheed 14 Super Electra,G-AFKD,1484,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,?
ACCIDENT DETAILS,"June 02, 1940",?,"El Segundo, California",Douglas Aircraft Company,?,Test flight,Douglas DC-5,?,?,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,Crashed and burned during a government test flight
ACCIDENT DETAILS,"June 14, 1940",14:00,"Off Prangli Island, Gulf of Finland, Estonia",Aero O-Y,?,"Tallinn, Estonia - Helsinki, Finland",Junkers JU-52/3mge,OH-ALL,5494,9 (passengers:7 crew:2),9 (passengers:7 crew:2),0,The plane was en route when it was shot down by two Soviet Tupolev SB-2 bombers. The aircraft crashed 2-3 nm offshore of Prangli Island near Keri Lighthouse. The aircraft was named Kaleva.
ACCIDENT DETAILS,"June 20, 1940",?,"Near Ouistreham, France",Air France,?,?,Dewoitine D-338,F-ARTD,22,1 (passengers:? crew:?),1 (passengers:? crew:?),0,Inadvertently shot down by French anti-aircraft fire.
ACCIDENT DETAILS,"July 07, 1940",?,Gulf of Tonkin,Air France,?,?,Dewoitine D-338,F-AQBA,1,? (passengers:? crew:?),? (passengers:? crew:?),?,Shot down by a Japanese military fighter.
ACCIDENT DETAILS,"August 09, 1940",?,"Hannover, Germany",Deutsche Lufthansa,?,?,Douglas DC-2-115H,D-AIAV,1366,13 (passengers:10 crew:3),2 (passengers:2 crew:0),0,Pilot error.
ACCIDENT DETAILS,"August 13, 1940",10:15,"Near Canberra, Australia",Military - Royal Australian Air Force,?,Melbourne - Canberra,Lockheed Hudson A16-97,?,?,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,"The plane was seen circling Canberra Aerodrome after which it headed west to make the final approach for landing. The aircraft momentarily disappeared behind one of the hills that surround the airport, then reappeared. There was the sound of engines being gunned, then the aircraft disappeared again. An explosion and sight of a large plume of black smoke followed. All on board the Hudson were killed including several high ranking Australian military leaders. A witness later said the aircraft appeared to drop its left wing and then dip its nose steeply, classic symptoms of a stall, too close to the ground for recovery."
ACCIDENT DETAILS,"August 23, 1940",?,"Cluj, Romania",LARES,?,?,Douglas DC-3,YR-PAF,1986,15 (passengers:12 crew:3),15 (passengers:12 crew:3),0,Crashed into a mountainous area during a hail and thunderstorm.
ACCIDENT DETAILS,"August 31, 1940",14:41,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,19,Washington D.C. - Detroit,Douglas DC-3,NC21789,2188,25 (passengers:21 crew:4),25 (passengers:21 crew:4),0,"The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain. Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane, with resulting loss of control. With limited accident investigation tools at the time, the most likely cause was the plane flying into windshear. U.S. Senator Ernest Lundeen from Minnesota killed."
ACCIDENT DETAILS,"October 29, 1940",?,"Near Changyi, China",China National Aviation Corporation,?,Chungking - Kunming,Douglas DC-2,NC14297,1369,14 (passengers:10 crew:4),9 (passengers:8 crew:1),0,Shot down by Japanese military fighters. The plane ran into 5 Japanese fighters and made an emergency landing at a remote field only to be machine-gunned while trying to escape.
ACCIDENT DETAILS,"October 29, 1940",?,"Berlin, Germany",Deutsche Lufthansa,?,?,Douglas DC-3,D-AAIH,1973,15 (passengers:12 crew:3),2 (passengers:0 crew:2),0,Weather related.
ACCIDENT DETAILS,"November 04, 1940",?,"Near Rincon, Bolivia",Lloyd Aero Boliviano SA,?,Santa Cruz - Corumba,Junkers Ju-52/3m,CB-17,?,17 (passengers:? crew:?),17 (passengers:? crew:?),0,Crashe in a storm while en route. Wreckage found 15 months later.
ACCIDENT DETAILS,"November 04, 1940",04:42,"Near Centerville, Utah",United Air Lines,16,Oakland - Salt Lake City,Douglas DC-3,NC16086,1925,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,"The aircraft crashed into Bountiful Peak in the Wasatch Mountains, during a snowstorm, 3 nm NE of Centerville. The failure of the communications operators at Tintic, Plymouth, and Salt Lake City, Utah, whose duty it was to monitor the range, to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration."
ACCIDENT DETAILS,"November 08, 1940",?,"Rio de Janeiro, Brazil",VASP,?,Rio de Janeiro - Sao Paulo,Junkers Ju53/2m,PP-SPF,?,18 (passengers:15 crew:3),18 (passengers:15 crew:3),0,"Midair collision with a private plane. Seventeen killed on the Junkers, 1 on the private plane."
ACCIDENT DETAILS,"November 08, 1940",?,"Brandenburg, Germany",Deutsche Lufthansa,?,Berlin - Budapest,Junkers JU-90A-1,D-AVMF,10,29 (passengers:23 crew:6),29 (passengers:23 crew:6),0,Crashed in route. Icing.
