,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 07, 1939",c 16:30,"Paris, France",Swissair,?,Zurich - Geneva - Paris,Douglas DC-2-115B,HB-ITA,1329,9 (passengers:6 crew:3),5 (passengers:2 crew:3),0,The aircraft crashed while attempting to land in low overcast.
ACCIDENT DETAILS,"January 13, 1939",21:15,"Miles City, Montana",Northwest Orient Airlines,1,Chicago - Seattle,Lockheed 14-H Super Electra,NC17389,1408,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,"The aircraft crashed 2,650 feet past the runway boundry after taking off. A fire of considerable intensity developed, prior to the crash, in the cockpit of the aircraft, in the immediate vicinity of the gasoline cross-feed valve. It was not possible to determine the exact origin and source of the fire."
ACCIDENT DETAILS,"January 13, 1939",?,"Rio de Janeiro, Brazil",Syndicato Condor,?,?,Junkers JU-52/3m,PP-CAY,4042,9 (passengers:5 crew:4),9 (passengers:5 crew:4),0,The seaplane crashed in flames in mountains northeast of Rio de Janeiro.
ACCIDENT DETAILS,"January 18, 1939",?,"Katherine, Australia",Guinea Airways,?,Katherine - Adelaide,Lockheed 14 Electra,VH-ABI,?,4 (passengers:1 crew:3),4 (passengers:1 crew:3),0,Crashed into the Katherine River during a storm.
ACCIDENT DETAILS,"January 21, 1939",c 12:30,Atlantic Ocean between N.Y. and Bermuda,Imperial Airways,?,New York City - Bermuda,Short S-23 (flying boat),G-ADUU,S-812,13 (passengers:8 crew:5),3 (passengers:2 crew:1),0,"While en route, the aircraft ditched, broke in two and sank in the Atlantic Ocean, 285 miles SE of Long Island New York. Complete loss of power to the two inner engines and partial loss of power to the two outer engines due to carburetor icing. The aircraft was named Cavalier."
ACCIDENT DETAILS,"February 12, 1939",c 14:15,Alaska,Marine Airways,?,Ketchikan - Juneau,Fairchild 71(amphibious),?,?,6 (passengers:5 crew:1),6 (passengers:5 crew:1),0,The air taxi crashed on Grand Island.
ACCIDENT DETAILS,"February 24, 1939",c 09:45,"Near Roubien, France",Deutsche Lufthansa,?,"Barcelona, Spain - Rome, Italy",Junkers JU-52/3m,D-ALUS,5210,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,"While cruising in bad weather conditions, aircraft hit a mountain near Roubion, in the National Park of Mercantour, 50 km north of Nice. Engine trouble may have factored in the accident, which occurred in adverse weather conditions, with fog and falling snow in the area."
ACCIDENT DETAILS,"March 14, 1939",?,"Haren, Belgium",Sabena,?,?,Junkers JU-52,OO-AUA,?,3 (passengers:? crew:?),3 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"March 16, 1939",?,"Manzanares, Colombia",Deutsche Lufthansa,?,?,Junkers JU-86,?,?,8 (passengers:6 crew:2),8 (passengers:6 crew:2),0,?
ACCIDENT DETAILS,"March 18, 1939",?,"Near Adler, Washington",Boeing Aircraft Company,-,Test flight,Boeing 307 Stratoliner,NX19901,1994,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,"The aircraft crashed after the tail broke off. Dutch engineer A.G. von Baumhauer among those killed. He was a famous helicopter pioneer who first came up with the tail rotor/main rotor configuration which is in use today. Strructural failure of the wings and horizontal tail surfaces due t o the imposition of loads thereon in excess of those for which they were designed, the failure occurring in an abrupt pull-out from a dive following recovery from an inadvertent spin."
