,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 09, 1943",10:30,"Near Cabo Ruivo, Marine Base, Lisbon, Portugal",British Overseas Airways,?,Lisbon - London,Short S-26 (flying boat),G-AFCK,S-873,15 (passengers:11 crew:4),13 (passengers:10 crew:3),0,Crashed into the River Tagus after a fire broke out aboard the plane. While attempting an emergency landing the ship porpoised and slamed back down and broke up. The separation of a cylinder may have thrown out oil and started the blaze.
ACCIDENT DETAILS,"January 15, 1943",?,"Near Paramarino, Dutch Guyana",Military - U.S. Army Air Forces,?,?,Douglas C-54A,42-32939,?,35 (passengers:26 crew:9),35 (passengers:26 crew:9),0,Crashed along the coast of South American while en route to Africa.
ACCIDENT DETAILS,"January 18, 1943",c 23:00,"Off the Brazilian coast, Atlantic Ocean",Military - U.S. Army Air Forces,?,"Accra, Ghana - Natal, Brazil",Consolidated C-87,41-1708,?,26 (passengers:20 crew:6),26 (passengers:20 crew:6),0,Disappeared while en route and never found.
ACCIDENT DETAILS,"January 21, 1943",07:30,"Ukiah, California",Pan American World Airways,V-1104,Hawaii - San Francisco,Martin M-130 (flying boat),NC14715,557,19 (passengers:10 crew:9),19 (passengers:10 crew:9),0,"Flew into a 2,500 ft. mountain while circling in bad weather, after being unable to land in darkness and deciding whether to divert to San Diego. Clipped trees, struck the ground and broke up. Failure of the captain to determine his position accurately before descending to a dangerously low altitude under extremely poor weather conditions during the hours of darkness. The aircraft was named Philippine Clipper."
ACCIDENT DETAILS,"January 22, 1943",15:15,"Near Chaparra, Peru",Pan American Grace Airlines,9,"Santiago, Chili - Arequipa, Peru - Lima, Peru",Douglas DC-3A,NC33645,4124,15 (passengers:11 crew:4),14 (passengers:10 crew:4),0,"The aircraft crashed into the Mt. Chaparra in the Andes mountains while en route. Action of the pilot in continuing the flight on instruments in the overcast, contrary to company flight procedure of which, according to the evidence, the pilot was aware."
ACCIDENT DETAILS,"February 09, 1943",?,"Near Gander, Newfoundland",British Overseas Airways,?,?,Consolidated 32-3 Liberator II,AL-591,?,21 (passengers:? crew:?),19 (passengers:? crew:?),0,Ran out of fuel.
ACCIDENT DETAILS,"February 18, 1943",c 12;30,"Seattle, Washington",Private - Boeing Aircraft Company,?,Test flight,Boeing XB-29,41-3,?,10 (passengers:0 crew:10),10 (passengers:0 crew:10),20,"Lost altitude, struck power lines and crashed into a packing house after encountering an engine fire on a test flight."
ACCIDENT DETAILS,"February 22, 1943",06:47,"Lisbon, Portugal",Pan American World Airways,9035,New York City - Lisbon,Boeing B-314 (flying boat),NC18603,1990,39 (passengers:33 crew:6),25 (passengers:20 crew:5),0,"Crashed into the Tagus River in poor weather while attempting to land. Inadvertent contact of the left wing tip of the aircraft with the water while making a descending turn preparatory to landing. The aircraft was named the Yankee Clipper. Novelist Ben Robertson and singer, actress Tamara Drasin, 34, among those killed. Actress Jane Froman seriously injured. She later divorced her husband and married the co-pilot, who had saved her life despite his own serious injury, but they too divorced."
ACCIDENT DETAILS,"March 11, 1943",?,"Luishui, China",China National Aviation Corporation,?,Kunming - Assam,Douglas C-53,53,?,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane was caught in a downdraft in a mountain pass en route and crashed.
ACCIDENT DETAILS,"March 13, 1943",?,"Himalaya, China",China National Aviation Corporation,?,Kunming - Dinjan,Douglas C-53,49,?,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,Disappeared over the Himalayas.
ACCIDENT DETAILS,"March 27, 1943",05:15,"Archerfield Aerodrome, Queensland, Australia",Military - Royal Australian Air Force,?,?,Douglas C-47-DL,A65-2,6149,24 (passengers:20 crew:4),24 (passengers:20 crew:4),0,"The aircraft, taking off in darkness and poor visibility, crashed in heavy timber and caught fire."
ACCIDENT DETAILS,"April 04, 1943",01:40,North Sea,British Overseas Airways,?,"Stockholm, Sweden - RAF Leuchars, Scotland",Lockheed C-56B Lodestar,G-AGEJ,?,7 (passengers:4 crew:3),7 (passengers:4 crew:3),0,"Shot down by German fighters, 30 miles from Skagen, Denmark"
ACCIDENT DETAILS,"April 22, 1943",?,"Off Port Moresby, New Guinea",Qantas,?,?,Short S-23,VH-ADU,S-844,31 (passengers:27 crew:4),13 (passengers:11 crew:2),0,Stalled and crashed in poor weather into the water during an emergency landing on the open sea. Broke up in heavy seas.
ACCIDENT DETAILS,"June 01, 1943",11:00,Off the coast of France,British Overseas Airways,777,Lisbon - London,Douglas DC-3,G-AGBB,1590,17 (passengers:13 crew:4),17 (passengers:13 crew:4),0,"Shot down by the German Air Force over the Bay of Biscay. The last message received from the plane was it was being attacked by an enemy aircraft. The aircraft had a Dutch crew. British actor Leslie Howard, 42, killed. It has been speculated that the plane was attacked because the Germans believed that British Prime Minister Winston Churchill was aboard. Other theories suggest the plane was targeted because several passengers, including Howard, were British spies."
ACCIDENT DETAILS,"June 07, 1943",c 04:00,"Red Springs, North Carolina",Military - U.S. Army Air Forces,?,Pope Field - Maxton,Douglas C-47A-DL,42-23512,9374,20 (passengers:16 crew:4),20 (passengers:16 crew:4),0,Crashed in thunderstorm activity while attempting to land.
ACCIDENT DETAILS,"June 14, 1943",?,"Near Mackay, OLD, Australia",Military - U.S. Army Air Forces,?,?,B-17C Flying Fortress,?,?,41 (passengers:? crew:?),40 (passengers:? crew:?),0,"The aircraft took off into ground fog and leveled off at an altitude of about 300 feet. In a matter of minutes the plane had caught fire in the air, and as it dived into the trees one of its wings came away leaving a great opening in the fuselage through which most of the passengers were emptied into the bush before the final impact."
ACCIDENT DETAILS,"June 16, 1943",?,"Khartoum, Sudan",British Overseas Airways,?,?,Lockheed Hudson VI,FK-459,?,17 (passengers:? crew:?),17 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"June 30, 1943",?,"Khartoum, Sudan",British Overseas Airways,?,?,Lockheed Hudson VI,FK-618,?,16 (passengers:? crew:?),16 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"July 04, 1943",c 23:00,Gibraltar,?,?,?,Consolidated Liberator B24 C,A-L-523,?,13 (passengers:? crew:?),12 (passengers:? crew:?),0,"The flight, bound for London, crashed into the Mediterranean shortly after takeoff. Wladyslaw Sikorski, prime minister of the Polish government in exile, killed."
ACCIDENT DETAILS,"July 28, 1943",05:20,"Brandon Head, Ireland",British Overseas Airways,?,Lisbon - Foynes - Poole,Short S-25 Sunderland 3 (flying boat),G-AGES,?,25 (passengers:18 crew:7),10 (passengers:9 crew:1),0,The wing struck the side of a mountain as the crew descended from overcast conditions. Pilot error. The captain descended without obtaining bearings from the ground to determine his position accurately.
ACCIDENT DETAILS,"July 28, 1943",22:43,"Trammel, Kentucky",American Airlines,63,Cleveland - Memphis,Douglas DC-3,NC16014,1552,22 (passengers:18 crew:4),20 (passengers:16 crew:4),0,"The aircraft crashed into trees while attempting to land in strong turbulence and violent downdrafts. There was evidence that most of the occupants in the cabin were victims of suffocation or fire, or both, because of their inability to effect an exit from the aircraft. Loss of control of the aircraft due to unusually severe turbulence and violent downdraft caused by a thunderstorm of unknown and unpredictable intensity."
ACCIDENT DETAILS,"August 01, 1943",c 15:00,"Ploesti, Romania",Military - U.S. Army Air Forces,?,Bombing run,Consolidated B-24,?,?,10 (passengers:0 crew:10),10 (passengers:0 crew:10),63,Crashed into a women's prison after being hit by anti-aircraft fire while on a bombing run.
ACCIDENT DETAILS,"August 07, 1943",05:20,"Off Townsville, Australia",Military - U.S. Air Force,?,Townsville - Brisbane,Douglas C-47-DL,41-7733,4212,27 (passengers:23 crew:4),27 (passengers:23 crew:4),0,Crashed into the ocean.
ACCIDENT DETAILS,"August 11, 1943",?,"Fort Hertz, China",China National Aviation Corporation,?,?,Douglas C-53,48,?,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane was shot down by Japanese fighters.
ACCIDENT DETAILS,"August 27, 1943",09:00,"Rio de Janeiro, Brazil",VASP,?,Sao Paulo - Rio de Janeiro,Junkers JU-52/3m,PP-SPD,5459,21 (passengers:18 crew:3),18 (passengers:18 crew:3),0,"Struck a Naval Academy building while attemptin to take off in heavy fog. The plane then broke in two and fell into the harbor. The plane was named ""City of Rio de Janiero."""
ACCIDENT DETAILS,"August 27, 1943",?,North Sea,Aktiebolaget Aerotransport,?,?,Douglas DC-3,SE-BAF,2133,7 (passengers:3 crew:4),7 (passengers:3 crew:4),0,Shot down by German military aircraft.
ACCIDENT DETAILS,"September 10, 1943",c 16:00,"Off Galveston, Texas",Military - U.S. Army Air Forces,?,?,Boeing B-17F / Boeing B-17F,42-4621/42-6031,?,22 (passengers:0 crew:22),22 (passengers:0 crew:22),0,Midair collision over the Gulf of Mexico while flying in formation. Eleven killed on each plane.
ACCIDENT DETAILS,"September 20, 1943",c 08:50,"Near Maxton, North Carolina",Military - U.S. Army Air Forces,?,?,Douglas C-53D-DO,42-68729,11656,25 (passengers:21 crew:4),25 (passengers:21 crew:4),0,Crashed into a wooded area after nearly colliding with a glider being towed by another aircraft. The evasive maneuver caused the aircraft to stall and crash.
ACCIDENT DETAILS,"September 22, 1943",06:00,"Near Calcutta, India",Military - U.S. Army Air Forces,?,?,Douglas C-53,42-6471,4923,20 (passengers:15 crew:5),20 (passengers:15 crew:5),0,Cashed into trees shortly after taking off.
ACCIDENT DETAILS,"October 15, 1943",23:17,"Near Centerville, Tennessee",American Airlines,63,Nashville - Memphis,Douglas DC3-G102,NC16088,1588,15 (passengers:11 crew:4),15 (passengers:11 crew:4),0,"The aircraft struck the ground nose-first in a vertical attitude while en route and was completely demolished by the impact. Inability of the aircraft to gain or maintain altitude due to carburetor ice, propeller ice or wing ice or some combination of these icing conditions, while over terrain and in weather unsuitable for an emergency landing. Weather conditions which, had their nature been anticipated, should have precluded the dispatch of the flight in an aircraft not equipped with wing or propeller deicing equipment."
ACCIDENT DETAILS,"October 19, 1943",?,"St. Donat, Quebec, Canada",Military - Royal Canadian Air Force,?,?,Consolidated B-24,?,?,24 (passengers:? crew:?),24 (passengers:? crew:?),0,"The plane crashed in a snowstorm, on a cliff near the summit of Black Mountain, 60 miles north of its destination, Montreal. The wreckage was located three years later."
ACCIDENT DETAILS,"October 22, 1943",c 20:20,"Columbus, Georgia",Military - U.S. Army Air Forces,?,?,Douglas C-47-DL,42-5677,7371,20 (passengers:15 crew:5),20 (passengers:15 crew:5),0,Stalled when it was making a descending turn during a parachute exercise.
ACCIDENT DETAILS,"October 22, 1943",?,"Hallo, Sweden",AB Aerotransport,?,?,Douglas DC-3,SE-BAG,2132,15 (passengers:? crew:?),13 (passengers:? crew:?),0,"Shot down by a Ju88, German military aircraft."
ACCIDENT DETAILS,"November 05, 1943",22:45,Eastern Libya,British Overseas Airways,?,"Raud al-Farang, Egypt - Djerba, Tunisia",Short Sunderland 3,G-AGIB,?,19 (passengers:? crew:?),19 (passengers:? crew:?),0,Crashed after an In-flight fire started behind one of the engines.
ACCIDENT DETAILS,"November 08, 1943",?,"Poona, India",Military - Indian Air Force,?,?,?,?,?,1 (passengers:? crew:?),1 (passengers:? crew:?),37,Crashed into a village.
ACCIDENT DETAILS,"November 19, 1943",?,"Kunming, China",China National Aviation Corporation,?,?,Douglas C-47,63,?,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,A navigational error caused the cargo plane to strike a mountain.
ACCIDENT DETAILS,"November 19, 1943",?,"Kunming, China",China National Aviation Corporation,?,?,Douglas C-53,59,?,3 (passengers:0 crew:3),2 (passengers:0 crew:2),0,The cargo plane crashed short of the runway in poor weather conditions.
ACCIDENT DETAILS,"November 26, 1943",04:15,"Port Moresby, New Guinea",Qantas,?,"Port Moresby - Townsville,, Queensland, Australia",Lockheed L-18-56 Lodestar,VH-CAB,?,15 (passengers:11 crew:4),15 (passengers:11 crew:4),0,Flew into a hill shortly after talking off from Ward's Strip operated by Qantas for Allied Directorate of Air Transport.
ACCIDENT DETAILS,"December 17, 1943",22:45,"Off Montrose, Scotland",British Overseas Airways,?,?,Lockheed 18-56 Lodestar,G-AGdE,?,10 (passengers:7 crew:3),10 (passengers:7 crew:3),0,Disappeared while en-route. Possible icing.
ACCIDENT DETAILS,"December 18, 1943",?,"Suifu, China",China National Aviation Corporation,?,?,Douglas C-47,83,?,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane struck a mountain while attempting a go-around.
ACCIDENT DETAILS,"December 19, 1943",09:20,"Canal Creek, Australia",Military - U.S. Air Force,?,?,Douglas C-47A-60-DL,43-30742,13893,31 (passengers:27 crew:4),31 (passengers:27 crew:4),0,?
ACCIDENT DETAILS,"December 29, 1943",c 15:00,"Lakeside, Utah",Military - U.S. Army Air Forces / Military - U.S. Army Air Forces,?,Wendover Field - Pocatello AAB,Consolidated B-24 / Consolidated B-24,42-7183/42-7408,?,25 (passengers:0 crew:25),25 (passengers:0 crew:25),0,A midair collision occurred while on a cross-country flight flying in formation. Twelve kiled aboard 4207183 and thirteen aboard 42-7408. Faulty flying technique displayed by the pilot of 42-7183.
