,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 1987",16:30,"Off Bata, Equatorial Guinea",Military - Spanish Air Force.,?,Bata - Malabo,CASA 212-100,T-12B-32,65,22 (passengers:19 crew:3),22 (passengers:19 crew:3),0,The domestic flight crashed off the island of Bioko and sending a distress message. Engine failure.
ACCIDENT DETAILS,"January 03, 1987",?,"Abidjan, Ivory Coast",Varig,797,Abidjan - Rio de Janeiro,Boeing B-707-379C,PP-VJK,19822/726,51 (passengers:39 crew:12),50 (passengers:38 crew:12),0,The plane crashed in the jungle while returning to Abidjan after taking off with the No. 1 engine on fire.
ACCIDENT DETAILS,"January 12, 1987",?,"Toronto, Canada",Trillium Air,?,?,Britten-Norman BN-2A-20 Islander,C-GIRH,404,3 (passengers:2 crew:1),1 (passengers:0 crew:1),0,Crashed into Lake Ontario. Both passenger and pilot were rescued by a helicopter. The pilot later died.
ACCIDENT DETAILS,"January 13, 1987",13:30,"Near Asmara, Ethiopia",Military - Ethiopian Air Force,?,Asrmara - Addis Ababa,Antonov AN-12,?,?,54 (passengers:? crew:?),54 (passengers:? crew:?),0,Crashed after taking off from Johannes IV Airport after attempting to return for an emergency landing. The crew radioed they were having technical difficulties three minutes after taking off. While attempting to return to the airport the plane crashd. Mechanical malfunction.
ACCIDENT DETAILS,"January 15, 1987",12:52,"Salt Lake City, Utah",Skywest Airlines / Private.,1834,Pocatello - Salt Lake City,Swearingen SA-226TC / Mooney M-20C,N163SW / N6485U,TC-327 /,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney. Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air traffic control system to provide collision protection."
ACCIDENT DETAILS,"January 16, 1987",08:11,"Tashkent, Uzbekistan",Aeroflot,I-505,Tashkent - Shahrizyabz,Yakovlev YAK-40,CCCP-87618,9131918,9 (passengers:5 crew:4),9 (passengers:5 crew:4),0,"While taking off, the aircraft banked sharply to the left and crashed. Encounted a wake vortex from another aircraft."
ACCIDENT DETAILS,"January 16, 1987",06:40,"Cima, California",California Air Charter,?,"Ontario, CA - Las Vegas, NV",Cessna 208 Caravan I,N9613F,208-00106,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"While en route the cargo plane began a gradual descent until it impacted a mountain at 6,500 ft. Altitude not maintained. Inadvertent descent by pilot. Pilot fatigue (lack of sleep)."
ACCIDENT DETAILS,"January 30, 1987",?,"Off Monrovia, Liberia",Air Reconnaissance Unit of Liberia,?,?,Cessna U-27A Caravan I,ARU-021,208-00044,18 (passengers:? crew:?),16 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"February 05, 1987",?,"Near Jakiri, Cameroon",Aero France,?,?,Learjet 55,F-GDHR,55-070,11 (passengers:9 crew:2),11 (passengers:9 crew:2),0,Crashed into a mountain while en route.
ACCIDENT DETAILS,"February 06, 1987",?,"Off Papua, New Guinea",Talair,?,Rabaul - Hoskins,Embraer 110P2 Bandeirante,P2-RDM,110-262,17 (passengers:15 crew:2),14 (passengers:12 crew:2),0,Ditched into the sea in poor weather conditions.
