,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 06, 1957",00:01,"Owasso, Oklahoma",American Airlines,327,Joplin - Owasso,Convair CV-240-0,N94247,104,10 (passengers:7 crew:3),1 (passengers:1 crew:0),0,"Struck trees, hit the ground, and slid 500 ft. after landing short of the runway in rapidly deteriorating condtions. The captain's lack of alertness in allowing the first officer to continue an instrument descent to an altitude too low to permit terrain clearance."
ACCIDENT DETAILS,"January 11, 1957",09:00,"Near Buenos Aires, Argentina",Lineas Aereas del Estado,?,Buenos Aires - Mar Del Plata - Mendoza,Vickers 615 Viking 1B,T-11,188,33 (passengers:29 crew:4),17 (passengers:15 crew:2),1,The domestic flight crashed and burned immediately after takeoff from Buenos Aires after overrunning the runway. Too short a runway and excessive cross-winds for the type of aircraft.
ACCIDENT DETAILS,"January 23, 1957",c16:50Z,"Ometepe Island, Nicaragua",Lanica,?,San Carlos - Managua,Douglas DC-3,AN-AEC,12312,16 (passengers:13 crew:3),16 (passengers:13 crew:3),0,"The aircraft hit Concepcion volcano while en route. The aircraft made a left turn towards the volcano, banked sharply in descent, enered a rapid climb and then crashed. Unexplained loss of control."
ACCIDENT DETAILS,"January 29, 1957",19:24,"Paris, France",Air France,?,Tunis - Paris,SNCASE SE.2010 Armagnac,F-BAVG,06,70 (passengers:60 crew:10),2 (passengers:1 crew:1),0,"A first ILS attempt to land at Orly Airport failed. The crew decided to try a second time with GCA guidance. Full power was applied when the crew was not able to see the runway. The aircraft continued to descend impacting the ground in a right bank. The right wing separated and the main fuselage broke-up into four parts. Stalling, as a result of delayed application of power in a final approach configuration and inadequate control of heading, airspeed and altitude after the visual was lost."
ACCIDENT DETAILS,"January 31, 1957",11:18,"Near Sunland, California",Douglas Aircraft,?,Santa Monica - Santa Monica,Douglas DC-7B / U.S. Air Force F-89J,N8210H/52-187OA,45192 / 4447,6 (passengers:0 crew:6),5 (passengers:0 crew:5),3,"Midair collision between a DC-7 and F-89J Air Force fighter. The DC-7 crashed into a playground of a school killing 3 junior high school children 3 miles northwest of Sunland. The F-89 crashed into the mountains. Four crew members on the DC-7 were killed. One crew member aboard the F-89 was killed and the other ejected to safety. The high rate of near head-on closure at high altitude, which together with physiological limitations, resulted in a minimum avoidance opportunity during which the pilots didn't see each other's aircraft. It was the first test flight of the DC-7B. One of the 3 students killed in the accident was the best friend of singer Richie Valens, who died in an airplane crash two years later. Archie Twitchell, test pilot and actor, 50, killed. The high rate of near head-on closure at high altitude in a minimum aviodance opportunity during which both pilots did not see the other aircraft."
ACCIDENT DETAILS,"February 01, 1957",18:02,"New York, New York",Northeast Airlines,823,New York City - Miami,Douglas DC-6A,N34954,44678/543,101 (passengers:95 crew:6),21 (passengers:21 crew:0),0,"Shortly after lifting off from La Guardia Airport in a snowstorm, the plane rolled sharply to the left and crashed on Rikers Island. The failure of the captain to properly observe and interpret his flight instruments and maintain control of his aircraft. Several inmates from the Rikers Island Prison made some heroic rescues and were later pardoned."
ACCIDENT DETAILS,"February 22, 1957",20:00,"Kimpo Air Base, South Korea",Military - U.S. Air Force,?,"Kimpo AB - Tokyo, Japan",Douglas C-124C,51-141A,43475,159 (passengers:149 crew:10),22 (passengers:19 crew:3),0,"The No. 3 engine seized, causing the propellor to come loose and slice through the side of the fuselage makng two full turns before exiting. It took two men out with it , idled the No. 4 engine and cut the throttle cable. While attempting an emergency return landing at Kimpo Air Base, level flight could not be maintained and the aircraft descended, crashing into the Han River."
ACCIDENT DETAILS,"March 02, 1957",17:19,"Blyn, Washington",Alaska Airlines,100,Fairbanks - Seattle,Douglas C-54B,N90449,27239,5 (passengers:2 crew:3),5 (passengers:2 crew:3),0,"Crashed into a densly wooded mountain, 3 miles east of Blyn, while en route to Seattle. Navigation error and poor judgement by the pilot in entering an overcast mountainous area at too low an altitude."
ACCIDENT DETAILS,"March 04, 1957",?,"Near Miho AB, Japan",Japanese Air Force,?,?,Curtiss C-46D-15--CU,51-1110,33737,17 (passengers:? crew:?),17 (passengers:? crew:?),0,"While attempting to land, the plane lost air speed and crashed into the sea, 400 yards offshore."
ACCIDENT DETAILS,"March 05, 1957",11:00,"Drayton, England",Military -Royal Air Force,?,Drayton - Multa,Blackburn Beverley C Mark 1,XH117,1023,22 (passengers:17 crew:5),18 (passengers:15 crew:3),2,The aircraft crashed into trees and farm buildings about a half-an-hour after taking off from Abingdon airfield. Fuel starvation due to an valve being installed backwards.
