,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 1988",19:20,"Izmir, Turkey",Condor Flugdienst,3780,Stuttgart - Izmir,Boeing B-737-230A,D-ABHD,22635/774,16 (passengers:11 crew:5),16 (passengers:11 crew:5),0,The aircraft was off the ILS sidebeam and crashed into a hill on approach in poor weather. The crew used the wrong VOR and ILS. Pilot overconfidence and co-pilot inactivity during the approach.
ACCIDENT DETAILS,"January 08, 1988",05:19,"Monroe, Louisiana",Phoenix Air,?,"Memphis, TN - Monroe, LA",Learjet 36A,N79SF,36-041,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed during an ILS approach. The pilot-in-command executed a excessive descent rate and did not level off. Lack of experience in type of aircraft.
ACCIDENT DETAILS,"January 18, 1988",22:17,"Near Chungking, Sichuan, China",China Southwest Airlines,4146,Beijing - Chongqing,Ilyushin IL-18D,B-222,187009901,108 (passengers:98 crew:10),108 (passengers:98 crew:10),0,The aircraft crashed 10 minutes before its scheduled landing. Fire in and failure of the No. 4 engine led to separation of the pylon and engine and loss of control of the aircraft. Overheating of the feathering oil. Poor maintenance procedures.
ACCIDENT DETAILS,"January 18, 1988",?,"Mt. Colorado, Bolivia",ETA - Empresa Transportes Aéreos,?,?,Curtiss C-46A-55,CP-1244,246,9 (passengers:6 crew:3),9 (passengers:6 crew:3),0,Struck Mt. Colorado in poor weather.
ACCIDENT DETAILS,"January 18, 1988",04:20,"Krosnovodsk, USSR",Aeroflot,?,Moscow - Krosnovodsk,Tupolev TU 154B-2,CCCP-85254,77A254,143 (passengers:137 crew:6),11 (passengers:11 crew:0),0,Broke in two after a heavy landing. Crew error. Co-pilot was flying the plane against requirements that the pilot fly the plane.
ACCIDENT DETAILS,"January 19, 1988",?,"Green Island, Taiwan",Taiwan Airlines,?,?,Britten-Norman BN-2A-26 Trislander,B-11125,2029,11 (passengers:10 crew:1),10 (passengers:9 crew:1),0,Crashed in mountains.
ACCIDENT DETAILS,"January 19, 1988",19:20,"Bayfield, Colorado",Trans Colorado AL / Continental Express,2286,"Denver, CO - Durango, CO",Swearingen SA.227AC Metro,N68TC,AC-457,17 (passengers:15 crew:2),9 (passengers:7 crew:2),0,"The aircraft crashed while attempting to land in adverse weather conditions five miles short of the runway. The captain choose a direct VOR/DME approach instead of the safer ILS. The copilot lacked the ability to land the tricky approach. The pilot who was not flying the plane, did not observe the copilot was flying a too steep of an approach. The NTSB isssued a report that stated that the captain was a heavy user of cocaine and traces were found in his blood and urine."
ACCIDENT DETAILS,"January 24, 1988",16:49,"Near Nizhnevartovsk, Russia",Aeroflot,?,Nizhnevartovsk - Tyumen,Yakovlev YAK-40,CCCP-87549,9531442,31 (passengers:27 crew:4),27 (passengers:23 crew:4),0,"The plane stalled and crashed after a loss of engine power on takeoff. The engine throttles were reduced at a critical stage of the takeoff for undetermined reasons, probably by the crew."
ACCIDENT DETAILS,"February 01, 1988",?,Panama,Fuerza Aérea Panamena,?,?,CASA 212 Aviocar 200,FAP215,237,16 (passengers:? crew:?),16 (passengers:? crew:?),0,Flew into a mountain.
ACCIDENT DETAILS,"February 03, 1988",20:00,"Helena, Montana",Air Taxi - Minuteman Aviation Inc.,?,"Missoula, MT - Helena, MT",Cessna 421A,N517S,421A0002,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"As the aircraft turned inbound to intercept the localizer it collided with a mountain, 12 miles ESE of the airport. Improper IFR procedures. Improper use of navigation receiver."
