,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 18, 1986",08:00,"Near Peten, Guatemala",Aerovias de Guatemala SA,?,Guatemala City - Flores,Sud-Aviation Caravelle VI-N,HC-BAE,040,87 (passengers:81 crew:6),87 (passengers:81 crew:6),0,"After initiating an overshoot and attempting to land for a second time, the plane crashed into a hilly area in the jungle. There were low lying clouds in the area."
ACCIDENT DETAILS,"January 21, 1986",04:25,"Ellendale, Minnesota",Air Taxi,?,?,Bell 296B,N1498W,425,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"The purpose of the flight was to take a news crew to a location to cover a story. The news crew had attempted to hire another helicopter, but that operator refused due to forecast low visibility. This pilot, however, agreed to fly. Although he was certified for instrument flight in airplanes, the pilot was not qualified for instrument flight in helicopters, nor was the helicopter certified for instrument flight. The helicopter crashed & burned approximately 100' from the highway near a power line crossing. Impact occurred while the helicopter was in a shallow descent, heading away from the highway & parallel with the power line. Continued VFR flight into IMC. Overconfidence in personal ability."
ACCIDENT DETAILS,"January 28, 1986",c 07:45,"Sao Paulo, Brazil",VASP,?,Sao Paulo - Belo Horizonte,Boeing B-737-2A1,PP-SME,20096/190,72 (passengers:67 crew:5),1 (passengers:1 crew:0),0,The crew accidently tried to take off from a taxiway. The takeoff was aborted but the aircraft overran the runway and collided with a embankment and broke in two. There was heavy fog in the area.
ACCIDENT DETAILS,"January 29, 1986",?,"Las Lomitas, Mexico",Aerocalifornia,?,Villa Constitucion - Los Mochis,Douglas DC-3A-178,XA-IOR,1547,21 (passengers:18 crew:3),21 (passengers:18 crew:3),0,The plane tried to land at Los Mochis but had to divert to Las Lomitas because of fog. The airport was not approved for commercial flights and the plane crashed into a hill near the airport while attempting to land.
ACCIDENT DETAILS,"February 05, 1986",?,"Kasongo, Zaire",GLM Aviation,?,?,Lockheed L-188AF Electra,9Q-CWT,1045,14 (passengers:10 crew:4),2 (passengers:2 crew:0),0,Crashed while attempting to make a forced landing.
ACCIDENT DETAILS,"February 16, 1986",?,"Off Makung, Taiwan",China Airlines (Taiwan),?,Taipei - Makung,Boeing B-737-281,B-1870,20226/168,13 (passengers:6 crew:7),13 (passengers:6 crew:7),0,The aircraft crashed into the sea during an attempted go-around after a missed landing attempt due to a burst nose gear tire.
ACCIDENT DETAILS,"March 02, 1986",03:03,"Near Bugulma, Russia",Aeroflot,?,Cheboksary - Bugulma,Antonov AN-24B,CCCP-46423,07304108,38 (passengers:34 crew:4),38 (passengers:34 crew:4),0,"The aircraft entered a left bank and turn, stalled and crashed 5 miles short of the runway. Failure of the autofeather sensor circuit breaker caused propellers to feather."
ACCIDENT DETAILS,"March 03, 1986",?,"Bern, Switzerland",Taxair,?,?,Cessna 425 Conquest,HB-LLS,?,8 (passengers:7 crew:1),8 (passengers:7 crew:1),0,?
ACCIDENT DETAILS,"March 13, 1986",22:15,"Alpena, Michigan",Simmons Airlines,1746,"Detroit, MI - Alpena, MI",Embraer 110P1 Bandeirante,N1356P,110370,9 (passengers:7 crew:2),3 (passengers:2 crew:1),0,"After a missed approach due to bad weather, the plane was cleared for an ILS approach but crashed in a wooded area, short of the runway. The flight crew's continued descent of the airplane below the glideslope and through the published decision height without obtaining visual reference of the runway for undetermined reasons."
ACCIDENT DETAILS,"March 20, 1986",?,"Near Naha, Indonesia",Merpati Nusantara Airlines,?,?,CASA 212 Aviocar 100,PK-NCF,108/15N,16 (passengers:14 crew:2),2 (passengers:0 crew:2),0,"Crashed into high ground at 1, 900 ft. while flying IFR in rain."
ACCIDENT DETAILS,"March 22, 1986",?,"Jammuin, India",Military - Indian Air Force,?,?,Antonov An-32,?,?,17 (passengers:? crew:?),17 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"March 24, 1986",09:55,"Goose Bay, Newfoundland, Canada",Goose Bay Air Services,?,Snegamook Lake - Goose Bay,de Havilland Canada DHC-3 Otter,C-FAGM,400,5 (passengers:4 crew:1),4 (passengers:3 crew:1),0,"A fatigue initiated crack in the number nine cylinder head caused the engine to run rough and lose power. While the pilot was manoeuvring for the precautionary landing in whiteout conditions, the aircraft crashed. At impact, the fuel cells ruptured, and a fire erupted which destroyed the aircraft."
ACCIDENT DETAILS,"March 25, 1986",?,"Omsk, Soviet Union",Ministerstvo Obshchestvo Mashinostroyeniya,?,?,Antonov An-12AP,CCCP-11795,1400103,9 (passengers:3 crew:6),9 (passengers:3 crew:6),0,"Undershot the runway, overturned and caught fire."
ACCIDENT DETAILS,"March 27, 1986",?,"Bangui, Central African Republic",Military - French Air Force,?,?,Sepecat Jaguar A,?,?,0 (passengers:0 crew:0),0 (passengers:0 crew:0),35,The jet fighter crashed into a school shortly after taking off after experiencing engine failure.
ACCIDENT DETAILS,"March 30, 1986",10:15,"Near Pemba, Mozambique",Military - Mozambique Air Force,?,Pemba - Maputo,Antonov AN-26,042,?,54 (passengers:51 crew:3),49 (passengers:46 crew:3),0,The aircraft crashed while making an emergency return to the airfield after experiencing engine failure on takeoff.
ACCIDENT DETAILS,"March 31, 1986",09:11,"Maravatio, Mexico",Mexicana,940,Mexico City - Puerto Vallarta,Boeing B-727-264,XA-MEM,22414/1748,167 (passengers:159 crew:8),167 (passengers:159 crew:8),0,"While climbing through 29,000 feet, an overheated tire exploded in the wheel well after takeoff and damaged the hydraulic and electrical systems of the aircraft. The plane lost control and crashed. The tire had been serviced with air rather than nitrogen. The air, under high temperature and pressure, resulted in a chemical reaction within the tire itself which led to a explosion of the tire."
ACCIDENT DETAILS,"April 02, 1986",?,"Near Athens, Greece",Trans World Airlines,840,Rome - Athens,Boeing B-727,N54340,20845/1066,121 (passengers:? crew:?),4 (passengers:? crew:?),0,Detonation of a explosive device in the passenger compartment causing four passengers to be sucked out. The plane landed safely at Athens. The plastic explosive was left under a seat by a woman carrying a Lebanese passport.
ACCIDENT DETAILS,"April 02, 1986",?,"Near Magdalena, New Mexico",Military - U.S. Air Force,?,?,Lockheed HC-130P Hercules,66-0211,4161,11 (passengers:0 crew:11),11 (passengers:0 crew:11),0,Lost a wing in heavy turbulence at low altitude.
ACCIDENT DETAILS,"April 27, 1986",08:35,"Near Saravena, Colombia",ACES Colombia,?,Bogota - Saravena,de Havilland Canada DHC-6 Twin Otter 300,HK-2761,780,13 (passengers:11 crew:2),13 (passengers:11 crew:2),0,"Crashed into a 8,500 ft. mountain in poor weather."
ACCIDENT DETAILS,"May 01, 1986",06:32,"San Salvador, El Salvador",Military - El Salvador Air Force,?,San Salvador - Panama City,Douglas DC-6,FAS-302,45078,37 (passengers:33 crew:4),37 (passengers:33 crew:4),0,Crashed into a hill following an engine fire.
ACCIDENT DETAILS,"May 03, 1986",?,"Near Taipei, Taiwan",Military - Republic of China Air Force,?,?,Bell UH-1H / Bell UH-1H (helicopters),?,?,22 (passengers:? crew:?),22 (passengers:? crew:?),0,Both helicopters crashed into a rice paddy after experiencing a mid-air collision.
ACCIDENT DETAILS,"May 03, 1986",?,"Colombo, Sri Lanka",Air Lanka,?,"Colombo - Male, Maldives",Lockheed L-1011-100,4R-ULD,1061,150 (passengers:? crew:?),22 (passengers:? crew:?),0,Detonation of an explosive device in the rear section of the cabin while on the ground and passengers were boarding. The aircraft was named City of Colombo.
ACCIDENT DETAILS,"May 17, 1986",?,"Hanty-Mansijsk, Soviet Union",Aeroflot,?,Test,Yakovlev Yak-40,CCCP-87301,9321728,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,Crashed on a test flight.
