,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 06, 1959",11:20,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,?,Copan - Nuovo Octopeque,Douglas DC-3,XH-SAA,19667,5 (passengers:2 crew:3),5 (passengers:2 crew:3),0,Crashed into Mt. Pena Blanca while en route. The pilot's attempt to fly over mountainous terrain by visual reference to the ground under weather conditions restricting visibility which forced him to descend to a dangerously low altitude.
ACCIDENT DETAILS,"January 08, 1959",20:32,"Mt. Holston, Tennessee",Southeast Airlines,308,Nashville - Knoxville - Tri-City Aport,Douglas DC-3,N18941,2007,10 (passengers:7 crew:3),10 (passengers:7 crew:3),0,"The aircraft struck a mountain during an ILS approach to Tri-City Airport. Pilot's failure to identify an intersection properly, resulting in flying 15 miles beyond the outer marker and descending to an alititude too low to clear high terrain. An inoperative compass was not entered into the aircraft log."
ACCIDENT DETAILS,"January 11, 1959",1120,"Rio de Janerio, Brazil",Lufthansa,502,Hamburg-Frankfurt-Paris-Lisbon-Dakar-Senegal-Rio Janerio,Lockheed L 1049G Super Constillation,D-ALAK,4602,39 (passengers:29 crew:10),36 (passengers:29 crew:7),0,"Twenty minutes out of Rio de Janerio, the crew was cleared to descend from 14,000 to 10,000 feet. After reaching KXNDB (waypoint) they were cleared to descend to 3000 ft.. Galeaoa approach was contacted and normal position reports were made. As the plane descended over Guanabara Bay in rain, the extended nosewheel struck the water. The crew tried to continue the approach, but the aircraft crashed near Flecheiras Beach, short of the runway. The actual cause of the accident was never determined however, the most probable cause was pilot error in descending below the minimum altitude on final approach. Aircrew fatigue was considered to be a contributing factor. Crew flight time exceeded the Brazilian limits, but did not exceed the German limitations."
ACCIDENT DETAILS,"January 11, 1959",?,"Rio de Janeiro, Brazil",Lufthansa,?,Hamburg - Rio de Janeiro,Lockheed 1049G Super Constellation,D-ALAK,4602,39 (passengers:29 crew:10),36 (passengers:29 crew:7),0,"The plane descended over Guanabara Bay in rain, struck the water with the nosewheel and crashed on Flecheiras Beach, short of the runway. Descent below minima for reasons unknown. Crew fatigue possible."
ACCIDENT DETAILS,"January 14, 1959",?,"Panther Peak, California",California Air Freight,?,"Burbank, CA - Seattle, WA",Curtiss C-46F,N1240N,22404,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed into Panther Peak while en route.
ACCIDENT DETAILS,"January 16, 1959",21:40,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),?,Buenos Aires - Mar del Plata,Curtiss C-46A-50-CU,LV-GED,30514,52 (passengers:47 crew:5),51 (passengers:46 crew:5),0,"The aircraft overshot runway and a missed approach procedure was initiated. The plane gradually descended into the ocean just offshore. The pilot was not familiar with the airport and he miscalculated during the instrument approach procedure. The pilot's temporarily confused mental state when he found himself in this critical situation, effectuating his capability and skill."
ACCIDENT DETAILS,"January 18, 1959",03:33,"Stalingrad, Russia",Aeroflot,205,Voronezh - Stalingrad,Ilyushin IL-14P,USSR-41863,146000701,25 (passengers:20 crew:5),25 (passengers:20 crew:5),0,Crashed in a snow covered field while attempting to land. Cause undetermined. Possibly hit by machine gun fire.
ACCIDENT DETAILS,"January 21, 1959",?,"Near Merida, Venezuela",Linea Expresa Bolivar,?,Merida - Lagunillas,Curtiss C-46D-15-CU,YV-C-LBI,33411,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,"While en route, flying VFR the plane ran into a cloud covered El Callejon pass at 7,000 feet. The aircraft made a 180deg turn but crashed into the La Culata Peak at an altitude of 13,500 feet. Flying of the aircraft at an insufficient altitude over an area apparently unfamiliar to the pilot."
ACCIDENT DETAILS,"January 22, 1959",15:00Z,"Dabouk, Jordan",Air Jordan,601,Jerusalem - Dobouk,Convair CV-240-2,JY-ACB,055,15 (passengers:11 crew:4),10 (passengers:6 crew:4),0,Struck trees during approach and crashed 2.8 miles northwest of Wadi-Es-Sir. Adverse weather conditions.
ACCIDENT DETAILS,"January 27, 1959",06:10,"Brindisi, Italy",Air Charter,?,?,Avro 688,G-AGRG,1255,6 (passengers:0 crew:6),2 (passengers:0 crew:2),0,"Overran the runway while taking off, cashed and burst into flames. Windshear."
