,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 08, 1989",20:25,"Leicestershire, England",British Midland Airways,92,London - Belfast,Boeing B-737-4Y0,G-OBME,23867/1603,126 (passengers:118 crew:8),47 (passengers:47 crew:0),0,"While en route and climbing through FL 280, a vibration was felt and the smell of smoke was detected. A fan blade on the No. 1 engine detached and caused a compressor stall and vibration of the aircraft. The crew throttled back the No. 2 engine and the vibration stopped. Soon after it was decided to shut down the No. 2 engine. While attempting to land, power was lost in the No. 1 engine, the aircraft stalled and crashed into trees 3,000 ft. short of the runway. The crew mistakenly shut down the wrong engine, lost power in the disabled engine and was unable to maintain flight in the final approach."
ACCIDENT DETAILS,"January 12, 1989",04:45,"Dayton, Ohio",Bradley Air Services,?,"Dayton, OH - Montreal, Canada",Hawker Siddeley Avro 748-215,C-GDOV,1582,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"After gaining altitude the cargo plane descended until it impacted trees. Improper IFR procedure by the first officer during takeoff, his lack of instrument scan, his failure to maintain a positive rate of climb or to identify the resultant descent, and the captain's inadequate supervision of the flight. Contributing factors were: dark night, low ceiling, drizzle, the first officer's lack of total experience in the type of operation, and possible spatial disorientation of the first officer."
ACCIDENT DETAILS,"January 17, 1989",?,"Near La Paz, Bolivia",Aerolineas La Paz,?,La Paz - Apolo,Douglas DC-3(C-47A-DL),CP-1418,19344,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,The plane went missing en route.
ACCIDENT DETAILS,"January 29, 1989",?,"Fairbanks, Alaska",Military - Canadian Army,?,Exercise,Lockheed CC-130E Hercules,130318,4124,11 (passengers:7 crew:4),11 (passengers:7 crew:4),0,Crashed about 500 ft. short of the runway.
ACCIDENT DETAILS,"January 31, 1989",12:10,"Near Abilene, Texas",Military - U.S. Air Force,?,Dyess AFB - Hawaii,Boeing KC-135A,63-7990,18607/646,19 (passengers:12 crew:7),19 (passengers:12 crew:7),0,Crashed in flames after taking off from Dyess Air Force Base. Failure of the water injection system during takeoff.
ACCIDENT DETAILS,"February 03, 1989",07:41,"Rangoon, Myanmar",Burma Airways,?,Rangoon - Kentung,Fokker F-27 Friendship 600,XY-AEK,10325,29 (passengers:25 crew:4),26 (passengers:23 crew:3),0,The aircraft entered a fog bank after taking off from Rangoon and hit a tree and caught fire.
ACCIDENT DETAILS,"February 06, 1989",18:25,"Marseille, France",RAM,3132,Marseille - Paris,Vickers 952F Vanguard,F-GEJE,730,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,After a second takeoff attempt the cargo plane banked to the right until it crashed into the water.
ACCIDENT DETAILS,"February 08, 1989",14:08,"Santa Maria, Azores, Portugal",Independent Air Inc.,1851,Bergamo - Orio al Serio - Santa Maria,Boeing B-707-331B,N7231T,19572/687,144 (passengers:137 crew:7),144 (passengers:137 crew:7),0,"The airliner hit a mountain while attempting to land at Santa Maria. The crew mistakenly continued to descend through 3,000 ft. which it was cleared to. Because of a overlap in communications, the tower did not notice the mistake. The aircraft continued to descend and did not comment or react to warnings from the GPSW for 7 seconds. The aircraft then hit Pico Alto mountain at an altitude of 2,000 ft. Procedural errors by the flight crew and ATC. Descent of the aircraft below minimum sector altitude. Transmission from the tower of a QNH value higher than the actual value."
ACCIDENT DETAILS,"February 09, 1989",?,"Bucharest, Romania",Tarom,?,Training,Tupolev 154B,YR-TPJ,80A-408,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,Crashed after experiencing engine failure on takeoff.
ACCIDENT DETAILS,"February 19, 1989",12:10,"Corona, California",Air Taxi - Las Vegas Flyers Inc.,?,"Las Vegas, NV - Santa Ana, CA",Cessna 402B,N69383,402B0527,10 (passengers:9 crew:1),10 (passengers:9 crew:1),0,"The accident occurred during a descent when the aircraft collided with a 2,060 ft. mountain. The pilot's failure to properly preflight and plan for flight and his intentional flight into imc conditions. Pilots disregard for in-flight weather advisories. Factors contributing to the accident were the low ceiling conditions in conjunction with the mountainous terrain."
ACCIDENT DETAILS,"February 19, 1989",06:36,"Near Kuala Lumpur, Malaysia",Flying Tiger Line,66,Singapore - Kuala Lumpur,Boeing 747-249F,N807FT,21828/408,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,"The cargo plane descended below minimums and impacted trees and a hill. Non-standard phraseology used by Kuala Lumpur ATC, causing the crew to misinterpret the instructions."
ACCIDENT DETAILS,"February 24, 1989",02:09,"Honolulu, Hawaii",United Air Lines,811,Los Angeles - Honolulu - Auckland - Sydney,Boeing B-747-122,N4713U,19875/89,356 (passengers:338 crew:18),9 (passengers:9 crew:0),0,"After leaving Honolulu, on a flight from Los Angeles to Sydney, Australia, the loss of an improperly latched forward lower lobe cargo door resulted in explosive decompression and loss of power in the No. 3 and 4 engines. Nine passengers were sucked out of the plane and lost at sea. The plane landed safely. The cargo door opening was attributed to a faulty switch or wiring in the door control system which permitted electrical actuation of the door latches towards the unlatched position after initial door closure and before takeoff. As a failsafe, the latches should have been blocked from moving by a mechanism called a ""locking sector"" (one on each latch), engaged manually by a lever after the door is closed. However, the locking sectors as designed were not strong enough and could be overcome by the motors which was a design flaw right from the introduction of the747. This was finally recognized as serious, after a non-fatal failure in 1987, but installing stronger locking sectors required taking each plane out of service 10 hours, and the FAA had allowed airlines 18 months so they could do it during other maintenance procedures."
ACCIDENT DETAILS,"February 25, 1989",?,"Tegucigalpa, Honduras",Albancion Circulo,?,? - Tegucigalpa - Toncontin,Douglas DC-6,HR-AKZ,44642/586,10 (passengers:7 crew:3),10 (passengers:7 crew:3),0,Hit high ground 27 km from the airport.
ACCIDENT DETAILS,"February 28, 1989",06:30,"Near Quebec City, Quebec, Canada",Transfair,?,?,Douglas C-47A,C-FBZN,25290,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed after its initial climb.
ACCIDENT DETAILS,"March 10, 1989",12:09,"Dryden, Ontario, Canada",Air Ontario,1363,Dryden - Winnipeg,Fokker F-28 Fellowship 1000,C-FONF,11060,69 (passengers:65 crew:4),24 (passengers:21 crew:3),0,"While flying from Thunder Bay, Ontario to Winnipeg, Manitoba, the plane crashed on take-off from Dryden, Ontario. The aircraft failed to gain altitude, settled back down on the runway and then took off for a second time clipping the tops of trees, causing debris to clog the engines leading to the plane crashing. The aircraft was being refueled with one engine running because of an unserviceable APU. Since no external power unit was available at the airport the engine could not be shut down and deicing could not be performed. The captain's decision to take off in deteriorating weather conditions with an accumulation of snow and ice on the wings. Decision not to de-ice the plane before taking off. The failure of the Canadian air transport system in placing the crew in a situation where they did not have the resources to make a proper decision."
ACCIDENT DETAILS,"March 10, 1989",?,"Lima, Peru",Aero Condor,?,Sightseeing,Britten Norman BN-2A Trislander,OB-T-1271,0604,10 (passengers:9 crew:1),10 (passengers:9 crew:1),0,Crashed after striking radio tower while on approach.
ACCIDENT DETAILS,"March 15, 1989",07:25,"West Lafayette, Indiana",Mid Pacific Air,?,Terre Haute - Lafayette,NAMC YS-11A-300F,N128MP,2139,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"While landing the cargo plane pitched down and crashed short of the runway. A loss of control due to the improper in-flight decisions by the crew and the undetected accumulation of ice on the leading edge of the horizontal stabilizer, during flight in a forward centre of gravity condition and exacerbated by the extension of full landing flaps."
ACCIDENT DETAILS,"March 18, 1989",02:15,"Carswell AFB, Texas",Evergreen International Airlines,?,"Fort Worth, TX - Oklahoma City, OK",McDonnell Douglas DC-9-33RC,N931F,47192/287,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"The loss of control of the airplane for undetermined reasons following the in-flight opening of the improperly latched cargo door. Contributing to the accident were inadequate procedures used by Evergreen Airlines and approved by the FAA for pre-flight verification of external cargo door lock pin manual control handle, and the failure of McDonnell Douglas to provide flight crew guidance and emergency procedures for an in-flight opening of the cargo door. Also contributing to the accident was the failure of the FAA to mandate modification to the door-open warning system for DC-9 cargo-configured airplanes, given the previously known occurrences of in-flight door openings."
ACCIDENT DETAILS,"March 20, 1989",c 07:00,"Pohang, South Korea",Military - U.S. Marine Corps,?,?,Sikorsky CH-53D,157140,?,34 (passengers:30 crew:4),19 (passengers:? crew:?),0,Crashed and burned in mountainous terrain during a troop lift mission. Came in for a landing at an extreme high bank until it crashed to the ground. Pilot error.
ACCIDENT DETAILS,"March 21, 1989",11:55,"Guarulhos, Brazil",Transbrasil,?,Manaus - Sao Paulo-Guarulhos,Boeing B-707-349C,PT-TCS,19354/503,3 (passengers:0 crew:3),3 (passengers:0 crew:3),18,"The plane crashed into houses during a steep approach. Crew error. High speed approach. Deep stall. This was the Boeing 707 used in the movie ""Airport"" in 1970."
ACCIDENT DETAILS,"April 10, 1989",21:07,"Col de Tourniol, France",Europe Aero Service EAS,602,Paris - Valence,Fairchild FH-227B,F-GGDM,532,22 (passengers:19 crew:3),22 (passengers:19 crew:3),0,"After being cleared on a heading for Valence, the aircraft continued on its current heading until it struck a mountain at 4,100 feet. Crew error. Navigational error. Controlled flight into terrain."
ACCIDENT DETAILS,"April 19, 1989",?,"Near Cucuta, Colombia",SATENA,?,Cucuta - Arauca,Pilatus PC-6 Turbo Porter,FAC-1110,819,11 (passengers:10 crew:1),11 (passengers:10 crew:1),0,Crashed while en route.
ACCIDENT DETAILS,"April 26, 1989",?,"Baranquilla, Colombia",Aerosucre Colombia,?,Baranquilla - Bogota,Aérospatiale SE-210 Caravelle,HK-3325X,215,5 (passengers:2 crew:3),5 (passengers:2 crew:3),0,"Shifting of cargo after takeoff cause the plane to take a nose-high attitude, stall and crash into houses."
ACCIDENT DETAILS,"May 05, 1989",?,"Near Cancun, Mexico",Aero Cozumel,?,Chichen Itza - Cozumel,Britten Norman BN-2A Trislander II,XA-JPE,1051,19 (passengers:17 crew:2),6 (passengers:6 crew:0),0,Crashed after the pilot radioed he was making an emergency landing with engine problems.
ACCIDENT DETAILS,"May 06, 1989",01:45,"Columbia, Tennessee",Southern Express,?,Memphis - Columbia,Embraer EMB-110 Bandeirante,N95PB,110330,2 (passengers:0 crew:2),1 (passengers:0 crew:1),0,The positioning flight crashed into trees short of the runway in dense fog. The pilot attempted to make a VFR landing in IFR conditions that were below minimums for the published instrument approach and collided with trees and the ground after allowing the airplane to descend below the proper altitude.
ACCIDENT DETAILS,"May 08, 1989",09:40,"Oskarshamn, Sweden",Holmstoem Air,?,Stockholm - Oskarshamn,Beechcraft 99,SE-IZO,U048,16 (passengers:14 crew:2),16 (passengers:14 crew:2),0,"While on approach the plane pitched up, went into a steep dive and crashed short of the runway. Aircraft improperly loaded causing a shift in the center of gravity."
ACCIDENT DETAILS,"May 09, 1989",?,"Near Tainjin, China",Aero Asahi,?,?,Bell 412,JA9596,33070,? (passengers:? crew:?),10 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"June 07, 1989",04:27,"Near Paramaribo, Surinam",Surinam Airways,764,Paramaribo - Zanderij,McDonnell Douglas DC-8 Super 62,N1809E,46107/498,187 (passengers:178 crew:9),176 (passengers:167 crew:9),0,"The aircraft hit a tree and crashed during a third landing attempt in fog. The crew descended below the published minimum altitude. Despite concerns about possible landing equipment failures the crew was determined to make a landing and not divert to another airport as they were running out of fuel. They could not get an ILS signal and ignored a Ground Proximity Warning System alarm 60 seconds prior to the crash by turning it off 10 seconds after it started its warning. About 20 members from the Dutch soccer team ""Colorful 11"" from Surinam were killed."
ACCIDENT DETAILS,"June 11, 1989",10:15,"Vereda el Salitre, Colombia",Aerotaca,?,El Yopal - Tame,de Havilland Canada DHC-6 Twin Otter 300,HK-2486,676,22 (passengers:20 crew:2),6 (passengers:6 crew:0),0,Crashed into a mountain.
ACCIDENT DETAILS,"June 11, 1989",13:30,"Waipio Valley, Hawaii",Scenic Air Tours,21,"Hilo, HI - Kahului, HI",Beechcraft H18,N34AP,BA-746,11 (passengers:10 crew:1),11 (passengers:10 crew:1),0,Crashed in a scenic canyon area near a waterfall. The pilots improper in-flight planning/decision to maneuver with insufficient altitude over or in a canyon area. Factors related to the accident were the terrain conditions and scenic air tour's lack of specific direction to its pilots concerning safety procedures for sightseeing flights.
ACCIDENT DETAILS,"June 17, 1989",08:28,"Berlin, Germany",Interflug,?,Berlin - Moscow,Ilyushin IL-62MK,DDR-SEW,2850324,113 (passengers:103 crew:10),20 (passengers:20 crew:0),1,"The pilot aborted the takeoff at liftoff after it was discovered the rudder and elevator were jammed. When the command was given to apply reverse thrust the flight engineer switched off the engines by mistake. The aircraft overran runway, collided with obstacles and caught fire. Jammed rudder and elevator."
ACCIDENT DETAILS,"June 18, 1989",13:20,"Zabol, Iran",Ariana Afghan Airlines,?,Kabul - Zaranj,Antonov AN-26,YA-BAK,14104,39 (passengers:35 crew:4),6 (passengers:6 crew:0),0,A ramp door opened in flight causing loss of control of the aircraft. The plane crashed into a hill.
ACCIDENT DETAILS,"June 22, 1989",c 17:40,"Near Tarma, Peru",Fuerza Aérea del Peru,?,San Ramon - Captain Alvarino,de Havilland Canada DHC-5D Buffalo,FAP-329,329,62 (passengers:57 crew:5),62 (passengers:57 crew:5),0,Crashed into a mountainside in the remote Andean highlands shortly after leaving San Ramon. Overloaded.
ACCIDENT DETAILS,"June 27, 1989",?,"Kaohsiung, Taiwan",Formosa Airlines,?,Kaohsiung - Chi-mei,Cessna 404 Titan Courier II,B-12206,404-0418,13 (passengers:? crew:?),12 (passengers:? crew:?),0,Crashed into houses on takeoff and exploded.
ACCIDENT DETAILS,"June 28, 1989",21:19,"Yaounde, Cameroon",Cameroon Airlines,?,Douala - Yaounde,Hawker Siddeley HS-748-435 Srs. 2,TJ-CCF,1804,47 (passengers:45 crew:2),3 (passengers:1 crew:2),0,"The plane landed short of the runway on the third landing attempt, overran the runway and collided with an embankment."
ACCIDENT DETAILS,"June 28, 1989",09:30,"Near Borana, Somalia",Somali Airlines,?,Hargeisa - Mogadishu,Fokker F-27 Friendship 600RF,6O-SAZ,10559,30 (passengers:24 crew:6),30 (passengers:24 crew:6),0,Crashed after takeoff. Shot down by a surface-to-air missile.
ACCIDENT DETAILS,"June 29, 1989",00:04,"Cartersville, Georgia",Calair,?,"Carterville, GA - Montgomery, AL",Dassault Falcon 20,N125CA,208,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"Unable to gain altitude the positioning flight struck powerlines and crashed. Failure of the pilot-in-command to assure that the aircraft maintained a climb profile after takeoff. Factors related to the accident were: dark night, the crew's lack of visual perception at night, the PIC's lack of rest (fatigue) and the copilot's failure to attain remedial action."
ACCIDENT DETAILS,"July 19, 1989",07:17,"Glen Burnie, Maryland",Air Taxi - Centre Airlines Inc.,?,"Baltimore, MD - Winchester, VA",Beech E18S,N138JR,?,5 (passengers:4 crew:1),2 (passengers:2 crew:0),0,"Shortly after departing from runway 15l at the Baltimore-Washington International Airport, the pilot transmitted that he had an emergency consisting of a fire under his side panel. He reported he was going to circle & land. According to witnesses, flames & smoke were in the cockpit area. The aircraft started a gradual descent during a left turn. Subsequently, it crashed into a house."
ACCIDENT DETAILS,"July 19, 1989",16:00,"Sioux City, Iowa",United Air Lines,232,"Denver, CO - Chicago, IL",McDonnell Douglas DC-10-10,N1819U,46618/118,298 (passengers:287 crew:11),112 (passengers:111 crew:1),0,"Catastrophic failure of the No. 2 (rear) engine while en route from Denver to Chicago, with total loss of all three hydraulics systems due to damage. The aircraft maneuvering with only the thrust of the engines, crashed while attempting to land at Sioux City. Failure to detect a fatigue crack in the No. 2 engine resulting in the disintegration of the fan disk and loss of all three hydraulic systems. The failure was traced back to a manufacturing defect in the fan disk, which had microscopic cracks due to impurities. Subject of the 1992 TV-movie ""Crash Landing: The Rescue of Flight 232."""
ACCIDENT DETAILS,"July 19, 1989",11:02,"Talourow Island, USSR",Aeroflot,?,Observation flight out of Cape Schmidt,Antonov AN-26,CCCP-26685,8805,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,Crashed into costal cliffs while on an ice observation flight.
ACCIDENT DETAILS,"July 21, 1989",?,"Porgera, New Guinea",Talair,?,?,de Havilland Canada DHC-6 Twin Otter 300,P2-RDW,366,22 (passengers:20 crew:2),3 (passengers:1 crew:2),0,Crashed into jungle shortly after taking off.
ACCIDENT DETAILS,"July 21, 1989",15:23,"Manila, Philippines",Philippine Air Lines,?,Zamboanga - Manila,BAC One-Eleven 516FP,RP-C1193,231,98 (passengers:91 crew:7),1 (passengers:1 crew:0),8,"In heavy rain the aircraft bounced twice, crashed through a concreate wall, overran the runway, crossed a road and struck several cars."
ACCIDENT DETAILS,"July 23, 1989",?,"Near Jalalabad, Afghanistan",Military - Afghan Republican Air Force,?,?,Mil Mi-8 / Mil Mi-8,?,?,30 (passengers:? crew:?),30 (passengers:? crew:?),0,Mid-air collision between two helicopters.
ACCIDENT DETAILS,"July 26, 1989",?,"Near Chana, Angola",Military - Angolan Air Force,?,Luena - Cazombo,Antonov AN-26,?,?,48 (passengers:? crew:?),42 (passengers:? crew:?),0,Shot down either by rebel forces or friendly fire. A missile struck one of the engines and the plane crashed while attempting an emergency landing.
ACCIDENT DETAILS,"July 27, 1989",?,"Off Ullung Do, South Korea",Universal Airlines,?,?,Sikorsky S-58T,?,?,19 (passengers:? crew:?),13 (passengers:? crew:?),0,Crashed into the sea.
ACCIDENT DETAILS,"July 27, 1989",c 07:00,"Tripoli, Libya",Korean Airlines,803,Jeddah - Tripoli,McDonnell Douglas DC-10-30,HL-7328,47887/125,199 (passengers:181 crew:18),75 (passengers:72 crew:3),4,The aircraft crashed short of the runway while landing in fog. Failure of the captain to land without analyzing the weather data.
ACCIDENT DETAILS,"July 31, 1989",22:00,"Auckland, New Zealand",Air Freight New Zealand,1,Auckland - Christchurch,Convair CV-580,ZK-FTB,180,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo lost altitude shortly after lifting off and crashed and broke up in Manukau Harbor. The training captain's failure to monitor the aircraft's climb flight path during the critical stage of the climb after take-off.
ACCIDENT DETAILS,"August 03, 1989",13:43,"Samos, Greece",Olympic Aviation,?,Thessaloniki - Samos,Shorts 330-200,SX-BGE,SH-3083,34 (passengers:31 crew:3),34 (passengers:31 crew:3),0,Crashed into Mt. Kerkis in poor weather after deviating from course on approach. The crew was flying VFR in IFR conditons. The aircraft was named Isle of Minos.
ACCIDENT DETAILS,"August 07, 1989",12:10,"Near Gambela, Ethiopia",RRC Air Service,?,Addis Ababa - Bole,de Havilland DHC-6 Twin Otter 300,ET-AIL,699,16 (passengers:13 crew:3),16 (passengers:13 crew:3),0,"The aircraft took off from Addis Ababa to see how much food was reaching the famine-stricken area of western Ethiopia. The plane crashed into a mountain in poor weather conditons at an altitude of 3,600 feet. The crew flew into an area of bad weather at a very low altitude and failed to maintain visual contact with the ground. U.S. Representative George Thomas ""Mickey"" Leland, 45, killed."
ACCIDENT DETAILS,"August 08, 1989",10:35,"Near Midford Sound, New Zealand",Aspring Air,?,Wanaka - Milford Sound,Britten-Norman BN-2A-26 Trislander,ZK-EVK,0583,10 (passengers:9 crew:1),10 (passengers:9 crew:1),0,Crashed into the face of a mountain. Undetermined.
ACCIDENT DETAILS,"August 13, 1989",21:25,"Janice, Mississippi",Private,?,"Hattiesburg, MS - Gulfport, MS",Cessna 177RG,N1976Q,177RG-0376,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,"The aircraft was flying from Hattiesburg to Gulfport. The non-instrument rated pilot lost control of the aircraft after encountering instrument meteorological conditions resulting in the airplane spiraling into the ground in a wooded area. U.S. Representative from Mississippi, Larkin Smith, 45, was killed."
ACCIDENT DETAILS,"August 15, 1989",?,"Shanghai, China , China",China Eastern Airlines,?,Shanghai - Hongqiao,Antonov AN-24RV,B-3417,37309006,40 (passengers:34 crew:6),34 (passengers:28 crew:6),0,Lost power and crashed into a river shortly after taking off from Shanghai.
ACCIDENT DETAILS,"August 21, 1989",12:50,"Gold Beach, Oregon",Air Taxi,?,"Medford, OR - Medford, OR",Beechcraft C90,N25ST,LJ507,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"The aircraft emerged out of a fog bank while attempting to land, banked to the left and crashed. The pilot's failure to initiate a go-around after emerging from a fog bank on a short final which resulted in inadequate airspeed and a stall. Contributing to the accident was the pilot's poor judgement in attempting the VFR approach in IMC conditions."
ACCIDENT DETAILS,"August 25, 1989",07:45,"Near Gilgit, Pakistan",Pakistan International Airlines,?,Gilgit - Islamabad - Chaklala,Fokker F-27 Friendship 200,AP-BBF,10207,54 (passengers:49 crew:5),54 (passengers:49 crew:5),0,Crashed into Himalaya Mountains en route from Gilgit to Islamabad.
ACCIDENT DETAILS,"August 28, 1989",00:45,"Lynchburg, Virginia",Bay Land Aviation,?,"Salisbury, MD - Lynchburg, VA",Piper PA-31-350 Navajo,N234J,317952021,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,Crashed into trees left of the runway after attempting two VFR and an IFR approach in fog. Failure to maintain clearance from obstructions because of improper IFR operation.
ACCIDENT DETAILS,"September 03, 1989",20:45,"Near Sao Jose do Xingu, Brazil",Varig,254,Maraba - Belem,Boeing B-737-241,PP-VMK,21006/398,54 (passengers:48 crew:6),13 (passengers:13 crew:0),0,"The aircraft ran out of fuel due to a navigation error and crashed into the jungle. The flight plan had showed the heading in tenths of a degree as 0270; the crew, entering whole degrees into the flight computer and entered 270 instead of 027. The flight from Maraba to Belem was supposed to last 45 minutes. When they could not find Belem after 45 minutes, they assumed they were still not far away and that there was some sort of instrument failure.The course was finally corrected but the plane ran out of fuel and crashed into the jungle."
ACCIDENT DETAILS,"September 03, 1989",c 19:00,"Near Havana, Cuba",Cubana de Aviacion,9646,"Havana - Köln, Bonn",Ilyushin IL-62M,CU-T1281,3850453,126 (passengers:115 crew:11),126 (passengers:115 crew:11),45,The aircraft crashed into navigational towers and residential houses shortly after takeoff in heavy rain and high winds. Decision of the pilot in command to fly after an abrupt deterioration in weather conditions.
ACCIDENT DETAILS,"September 08, 1989",16:36,"Skagerrak, Denmark",Partnair,394,Oslo - Hamburg,Convair CV-580,LN-PAA,056,55 (passengers:50 crew:5),55 (passengers:50 crew:5),0,"The aircraft crashed into the sea after an in-flight breakup. Severe vibration caused by worn bolts causing the rudder to jam and the tail to collapse. Bolts used to attach the fin to the fuselage were found to be counterfeit and wore much faster that genuine bolts. Official PC: The accident was caused by loss of control due to the destruction of primary control surfaces in the tail section, which, in turn, was caused by aeroelastic oscillations initiated by abnormal clearances in the vertical stabilizer attachments to the fuselage structure. The condition of the attachments was a result of excessive wear in pins and sleeves used in this structural joint. The pins and sleeves were of an inferior quality and did not satisfy specified values for hardness and tensile strength. They had also been installed and inspected using sub-standard maintenance procedures. Undamped oscillations in the elevator contributed to the structural failure of the empennage."""
ACCIDENT DETAILS,"September 15, 1989",?,"Near Bentuni, Indonesia",Merpati Nusantara Airlines,?,Manokwari - Bentuni,de Havilland Canada DHC-6 Twin Otter 300,PK-NUE,345,22 (passengers:19 crew:3),22 (passengers:19 crew:3),0,Crashed while making an approach.
ACCIDENT DETAILS,"September 15, 1989",21:10,"Mayfield, Kentucky",Wehite Cap Aviation,?,"Orlando, FL - Mayfield, KY",Beech King Air B100,N887PE,B-049,6 (passengers:5 crew:1),6 (passengers:5 crew:1),0,"Crashed into trees while attempting to land at night, in fog. Improper IFR procedures and failure to maintain minimum descent altitude."
