,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 08, 1931",?,"Melle, Belgium",Sabena,?,Brussels - London,Fokker F-VII,OO-AIL,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"After deciding to return to his base because of fog, the pilot lowered his altitude and struck the ground."
ACCIDENT DETAILS,"January 22, 1931",?,"Bluff Mountain, Washington",Varney Air Lines,?,Portland - Pasco,Boeing 40,NC741K,1422,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane flew into Bluff Mountain in dense fog.
ACCIDENT DETAILS,"February 08, 1931",?,"Wairoa, New Zealand",Dominion Air Lines,?,Gisborne - Hastings,Desoutter II,ZK-ACA,D-36,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,While droping a mail bag the plane stalled and crashed.
ACCIDENT DETAILS,"February 20, 1931",?,"Bagot, Manitoba, Canada",Western Canada Airways,?,Winnigeg - Moosejaw,Fokker Universal F-14,?,?,3 (passengers:2 crew:1),2 (passengers:2 crew:0),0,"The plane carrying mail, crashed into a field, turned over and burst into flames. There was heavy fog in the area of the accident."
ACCIDENT DETAILS,"February 24, 1931",?,Off Spain,Aeropostale,?,Algiers – Marseille,Latecoere 32,F-AITX,84,3 (passengers:0 crew:3),1 (passengers:0 crew:1),0,Crashed due to fuel exhaustion after encountering strong headwinds and getting lost.
ACCIDENT DETAILS,"March 21, 1931",c 13:00,"New South Wales, Australia",Australian National Airways,?,Sydney - Melbourne,Avro 10,VH-UMF,241,8 (passengers:6 crew:2),8 (passengers:6 crew:2),0,Crashed in the Snowy Mountains in poor weather conditions. Wreckage found 10/26/1958.
ACCIDENT DETAILS,"March 31, 1931",10:45,"Bazaar, Kansas",Trans Continental and Western Air,599,Kansas City - Wichita - Los Angeles,Fokker F10A Trimotor,NC-999,1063,8 (passengers:6 crew:2),8 (passengers:6 crew:2),0,"Shortly after taking off from Kansas City, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. Notre Dame football coach, Knute Rockne, 43, killed."
ACCIDENT DETAILS,"April 14, 1931",?,"Near Letschen, Germany",Deutsche Lufthansa,?,?,Messerschmitt M-20,D-1928,442,10 (passengers:7 crew:3),2 (passengers:0 crew:2),0,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.
ACCIDENT DETAILS,"May 05, 1931",c 23:30,"Burbank, California",Pacific Air Transport,?,San Diego - Los Angeles,Boeing 40,NC5390,1044,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The mail plane crashed into Las Tunas Canyon while attempting to land at Burbank Airport in dense fog.
ACCIDENT DETAILS,"May 22, 1931",?,"Wampit, Australia",Guiena Airways,?,Lae - Bulolo,Junkers W-34,VH-UNR,2611,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Hit trees in fog and cashed into the jungle.
ACCIDENT DETAILS,"May 24, 1931",22:30,"Bellefonte, Pennsylvania",National Air Transport,?,?,Boeing 95,NC397E,1057,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed into a mountain and burned in poor visibility and icing conditions.
ACCIDENT DETAILS,"June 07, 1931",09:00,"Near Sandoway, Burma",Air Orient,?,Saigon - Karachi,Fokker F-VIIB,PH-AEO,5096,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.
ACCIDENT DETAILS,"June 11, 1931",?,"Walbridge, Ohio",Rubner Flying Service,?,?,Lockheed Vega 2,NC857E,064,3 (passengers:1 crew:2),2 (passengers:0 crew:2),0,A wing buckled as the plane was attempting to land and the plane crashed.
ACCIDENT DETAILS,"June 13, 1931",?,"Saarbrucken, Germany",Deutsche Lufthansa,?,Cologne - Saarbrucken,Dornier Merkur,D-1455,177,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,"After circling in fog for half an hour, the plane rose to about 300 ft. and nose dived into the ground and burst into flames. Engine failure."
ACCIDENT DETAILS,"July 12, 1931",?,"Chicago, Illinois",Braniff Airlines,?,Chicago - Detroit,Lockheed Vega,NC8497,154,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Engine quit while taking off. The plane crashed from a height of 700 feet. The pilot tried to return to the airport by banking to the right but did not have sufficient altitude to recover.
ACCIDENT DETAILS,"July 14, 1931",?,"Temora, Australia",Australian Aerial Services,?,?,Lasco Lascowl,VH-UGF,3,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,?
ACCIDENT DETAILS,"July 21, 1931",?,"Centralia, Illinois",American Airways,?,?,Pitcairn PA-6 Mailwing,?,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"July 24, 1931",?,"Kurudjevo, Bulgaria",CIDNA,?,Constantinople - Budapest,Fokker F-VII,F-ALGT,18,7 (passengers:5 crew:2),7 (passengers:5 crew:2),0,The aircraft caught fire in mid air and crashed.
ACCIDENT DETAILS,"August 09, 1931",08:40,"Cincinnati, Ohio",American Airways,?,Cincinnati - Atlanta,Ford 5-AT-C Tri Motor,NC9662,5AT-029,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off. Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.
ACCIDENT DETAILS,"September 14, 1931",20:00,"Chicago, Illinois",Chicago-Detroit Airways,?,?,Lockheed Vega,NC606,056,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed in a severe rainstorm while attempting to land.
ACCIDENT DETAILS,"September 15, 1931",?,"Near Craiova, Oltenia, Romania",CIDNA,?,Paris - Bucharest,Fokker F-VIIb-3m,F-AIGT,?,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,Crashed in low overcast and darkness while en route.
ACCIDENT DETAILS,"September 16, 1931",04:00,"Oakland, California",Pacific Air Transport,?,"Oakland, CA - Seattle, WA",Boeing 40,NC10347,1428,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Crashed into San Francisco Bay shortly after taking off from Oakland airport.
ACCIDENT DETAILS,"October 06, 1931",?,"Novia Scotia, Canada",Deutsche Lufthansa,?,Sydney - New York,Heinkel HE-2,D-1717,334,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,Crashed into the sea while en route.
ACCIDENT DETAILS,"October 14, 1931",?,Brazil,Syndicato Condor,?,?,Dornier Wal,P-BALSA,107,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,?
ACCIDENT DETAILS,"November 05, 1931",06:48,"Camden, New Jersey","NY, Phil., Washington AW",?,"Newark, NJ - Camden, NJ - Washington DC",Lockheed Orion 9,NC12221,178,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,Crashed onto a golf course and burst into flames after circling the airport twice to land.
ACCIDENT DETAILS,"November 13, 1931",?,"Sir Lowry's pass, South Africa",Union Airways,?,Durban - Cape Town,De Havilland DH.80,ZS-ACD,2110,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"Flew into a thunderstorm over mountains, lost a wing and crashed."
ACCIDENT DETAILS,"November 23, 1931",?,"Salt Lake City, Utah",Boeing Air Transport,?,?,Boeing 40,NC7465,897,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark and in a snowstorm.
ACCIDENT DETAILS,"November 24, 1931",?,"Near Tsinan, China",China National Aviation Corporation,?,Nanking - Peiking,Stinson,?,?,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.
ACCIDENT DETAILS,"November 26, 1931",22:30,"Pasco, Washington",Varney Air Lines,?,"Portland, WA - Pasco, WA",Boeing 40,NC10338,1419,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed in fog while attempting to land.
ACCIDENT DETAILS,"December 05, 1931",?,"Kewanee, Illinois",Braniff Airways,?,Kansas City - Chicago,Lockheed Vega 5,NC433E,049,6 (passengers:5 crew:1),2 (passengers:2 crew:0),0,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.
ACCIDENT DETAILS,"December 06, 1931",05:45,"Bangkok, Thailand",KLM Royal Dutch Airlines,?,Djakarta - Amsterdam - Bangkok - Rangoon (Burma),Fokker F-VIIb-3M,PH-AFO,5226,7 (passengers:3 crew:4),5 (passengers:2 crew:3),0,"Take off was made with the emergency hatch in cockpit roof open. This spoiled the lift and aircraft didn't become airborne. At the end of the field, the aircraft crashed into a dam."
ACCIDENT DETAILS,"December 09, 1931",?,Off Algiers,Aeropostale,?,Marseille - Algiers,CAMS 56,F-AIOX,3,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The crew crashed into the sea after a hydraulic failure and fire.
ACCIDENT DETAILS,"December 31, 1931",?,"Springfield, Ohio",American Airways,?,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,?,?,5 (passengers:4 crew:1),4 (passengers:4 crew:0),0,"Under orders from his supervisor, the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed."
