,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 03, 1960",10:40,"Taksing, India",Indian Airlines,?,?,Douglas C-47A,VT-CGG,12821,9 (passengers:5 crew:4),9 (passengers:5 crew:4),0,"The cargo plane crashed while dropping supplies and making a narrow turn in a valley. The accident was attributed to an error in navigation which caused the pilot to enter the wrong valley. During an attempt to turn back in a restricted area, the aircraft stalled and crashed."
ACCIDENT DETAILS,"January 06, 1960",02:38,"Wilmington/Bolivia, North Carolina",National Airlines,2511,New York - Miami,Douglas DC-6B,N8225H,43742/300,34 (passengers:29 crew:5),34 (passengers:29 crew:5),0,"The plane disintegrated in flight at 18,000 feet and crashed 1.5 miles northwest of Bolivia, North Carolina. Detonation of a dynamite bomb by means of dry cell batteries, in the vicinity of row 7, in the passenger cabin. The plane continued to fly for a short time after which the fuselage came apart and the plane crashed in a ball of flames. Julian Frank, who had purchased 1 million dollars in insurance, was suspected of committing suicide by detonating the bomb in his lap or under his seat. There is a possibility Frank may have been an unwitting bomb carrier and that this bombing has something to do with the National Airlines crash of November, 16, 1959. No one was charged in either case."
ACCIDENT DETAILS,"January 10, 1960",15:38,Gulf of Sirte,Military - U.S. Army,?,Misurata - Benghazi,de Havilland Canada U-1A Otter,55-2974,47,10 (passengers:9 crew:1),10 (passengers:9 crew:1),0,"Missing, never found."
ACCIDENT DETAILS,"January 18, 1960",22:19,"Charles City, Virginia",Capital Airlines,20,Washington D.C. - Norfolk,Vickers Viscount 745D,N7462,217,50 (passengers:46 crew:4),50 (passengers:46 crew:4),0,"The aircraft crashed and burned in a wooded area, striking the ground in a level attitude. The delayed arming of the engine ice-protection systems while flying through icing conditions, causing eventual flame-out of the four engines. This condition existed for sufficient time to cause a drop in battery electrical energy, preventing the unfeathering and relighting of sufficient engines to maintain flight. The aircraft was then dived in an effort to attain sufficient airspeed to drive the propellers out of the feathered positions by wind-milling. At the same time, multiple attempts were made to relight one or more engines. Successful relights were either interrupted by auto-feather action initiated by premature advancing of the throttles prior to complete light up of an engine or prevented by insufficient battery electrical energy. No. 4 engine was eventually relit and the crew had just successfully relit No. 3 engine when the aircraft crashed."
ACCIDENT DETAILS,"January 19, 1960",18:47,"Ankara, Turkey",Scandinavian Airlines (SAS),871,Istanbul - Ankara,Sud Aviation Caravelle 1,OY-KRB,014/14,42 (passengers:35 crew:7),42 (passengers:35 crew:7),0,"While on a flight from Istanbul to Ankara, Turkey the aircraft crashed while on approach to Esenboga Airport, 6 nm short of the runway. The aircraft struck the ground at an elevation of 3,500 ft, between the Ankara mountain range and the airport. An unintentional descent below the authorized minimum flight altitude during final approach to Esenboga Airport for reasons that could not be determined. The aircraft was named ""Orm Viking."""
ACCIDENT DETAILS,"January 21, 1960",?,"Montego Bay, Jamacia",AVIANCA,671,Miami - Montigo Bay,Lockheed 1049E Super Constellation,HK-177,4556,46 (passengers:39 crew:7),37 (passengers:35 crew:2),0,A heavy landing led to structural failure and a fire. The adoption of a final approach path resulting in a heavy landing during which a major structural failure occurred in the port wing. Crew fatigue. Lack of proper training.
ACCIDENT DETAILS,"January 26, 1960",00:15Z,"Off Bathurst Island, Australia",Transportes Aéreos de Timor,?,Darwin - Baucau,de Havilland DH-114 Heron 2D,CR-TAI,14132,9 (passengers:7 crew:2),9 (passengers:7 crew:2),0,Radio contact was lost with the aircraft before it crashed into the ocean. Poor weather. Unqualified pilot.
ACCIDENT DETAILS,"February 05, 1960",0720,"Cochabamba, Bolivia",Lloyd Aereo Boliviano,?,Cochabamba - La Paz,Douglas DC-4,CP-609,10510,59 (passengers:55 crew:4),59 (passengers:55 crew:4),0,"Few minutes after takeoff and reaching an altitude of 9,000 feet, the captain stated that an engine exploded. Shortly thereafter, the airplane went out of control and crashed in Laguna Huanacota, about 13 km south of the airport. A two-year-old girl survived but later died from her injuries.Investigators believed that the maximum takeoff weight was exceeded and this contributed to the engine exploding."
ACCIDENT DETAILS,"February 25, 1960",13:07,"Rio de Janeiro, Brazil",REAL / Military - U.S. Navy,?,Campos - Rio de Janeiro,Douglas DC-3 / USN R4-D6,PP-AXD/131582,13326 / 43685-307,64 (passengers:53 crew:11),61 (passengers:50 crew:11),0,"Midair collision between a DC-3 and a US Navy R-6D. Improper piloting procedures when flying on authorized instrument flight (US Navy pilot). The pilot of the USN plane disobeyed instructions transmitted by Rio Approach Control. The U.S. Navy disagreed and placed no blame on neither pilot. Twenty six killed on the DC-3, 35 on the R4-D6. Members of the United States Navy Band among those killed."
ACCIDENT DETAILS,"February 26, 1960",?,"Lvov, Ukraine, USSR",Aeroflot,?,?,Antonov AN-10,CCCP-11180,?,32 (passengers:? crew:?),32 (passengers:? crew:?),0,Crashed during approach.
ACCIDENT DETAILS,"February 26, 1960",?,"Shannon, Ireland",Alitalia,?,Rome - Shannon - Gander -New York City,Douglas DC-7C,I-DUVO,45231/945,52 (passengers:40 crew:12),34 (passengers:23 crew:11),0,Lost altitude shortly after taking off and crashed. Cause unknown.
ACCIDENT DETAILS,"February 26, 1960",16:57,"Lvov-Snilow, Ukraine",Aeroflot,315,?,Antonov 10A,CCCP-11180,9401801,33 (passengers:25 crew:8),32 (passengers:24 crew:8),0,The plane crashed into a swamp short of the runway threshold. Icing of the horizontal stabilizer.
ACCIDENT DETAILS,"March 15, 1960",?,"El Refugio, Colombia",Agencia Interamericana de Aviada,?,Aracacuara - Villavicencio,Consolidated PBY-5A Catalina,HK-1001E,?,13 (passengers:10 crew:3),6 (passengers:4 crew:2),0,Crashed en route.
ACCIDENT DETAILS,"March 16, 1960",?,"Nagoya, Japan",All Nippon Airways,?,Tokyo - Nagoya,Douglas DC-3,JA-5018,6006,33 (passengers:30 crew:3),3 (passengers:2 crew:1),0,Mid-air collision with a Japan Air Self Defence Force F-86 fighter which was taking off from Nagoya. Both planes crashed but the F-86 pilot ejected safely.
ACCIDENT DETAILS,"March 17, 1960",15:25,"Near Cannelton, 10 mile SE of Tell City, Indiana",Northwest Orient Airlines,710,Chicago - Miami,Lockheed 188C Electra,N121US,1057,63 (passengers:57 crew:6),63 (passengers:57 crew:6),0,An in-flight separation of the wing. A design flaw caused an oscillation known as whirl mode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. Reduced stiffness of the structure and the entry of the aircraft into an area of severe clear air turbulence were contributing factors. One of two crashes with the same cause. See 9/29/59.
ACCIDENT DETAILS,"March 19, 1960",11:10,"Cordoba, Colombia",SAMSA,901,San Andres - Medellin,Curtiss C-46,HK-516,2927/384,46 (passengers:42 crew:4),25 (passengers:22 crew:3),0,"Forced landing after engine failure. The accident was attributed to an error in judgment by the pilot in deciding to land at an airport which was closed and where no radio aid was available. Contributing factors were intermittent overspeeding of propellers, adverse weather and no communication tower."
ACCIDENT DETAILS,"April 05, 1960",14:39,"Siuna, Nicaragua",Lanica,?,Siuna - Bonanza,Curtiss C-46A-40-CU,AN-AIN,26945,18 (passengers:14 crew:4),2 (passengers:1 crew:1),0,Flew into a hill shortly after taking off. Engine failure due to a fatigue crack at a valve.
ACCIDENT DETAILS,"April 12, 1960",14:20,"Pelotas, Brazil",Cruzeiro,?,?,Douglas DC-3,PP-CDS,4823,22 (passengers:19 crew:3),10 (passengers:8 crew:2),0,"While taking off, the plane drifted to the right, overcorrected to the left and struck two other aircraft. Pilot error. Incorrect use of the brakes and controls while on the ground."
