,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 08, 1935",?,"Near Karachi, Pakistan",Indian Air Force,?,Training,Wapiti,?,?,2 (passengers:0 crew:2),0 (passengers:0 crew:2),15,Crashed into a column of soldiers during training. The crew survived with injuries but 15 soldiers were killed and 11 injured. Later the pilot was court-martialled and dismissed.
ACCIDENT DETAILS,"January 26, 1935",?,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,?,"Newark, NJ - Columbus, OH",Consolidated Fleetster,NC13212,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed and burned soon after taking off in a blinding snowstorm.
ACCIDENT DETAILS,"January 31, 1935",c 19:00,"Stettin, Germany",Deruluft,?,Koenigberg - Berlin,Junkers JU-52/3m,D-AREN,4051,11 (passengers:8 crew:3),11 (passengers:8 crew:3),0,"Crashed full speed into a hill, 450 feet high in rain and fog. Pilot error."
ACCIDENT DETAILS,"March 07, 1935",?,"Schievelbein, Germany",Deruluft,?,?,Rochrbach Roland,D-AJYP,45,? (passengers:? crew:?),3 (passengers:2 crew:1),0,Fuselage failure.
ACCIDENT DETAILS,"March 15, 1935",?,"El Arish, Egypt",Misrair,?,Jerusalem - Cairo,de Havilland Dragon 1,SU-ABI,6031,6 (passengers:5 crew:1),3 (passengers:2 crew:1),0,"After flying over the airport into a strong headwind, in an attempt to land, one of the aircraft's two engines failed. While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a height of 100 - 130 feet."
ACCIDENT DETAILS,"March 29, 1935",?,"Off Samland, Germany",Deutsche Lufthansa,?,?,Junkers F-13,D-OHIL,?,5 (passengers:? crew:?),5 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"April 01, 1935",?,"Beauvais, France",Air France,?,?,Farman F-300,F-ALHQ,?,3 (passengers:? crew:?),1 (passengers:? crew:?),0,"Chief pilot of Air France, Robert Bajac, 36, killed."
ACCIDENT DETAILS,"April 06, 1935",c 15:20,"Brilon, Germany",KLM Royal Dutch Airlines,?,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,PH-AFL,5242,7 (passengers:3 crew:4),7 (passengers:3 crew:4),0,Crashed after the pilot tried to maintain visual contact with the ground in heavy fog.
ACCIDENT DETAILS,"May 01, 1935",?,"Near Walsenberg, Colorado",Varney Air Lines,?,?,Lockheed Vega,NC891E,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed."
ACCIDENT DETAILS,"May 06, 1935",03:30,"Atlanta, Missouri",Trans Continental and Western Air,6,Los Angeles - Albuquerque - Kanasas City - Washington,Douglas DC-2-112,NC13785,1295,14 (passengers:12 crew:2),5 (passengers:3 crew:2),0,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly."
ACCIDENT DETAILS,"May 18, 1935",18:35,"Flint, Michigan",Knowles Flying Service of Detroit,?,Sightseeing,Ford model 4-AT-E,WC-7864,4-AT-49,12 (passengers:11 crew:1),3 (passengers:2 crew:1),0,"While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use."
ACCIDENT DETAILS,"May 18, 1935",00:45,"Near Moscow, Russia",Gor'ky Eskadril'ya,?,Demonstration,Tupolev ANT-20 / I-5,CCCP-I20,?,50 (passengers:37 crew:13),50 (passengers:37 crew:13),2,"Midair collision with an I-5 fighter at 2,300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed ""Maxim Gorky."" Pilot error. Forty-nine killed on the Tupolev, one on the I-5"
ACCIDENT DETAILS,"May 27, 1935",?,"Glendo, Wyoming",Wyoming Air Service,?,?,Boeing 221,NC725W,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"May 28, 1935",?,"Maywood, Illinois",Chicago and Southern Airlines,?,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed into the ground on a farm at high speed.
ACCIDENT DETAILS,"May 29, 1935",?,"San Barbra, Honduras",?,?,?,?,?,?,9 (passengers:? crew:?),6 (passengers:? crew:?),0,Crashed into the Ulua River.
ACCIDENT DETAILS,"June 24, 1935",14:36,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,?,?,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,20 (passengers:18 crew:2),17 (passengers:15 crew:2),0,"A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident.. Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed."
ACCIDENT DETAILS,"July 14, 1935",09:40,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Amsterdam - Sweden,Fokker F-XXII,PH-AJQ,5358,20 (passengers:15 crew:5),6 (passengers:2 crew:4),0,The plane lost altitude while attempting an emergency landing after taking off and losing an engine. The wing hit a dyke and the plane burst into flames.
ACCIDENT DETAILS,"July 19, 1935",14:20,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,?,"New Orleans, LA - Mobile, AL",General 102-E,NC-492K,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,The plane deviated from its course and flew 20 miles off shore and crashed. Cause unknown.
ACCIDENT DETAILS,"July 20, 1935",12:30,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,?,"Milan, Italy - Amsterdam",Douglas DC-2,PH-AKG,1335,13 (passengers:9 crew:4),13 (passengers:9 crew:4),0,Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end.
ACCIDENT DETAILS,"August 13, 1935",?,"Hangow, China",China National Aviation Corporation,?,?,Sikorsky S-38B,NV40V,?,? (passengers:? crew:?),? (passengers:? crew:?),?,Destoryed in a storm.
ACCIDENT DETAILS,"August 14, 1935",23:45,"Near Gilmer, Texas",Delta Air Lines,4,Dallas - Atlanta,Stinson Model A,NC14599,9103,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.
ACCIDENT DETAILS,"August 15, 1935",20:08,"Near Glendo, Wyoming",Aero Mayflower Transit Co,?,Helena - Denver,"Waco, model YLC",NC14140,?,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"The plane flew into a mountain 43 miles West of Glendo in heavy fog. Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west."
