,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 01, 1978",c 20:15,"Off Bandra, Maharashtra, India",Air India,855,Bombay - Dubai,Boeing B-747-237B,VT-EBD,19959/124,213 (passengers:190 crew:23),213 (passengers:190 crew:23),0,"Following a right turn, after taking off, the plane rolled to the left beyond 90 degrees, went into a steep dive, crashed and exploded in shallow water. Irrational control wheel inputs on the part of the captain after his attitude director indicator malfunctioned leading to complete loss of situational awareness."
ACCIDENT DETAILS,"January 06, 1978",18:50,"Marion, Illinois",Aviation Charter - Air Taxi,?,"Greenville, KY - Marion, IL",Cessna 337G,N719047,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,"Crashed into electrical tower while in landing approach, 1 mile short of the runway. Previous damage caused the aileron surface attachments to separate in flight."
ACCIDENT DETAILS,"January 24, 1978",20:05,"Dubois, Pennsylvania",Henry Webber Air - Air Taxi,?,"Dubois, PA - Lancaster, PA",Aerostar 601P,N1BE,61P0245041,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed after engine failure on climb to cruise. Fuel starvation. Ice in fuel. Improper emergency procedures.
ACCIDENT DETAILS,"January 27, 1978",c 13:50,"Near San Vincente, Colombia",SADELCA,?,Neiva - San Vincente,Douglas DC-3,HK-1351X,42958,14 (passengers:10 crew:4),14 (passengers:10 crew:4),0,"Struck a 7,000 ft. mountain in fog."
ACCIDENT DETAILS,"January 31, 1978",?,"Eirunepe, Brazil",TABA,?,?,Embraer 110P Bandeirante,PT-GKW,110128,14 (passengers:12 crew:2),2 (passengers:0 crew:2),0,Crashed during takeoff.
ACCIDENT DETAILS,"February 10, 1978",11:20,"Near Artigas, Uruguay",Military - Uruguayan Air Force,?,Artigas - Montevideo,Douglas C-47A-DL,T511,19301,44 (passengers:40 crew:4),44 (passengers:40 crew:4),0,The passenger flight attempted to make an emergency landing at Artigas Airport when it had taken off from. An engine failure was followed by a wide banking turn and crash to the ground bursting into flames.
ACCIDENT DETAILS,"February 10, 1978",16:50,"Richland, Washington",Columbia Pacific Airlines,23,"Richland, WA - Seattle, WA",Beechcraft 99,N199EA,U037,17 (passengers:15 crew:2),17 (passengers:15 crew:2),0,The aircraft crashed shortly after taking off from Richland after climbing to 400 feet and stalling. Crew error. The failure and inability of the flightcrew to prevent rapid pitchup and stall by exerting sufficient push force on the control wheel. The pitchup was caused by the combination of a mistrimmed horizontal stabilizer and a center of gravity near the aircraft's aft limit. The mistrimmed condition resulted from discrepancies in the aircraft's trim system and the flightcrew's preoccupation with making a timely departure. The out-of-trim warning system was inoperative.
ACCIDENT DETAILS,"February 11, 1978",c 12:55,"Cranbrook, British Columbia, Canada",Pacific Western Airlines,314,Calgary - Cranbrook,Boeing B-737-275,C-FPWC,20142/253,49 (passengers:44 crew:5),42 (passengers:38 crew:4),0,"The aircraft touched down just as the crew noticed a snow plow on the runway. A go-around was initiated but the thrust reverses did not stow away properly because hydraulic power was automatically cut off at lift-off. The aircraft missed the plow, overran the runway, crashed and burned. Estimated time of arrival given by Calgary ATC in error. Crew did not report over its final approach beacon."
ACCIDENT DETAILS,"February 18, 1978",04:55,"Genoa Peak, Nevada",Chartair - Air Taxi,?,"Los Angeles, CA - Lake Tahoe, CA",Beechcraft 58,N4307W,?,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Crashed into obscured mountain while en route. Continued VFR flight into adverse weather conditions. Radar showed aircraft circling over mountain tops for over 12 minutes.
ACCIDENT DETAILS,"February 27, 1978",13:25,"Merrill Pass, Alaska",Yute Air Alaska - Air Taxi,?,"Dillingham, AK - Anchorage, AK",Evangel 4500,N4508L,?,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,The pilot suffered spatial disorientation and crashed in rain and low ceiling while en route. Continued VFR flight into adverse weather conditions.
ACCIDENT DETAILS,"February 28, 1978",10:30,"Solvang, California",Security Air,?,"Visalia, CA - Santa Barbara, CA - Santa Maria, CA",Aero Commander 500A,N6143X,?,7 (passengers:4 crew:3),7 (passengers:4 crew:3),0,Continued VFR flight into adverse weather conditions.
ACCIDENT DETAILS,"March 01, 1978",16:10,"Agana, Guam",Island Air,?,"Agana, Guam - Rota, TT",Cessna 337F,N101SX,?,6 (passengers:4 crew:2),2 (passengers:2 crew:0),0,Crashed after experiencing engine failure on takeoff climbout.
