,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"February 12, 1926",?,"Montpelier, Ohio",US Aerial Mail Service,?,?,Curtiss Carrier Pigeon,602,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"While the mail plane was flying at a low altitude, the aircraft hit trees and crashed in a wooded area."
ACCIDENT DETAILS,"March 08, 1926",?,"Staaken, Germany",Deutche Lufthansa,?,?,Junkers F-13,D-290 D-290,665,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,While in a training filight the aircraft stalled and crashed while attempting to land.
ACCIDENT DETAILS,"May 31, 1926",?,English Channel,Air Union,?,Paris - Cryodon,Breguet 14,F-ADAI,1908,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed into the English Channel and was never found.
ACCIDENT DETAILS,"July 03, 1926",?,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,?,Paris - Prague - Budapest,Caudron C-61,F-AFBT,5307,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.
ACCIDENT DETAILS,"July 09, 1926",0930,"Wolvertem, Belgium",KLM Royal Dutch Airlines,?,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,H-NACC,4759,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed into the ground while descending in poor weather.
ACCIDENT DETAILS,"July 24, 1926",?,"Juist, Germany",Deutsche Lufthansa,?,?,Junkers F-13,D-272,660,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,Weather related.
ACCIDENT DETAILS,"August 18, 1926",?,"Hurst, Kent, England",Air Union,?,"Lebourget, France - Croydon, England",Bleriot 155,F-AIEB,2,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,The plane made a forced landing at Romney Marsh in heavy fog. Engine failure. The pilot initally survived but died a day later.
ACCIDENT DETAILS,"September 26, 1926",?,"New York, New York",?,?,New York - Paris,Sikorsky S-25,?,?,5 (passengers:4 crew:1),2 (passengers:2 crew:0),0,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.
ACCIDENT DETAILS,"October 02, 1926",?,"Leigh, Kent, Unied Kingdom",Air Union,?,Paris - London,Bleriot 155,F- AICQ,1,7 (passengers:5 crew:2),7 (passengers:5 crew:2),0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed.."
ACCIDENT DETAILS,"October 08, 1926",?,"Bueren, Germany",Deutsche Lufthansa,?,?,Fokker FG III,D-468,1554,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Weather related.
ACCIDENT DETAILS,"October 21, 1926",c 13:15,English Channel,Imperial Airways,?,Croydon - Paris,Handley Page W-10,G-EBMS,W10/3,12 (passengers:10 crew:2),0 (passengers:0 crew:0),0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry."
ACCIDENT DETAILS,"November 11, 1926",0800,"Cape Bojador, Morocco",Grands Express Aeriens,?,Casablanca -Dakar,Breguet 14,F-AFAX,198,3 (passengers:3 crew:0),3 (passengers:3 crew:0),0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed."
ACCIDENT DETAILS,"December 16, 1926",?,"Medford, Oregon",Pacific Air Transport,?,?,Ryan M-1,2,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The postal plane crashed into a mountain slope in foggy conditions.
