,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 01, 1974",12:38,"Near Turin, Italy",Itavia,?,Bologna - Torino,Fokker F-28 Fellowship 1000,I-TIDE,11015,42 (passengers:38 crew:4),38 (passengers:35 crew:3),0,Crashed 2 miles short of the runway during an approach in fog and heavy rain.
ACCIDENT DETAILS,"January 06, 1974",?,"Unduavi, Bolivia",Servicios Aéreos Boliviano,?,San Borja - La Paz,Curtiss C-46F,CP-990,22490,4 (passengers:1 crew:3),4 (passengers:1 crew:3),0,The cargo plane hit a mountain en route.
ACCIDENT DETAILS,"January 06, 1974",18:05,"Johnstown, Pennsylvania",Air East,?,"Pittsburgh, PA - Johnstown, PA",Beechcraft 99A,N125AE,U-125,17 (passengers:15 crew:2),12 (passengers:11 crew:1),0,Crashed short of the runway. Failed to maintain flying speed. Improper IFR operation. Premature descent below safe approach slope for reasons undetermined.
ACCIDENT DETAILS,"January 06, 1974",15:25,"Mukachevo, Ukraine",Aeroflot,H-75,"Ivano-Frankovsk, Ukraine - Uzhgorod, Ukraine",Antonov AN-24V,CCCP-46357,77303405,24 (passengers:18 crew:6),24 (passengers:18 crew:6),0,The plane dove into the ground 100 meters behind the outer marker while on approach. Icing of the horizontal stabilizer.
ACCIDENT DETAILS,"January 09, 1974",16:36,"Near Nevia, Colombia",SATENA,?,Florencia - Bogota,Hawker Siddeley HS 748-260,FAC-1103,1704,31 (passengers:28 crew:3),31 (passengers:28 crew:3),0,The domestic flight crashed into a mountain while en route to Bogota. A fire broke out in the cabin soon after taking off.
ACCIDENT DETAILS,"January 10, 1974",?,"La Paz, Bolivia",TAM (Bolivia),?,Santa Rose - La Paz,Douglas C-54,TAM-52,?,24 (passengers:21 crew:3),24 (passengers:21 crew:3),0,The non-scheduled passenger flight crashed while en route to La Paz.
ACCIDENT DETAILS,"January 17, 1974",18:15,"Cigorodo, Colombia",Cessnyca,?,?,Douglas DC-3A,HK-1216,1905,14 (passengers:11 crew:3),14 (passengers:11 crew:3),0,Crashed after climbing to cruising altitude.
ACCIDENT DETAILS,"January 25, 1974",06:58,"Goldendale, Washington",Inland Aviation - Air Taxi,?,"Ephrata, WA - Portland, OR",Cessna 172L,N7888G,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,"Collided with trees at 5,600 ft. in sleet and freezing rain while en route. Continued VFR flight into adverse weather."
ACCIDENT DETAILS,"January 25, 1974",?,"Rostov, USSR",Aeroflot,?,?,Antonov An-24B,CCCP-46277,77303610,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,On a positioning flight the aircraft crashed past the end of the runway. Failure of the artificial horizon.
ACCIDENT DETAILS,"January 26, 1974",07:30,"Izmir, Turkey",Turkish Airlines (THY),?,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAO,11057,73 (passengers:68 crew:5),66 (passengers:62 crew:4),0,"The plane yawed left, pitched nose down and crashed shortly after taking off. Icing. Frost on the wings along with over rotation resulted in a stall. Crew error."
