,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 1990",13:40,"Java Sea, Indonesia",Pelita Air Service,?,Palambang and Jakarta,CASA 212 Aviocar 200,PK-PCM,217/57N,16 (passengers:13 crew:3),9 (passengers:7 crew:2),0,Ditched into the Java Sea after experiencing mechanical problems with the right engine and being unable to maintain altitude. The crew shut down the engine and feathered the propeller but could not maintain altitude despite jettisoning luggage out of the aircraft.
ACCIDENT DETAILS,"January 13, 1990",12:56,"Near Pervouralsk, Russia",Aeroflot,?,Tyumen - Ufa,Tupolev TU-134A,CCCP-65951,2351703,71 (passengers:65 crew:6),27 (passengers:23 crew:4),0,A fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field. The plane broke up after striking irrigation equipment. Short circuit in the electrical wiring.
ACCIDENT DETAILS,"January 15, 1990",08:30,"Pico Blanco, Costa Rica",SANSA,032,San Jose - Palmar Sur,CASA 212 Aviocar 200,TI-SAB,163,23 (passengers:20 crew:3),23 (passengers:20 crew:3),0,"Crashed about 4,500 feet up on 7,250 ft. Pico Blanco Mountain, 10 miles southwest of San Jose, five minutes after taking off in a driving rainstorm. Continued VFR flight into IFR condtions. The aircraft was not equipped with a GWPS."
ACCIDENT DETAILS,"January 17, 1990",07:19,"Near Leadville, Colorado",Federal Express,824,Denver - Montrose,Cessna 208A Caravan I Cargomaster,N835FE,208-00091,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"The cargo plane crashed into a 14,200 ft. Mount Massive 50 feet below the summit while en route. Diversion of the pilot's attention, resulting in an in flight collision with terrain during normal cruise flight."
ACCIDENT DETAILS,"January 18, 1990",17:10,"Ansonia, Ohio",Aeroflite Services,?,"Detroit, MI - Louisville, KY",Learjet 23,N331DP,23-067,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Twenty minutes after taking off the crew began to display signs of incapacitation. Twenty minutes later the plane went into a steep dive and crashed to the ground. The flight crew became incapacitated for undetermined reasons and lost control of the airplane.
ACCIDENT DETAILS,"January 23, 1990",07:35,"Near Caracas, Venezuela",Military - Venezuelan Navy,-,Caracas - Puerto Ayancucho,CASA 212-200 Aviocar,ARV-0210,268,25 (passengers:22 crew:3),25 (passengers:22 crew:3),0,"Crashed into El Junquito Hill 5 minutes after taking off and burned. Most likely cause was reduced visibility, rain and low overcast."
ACCIDENT DETAILS,"January 25, 1990",21:34,"Cove Neck, New York",AVIANCA,052,Medellin - New York City,Boeing B-707-321B,HK 2016,19276/592,158 (passengers:149 crew:9),73 (passengers:65 crew:8),0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation. The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families."
ACCIDENT DETAILS,"January 25, 1990",?,"Mt Rijani, Lombok Island, Indonesia",Airfast Services,?,Ujung Pandang - Selaparang,Hawker Siddeley HS-748-2A,PK-OBW,1567,19 (passengers:16 crew:3),19 (passengers:16 crew:3),0,"Crashed into Mt. Ringani after being diverted en route to Denpasair, Bali, due to bad weather."
ACCIDENT DETAILS,"January 26, 1990",?,"Zavkhan, Mongolia",MIAT - Mongolian Airlines,?,?,Antonov AN-26V,BNMAU-10208,57310208,30 (passengers:? crew:?),30 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"January 27, 1990",17:35,"Near Kinkala, Congo",Military - Congolese Air Force,?,Pointe-Noire - Brazzaville,Nord 262C-66,TN-230,103,28 (passengers:23 crew:5),28 (passengers:23 crew:5),0,Rain and high winds caused the aircraft to crash 50 miles from it's destination of Brazzaville.
ACCIDENT DETAILS,"January 29, 1990",21:00,"Burlington, Vermont",Airborne Express,?,"Burlington, VT - Albany, NY",Cessna 208B Caravan I,N4688B,208B-0169,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,"In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall."
ACCIDENT DETAILS,"January 29, 1990",20:33,"Plattsburgh, New York",Wiggins Airways,?,Plattsburgh - Syracuse,Cessna 208B Caravan I Super Cargomaster,N854FE,208B-0172,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"The cargo plane took off at night in snow was unable to gain altitude, make a steep descent and crashed into trees. Loss of control in-flight after the airplane stalled during climbout. The stall resulted from a loss of lift due to a contaminated wing surface. Contributing to the accident was the failure of the pilot to de-ice the aircraft prior to departure."
ACCIDENT DETAILS,"February 05, 1990",08:37,"Near Ibague, Colombia",Helicopteros Nacionales de Colombia,?,Bogota via Neiva - Ibague,Grumman G-159 Gulfstream I,HK-3315X,024,15 (passengers:11 crew:4),15 (passengers:11 crew:4),0,"Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate."
ACCIDENT DETAILS,"February 12, 1990",09:29,"Bauru, Brazil",TAM (Brazil),?,San Palo - Bauru - Aracatuba,Fokker 27 Friendship 200,PT-LCG,10206,40 (passengers:36 crew:4),2 (passengers:1 crew:1),2,"Crashed after an aborted landing following landing too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people."
ACCIDENT DETAILS,"February 14, 1990",13:03,"Near Bangalore, India",Indian Airlines,605,Bombay - Bangalore,Airbus A320-231,VT-EPN,079,146 (passengers:139 crew:7),92 (passengers:87 crew:5),0,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs."
ACCIDENT DETAILS,"February 17, 1990",19:30,"Near Ngwerere, Zambia",Military - Zambian Air Force,?,M'bala - Likouala,DHC-5 Buffalo,AF316,66,29 (passengers:24 crew:5),29 (passengers:24 crew:5),0,Suddenly dove into a field as it prepared to land at Likouala.
ACCIDENT DETAILS,"February 27, 1990",19:47,"Denver, Colorado",Federal Express,?,Aspen - Denver,Cessna 208A Caravan I Cargomaster,N820FE,208-00043,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"While on an ILS approach, the cargo plane encountered icing conditions. Subsequently it entered a steep descent and crashed short of the runway. The accumulation of structural ice and subsequent stalling of the aircraft. The icing condition was a related factor."
ACCIDENT DETAILS,"March 01, 1990",?,"Near Meerut, India",Military - Indian Air Force,?,?,MiG-23,?,?,1 (passengers:0 crew:1),0 (passengers:0 crew:0),50,"After the pilot ejected safely, the aircraft crashed into two trucks killing 50 people on the ground."
ACCIDENT DETAILS,"March 08, 1990",11:15,"Off Miami, Florida",Sinquanon Management - Air Taxi,?,?,Aerospatiale 350D,N5778W,1394,3 (passengers:2 crew:1),2 (passengers:2 crew:0),0,"The pilot of the helicopter heard a loud noise followed by loss of engine power. He entered an autorotation, deployed emergency floats and successfully landed on the water. However, a wave turned the helicopter over. All successfully got out of the aircraft but one passenger died from drowning 8 hours later and the other 15 hours later. Fatigue failure of an engine turbine blade, which resulted in a loss of power. Rough ocean water in the emergency landing area was a related factor."
