,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 09, 1998",17:04,"Maiden, North Carolina",Mountain Air Cargo,?,"Maiden, NC - Greensboro, NC",Cessna 208B Caravan I,N913FE,208B-0013,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"During takeoff, the cargo plane drifted off the runway to the left returned, drifted to the right, over ran the runway, became airborne and collided with trees. The pilot's failure to remove the control lock prior to takeoff and his failure to abort the takeoff when he was unable to initiate a climb, resulting in the aircraft over running the runway and colliding with trees on the departure end of the runway. Contributing to the accident was the pilot's self-induced pressure to arrive at his destination to attend a family affair."
ACCIDENT DETAILS,"January 13, 1998",22:30,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,?,Kandahar - Herart,Antonov AN-12BP,YA-DAB,5342801,51 (passengers:45 crew:6),51 (passengers:45 crew:6),0,"The aircraft was on a flight from Kandahar to Herat but was forced to return to Kandahar because of poor weather when it crashed into a mountain 70 miles north of Quetta in Khojak Pass. The last message from the pilot was ""we are running low on fuel."" Crashed due to fuel starvation."
ACCIDENT DETAILS,"January 13, 1998",18:30,"Brno, Czech Republic",Aeroservice International,?,Gomel - Kunovice,Let 410UVP,YV-928CP,871919,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Fog and low visibility forced the plane to divert to divert to Brno. After a missed approach the aircraft crashed 3.5 km short of the runway threshold and was destroyed.
ACCIDENT DETAILS,"January 27, 1998",11:45,"Yangon (Rangoon), Myanmar",Myanmar Airways,403,Thandwe - Sittwe,Fokker F-27 Friendship 600,XY-AES,10576,45 (passengers:41 crew:4),16 (passengers:15 crew:1),0,The aircraft crashed on takeoff after the No. 2 engine failed and caused the aircraft to swerve off the runway and crash into an embankment and burst into flames.
ACCIDENT DETAILS,"February 02, 1998",c 11:00,"Cagyan de Oro, Philippines",Cebu Pacific Air,387,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,RP-C1507,47069/175,104 (passengers:99 crew:5),104 (passengers:99 crew:5),0,"Flight 387 originated in Manila on a flight to Tacloban and Cagayan de Oro. The aircraft crashed while on approach to Cagay de Oro into a remote mountainous area. Wreckage was found near the town of Pagalungan, NE of Cagay de Oro. The last radio message from the pilot was ""leveling off at 5,000 feet sir."" The cockpit voice recorder revealed that the GPWS warned of terrain a dozen times just before impact. The crew apparently got lost in a cloud, never realizing they were headed into a mountain. Pilot error, inadequate training standards and deficient equipment."
ACCIDENT DETAILS,"February 03, 1998",15:15,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,-,?,Grummand EA-6B,163045/CY-02,P-130,2 (passengers:0 crew:2),0 (passengers:0 crew:0),20,The aircraft struck and severed the cable to a gondola causing it to fall 300 ft. to the ground and killing 20 on board. The plane landed safely. Negligence by the crew in flying above the speed limit and well below the prescribed minimum altitude in the area.
ACCIDENT DETAILS,"February 04, 1998",22:17,"Terceira, Portugal",Air Luxor,?,Terceira - Lisbon,Antonov 12BP,LZ-SFG,3341605,7 (passengers:0 crew:7),7 (passengers:0 crew:7),0,"Shortly after taking off the plane lost power in the No. 3 engine followed by the No. 4 engine. The plane rolled to the right, stalled, entered an spin and crashed."
ACCIDENT DETAILS,"February 05, 1998",12:10,"Near Navafria, Spain",Military - Spanish Air Force,?,?,CASA 212-S1 Aviocar 100,D-3B-9,297,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,Crashed in the Los Hoyos mountains while on a military training flight.
ACCIDENT DETAILS,"February 12, 1998",08:30,"Near Nasir, Sudan",Military - Sudan Air Force,?,?,Antonov AN-32,?,AN32052,57 (passengers:50 crew:7),27 (passengers:24 crew:3),0,Overshot the runway in heavy fog and crashed into the Sobat River.
ACCIDENT DETAILS,"February 16, 1998",20:09,"Taipei, Taiwan",China Airlines (Taiwan),676,Denpasar - Taipei,Airbus A300-622R,B-1814,578,196 (passengers:182 crew:14),196 (passengers:182 crew:14),7,"The aircraft was attempting to land at Taipei's international airport in rain and fog when the crew requested a go-around. The plane crashed into a residential neighborhood, ripping the roofs off several structures, skidding into a rice paddy and bursting in flames. DFDR data showed complete autopilot disengagement just after landing clearance. This was followed by an attempted manually flown go-around with falling airspeed and a pitch-up of 40 degrees followed by a gain of 1,000 feet in altitude, total stall and a dive resulting in impact with the ground. Pilot error."
