,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 1961",?,"Ruzyne, Czechoslovakia",Ceskoslovenske Aerolinie,?,?,Avia 14,OK-MCZ,105807110,10 (passengers:5 crew:5),10 (passengers:5 crew:5),0,"Unable to gain altitude, the aircraft crashed into power cables during takeoff."
ACCIDENT DETAILS,"January 03, 1961",07:40,"Koivulahti, Finland",Finnair,311,Kokkola - Vaasa,Douglas DC-3,OH-LCC,14066/25511,25 (passengers:22 crew:3),25 (passengers:22 crew:3),0,"Crashed into woods while attempting to land. Both pilots tested positive for alcohol. In addition, the pilot did not have enough sleep the night before and was not considered to be in satisfactory mental and physical condition to undertake the flight."
ACCIDENT DETAILS,"January 19, 1961",20:25,"New York, New York (Idlewild)",Aeronaves de Mexico,401,New York - Mexico City,McDonnell Douglas DC-8-21,XA-XAX,45432/105,106 (passengers:97 crew:9),4 (passengers:0 crew:4),0,"An aborted takeoff caused the aircraft to crash through the airport barrier fence and burst into flames. The unnecessary discontinuance of the takeoff as a result of actions by the check-pilot who was either not in the pilot's seat or reached forward without warning and pulling the throttles back. This action caused power to be decreased on all four engines. Contributing factors were the marginally poor weather, snow on the runway and the possibility of the pitot head heat not being on."
ACCIDENT DETAILS,"January 22, 1961",01:40,Midway Island Naval Air Station,Military - U.S. Navy,?,?,Lockheed WV-2 Super Constellation,BU143193,4467,22 (passengers:0 crew:22),6 (passengers:0 crew:6),3,"While returning from an aborted barrier mission, the aircraft hit a seawall at end of short runway. The main landing geart was sheared off and the aircraft cartwheeled, slid into a vehicle, exploded and burned."
ACCIDENT DETAILS,"January 24, 1961",02:48Z,"Mt. Burangrang, Indonesia",Garuda Indonesia Airlines,424,Jakarta - Bandung,Douglas DC-3,PK-GDI,19672,21 (passengers:16 crew:5),21 (passengers:16 crew:5),0,The aircraft struck Mt. Burangrang . Attempt by the pilot to fly over mountainous terrain when unsure of his position and in weather conditions which severely restricted visibility.
ACCIDENT DETAILS,"January 26, 1961",?,"Off Argentia, Azores",Military - U.S. Air Force,?,"Azores - Argentia,Newfoundland",Douglas C-118A,51-17626,43670,23 (passengers:13 crew:10),23 (passengers:13 crew:10),0,Exploded and cashed crashed into the Atlantic Ocean approximately 25 miles northeast of the Azores.
ACCIDENT DETAILS,"January 28, 1961","12""20","Off Montauk Point, New York",American Airlines,?,Training,Boeing 707-123,N7502A,17629/8,6 (passengers:0 crew:6),6 (passengers:0 crew:6),0,Crashed into the Atlantic Ocean and exploded.
ACCIDENT DETAILS,"February 03, 1961",c 23:55,"Off Surabaya, Indonesia",Garuda Indonesia Airlines,542,Surabaya - Balikpapan,Douglas DC-3,PK-GDY,13052,26 (passengers:21 crew:5),26 (passengers:21 crew:5),0,Disappeared while en route. The wreckage was never found. It is believed the aircraft crashed into the sea off the island of Madura.
ACCIDENT DETAILS,"February 15, 1961",10:05,"Near Brussels, Belgium",Sabena,548,New York City - Brussels,Boeing B-707-320,OO-SJB,17624/92,72 (passengers:61 crew:11),72 (passengers:61 crew:11),1,"The aircraft was about to touchdown on the runway when engine power was increased and the aircraft climbed to 1,500 ft. The aircraft completed 3 left-hand circles. Its attitude increased until it nosed down and crashed. The entire eighteen member U.S. Figure Skating team killed. Failure of the aircraft's flying controls, possibly jamming of the outboard ailerons or unwanted extension of the spoilers."
ACCIDENT DETAILS,"March 09, 1961",c 15:00,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,?,San Antonio-Maiquetia,Douglas DC-3,YV-C-AZQ,19986,12 (passengers:8 crew:4),12 (passengers:8 crew:4),0,Crashed while en route. Navigation error. Failure of the crew to follow the prescribed route. Flying VFR in IFR conditions.
ACCIDENT DETAILS,"March 25, 1961",?,"Near Natal, Brazil",Military - Brazilian Air Force,?,Rio de Janerio - Belem,Douglas C-47DL,C-47-2055,4473,28 (passengers:? crew:?),23 (passengers:? crew:?),0,Crashed while attempting to land.
