,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 14, 1963",23:28,"Barter Island, Alaska",Wien Alaska Airlines,?,?,Beech AT-11,N65458,?,6 (passengers:5 crew:1),5 (passengers:4 crew:1),0,Crashed in poor weather conditions while on final approach. Continued VFR flight into adverse weather conditions. Descended below obstructing terrain during night VFR approach.
ACCIDENT DETAILS,"January 15, 1963",?,"Sao Paulo, Brazil",Cruzeiro,?,?,Convair CV-240-0,PP-CEV,006,45 (passengers:40 crew:5),6 (passengers:5 crew:1),7,The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain.
ACCIDENT DETAILS,"January 17, 1963",15:53,"Great Salt Lake, Utah",West Coast Airlines,703,Training,Fairchild F-27,N2703,6,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,Crashed into the Great Salt Lake while practicing an emergency decent during training. Crews lack of vigilance for undetermined reason.
ACCIDENT DETAILS,"January 26, 1963",?,"Kotzebue, Alaska",Skyvan Airways,?,?,Curtiss C-46F,N67933,22380,2 (passengers:0 crew:2),1 (passengers:0 crew:1),0,The cargo plane crashed after a go-around was attempted. An uncontrollable loss of altitude caused by adverse wind conditions during an attempted go-around.
ACCIDENT DETAILS,"January 29, 1963",22:44,"Kansas City, Missouri",Continental Airlines,290,"Midland, TX - Kansas City, MO",Vickers Viscount 812,N242V,356,8 (passengers:5 crew:3),8 (passengers:5 crew:3),0,"While making a straight in approach, the aircraft continued flying over the runway to the south end and while at a height of 90 feet, suddenly pitched down and struck the ground. Icing of the horizontal stabilizer which led to loss of pitch control."
ACCIDENT DETAILS,"January 30, 1963",?,"Off Patuxent River, Maryland",Military - U.S. Navy,?,?,Lockheed P-3A Orion,?,?,14 (passengers:0 crew:14),14 (passengers:0 crew:14),0,Crashed en route into the ocean.
ACCIDENT DETAILS,"February 01, 1963",c 17:15,"Ankara, Turkey",Middle East Airlines / Military - Turkish Air ForceC-47,265,Nicosia - Ankara,Vickers Viscount 754D / Douglas C-47,OD-ADE/ CBK-28,244/?,17 (passengers:11 crew:6),17 (passengers:11 crew:6),87,"Midair collision between a civilian and military aircraft. Both planes crashed into a heavily populated area destroying buildings, houses and vehicles. Fourteen killed on the Viscount, three on the C-47 and 87 on the ground. Cause attributed to a military flight training zone extending into the approach pattern associated with civilian aircraft. The Viscount aircraft had an IFR flight plan but was cruising under VFR conditions and did not see the C-47 until it was too late."
ACCIDENT DETAILS,"February 03, 1963",12:07,"San Francisco, California",Slick Airways,40,?,Lockheed 1049H Super Constellation,N9740Z,4851,8 (passengers:5 crew:3),4 (passengers:2 crew:2),0,"The aircraft struck approach lights 1,170 feet from the runway threshold, climbed to about 200 feet and then crashed approximately 1,900 feet beyond the threshold and on the left edge of Runway 28L. Continuation of an instrument approach after adequate visual reference was lost below authorized minimums. Inadequate monitoring of the instrument approach by the PAR controller was a contributing factor."
ACCIDENT DETAILS,"February 08, 1963",?,"Syktyvkar ,Russia",Aeroflot,?,Training,Antonov An-10A,CCCP-11193,0402104,7 (passengers:0 crew:7),7 (passengers:0 crew:7),0,The plane stalled and crashed.
ACCIDENT DETAILS,"February 12, 1963",13:48,"Near Miami, Florida",Northwest Orient Airlines,705,Miami - Chicago,Boeing B-720-051B,N724US,18354/224,43 (passengers:35 crew:8),43 (passengers:35 crew:8),0,"The aircraft crashed 37 miles west-southwest of Miami after penetrating a thunderstorm and encountering severe turbulence. The aircraft initially entered an area of updrafts followed by downdrafts which put the aircraft into a high speed dive. While trying to pull out of the dive, the aircraft broke apart from excessive g forces. The crew is believed to have concentrated on maintaining a given airspeed in an extreme turbulence condition instead of flying attitude. In doing so, excessive stress was applied to the wings which separated from the fuselage. The weather was considerably worse than forecast."
ACCIDENT DETAILS,"February 28, 1963",21:29,"Boston, Massachusetts",Eastern Air Lines,?,?,Douglas DC-7,N842D,454448/944,26 (passengers:21 crew:5),0 (passengers:0 crew:0),1,"With engines idling, a girl ran into the No. 2 propeller despite warnings of ramp personnel. Suicide."
ACCIDENT DETAILS,"March 02, 1963",10:02,"Near Davao City, Philippines",Philippine Air Lines,984,Cotabato - Davao,Douglas DC-3,PI-C489,16115/32863,27 (passengers:24 crew:3),27 (passengers:24 crew:3),0,"Crashed into Mt. Boca during descent for landing. Limited visibility, crosswinds contributing to navigational error."
ACCIDENT DETAILS,"March 05, 1963",19:35,"Ashgabat, Turkmenistan",Aeroflot,191,Krasnovodsk - Ashgabat,Ilyushin IL-18V,CCCP-75765,181003404,54 (passengers:43 crew:11),12 (passengers:4 crew:8),0,Crashed 200 m short of the runway threshold in a dust storm. The plane broke apart and caught fire. Crew error. Attempted to land below weather minimums.
ACCIDENT DETAILS,"March 05, 1963",18:20,"Camden, Tennesee",Private,-,Kansas City - Dyersburg - Nashville,Piper PA-24-250 Comanche,N7000P,24-2144,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,"The plane took off from Dyersburg and flew into a storm. The pilot, Randy Hughes, was not instrument rated, lost control and crashed. The plane was at full throttle in a 45 degree downward attitude when it struck the ground. Singer, Patsy Cline, 30, killed. Also killed were Hawkshaw Hawkins, 39,, Cowboy Copas, 49, and Cline's manager, Randy Hughes, 35. Cline’s friend, Dottie West, offered a ride to Cline. They were to travel from Kansas City, Kansas, to Nashville. West tried to persuade Cline to ride in the car, believing it was safer. Cline was eager to return home to her children and wanted to take her flight. She refused to ride with West. Cline allegedly told West she was ready if it was her time to leave. Noninstrument pilot attempted visual flight in adverse weather conditions, resulting in a loss of control. Judgment of the pilot in initiating flight in the existing weather conditions."
ACCIDENT DETAILS,"March 15, 1963",13:55,"Near Tacora, Volcano, Peru",Lloyd Aereo Boliviano,915,Arica - La Paz,Douglas DC-6B,CP-707,43547/204,39 (passengers:36 crew:3),39 (passengers:36 crew:3),0,"Struck 14,250 ft. Chachacomani Peak. Flight under VFR in IFR conditions in marginal weather conditions with severe turbulence."
ACCIDENT DETAILS,"March 15, 1963",05:40,"Near Karai, Iran",Middle East Airlines,?,Tehran - Beirut,Avro 685 York C1,OD-ACZ,1218,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,The cargo plane crashed after experiencing engine trouble.
ACCIDENT DETAILS,"March 20, 1963",02:23,"Monte Matto, Italy",Saudi Arabian Royal Flight,?,Geneva - Nice,de Havilland Comet 4C,SA-R-7,06461,18 (passengers:9 crew:9),18 (passengers:9 crew:9),0,Crashed into a mountain during approach. Cause unknown.
ACCIDENT DETAILS,"March 23, 1963",c 11:00,"Misaki Mountain, Japan",Military - Japan Air Self Defense Force,?,?,H-21B,?,?,10 (passengers:0 crew:10),10 (passengers:0 crew:10),0,?
ACCIDENT DETAILS,"March 30, 1963",?,"Near Sora, Italy",Itavia,703,Pescara - Rome,Douglas DC-3,I-TAVI,16477/33225,11 (passengers:8 crew:3),11 (passengers:8 crew:3),0,"Crashed into Monte Vale Rotonote, 53 miles southeast of Rome, where the plane was scheduled to land. Navigation error. Descending too low in order to maintain visual contact with the ground. Poor weather conditions. Failure to notify ATC of the changes made during the flight."
