,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 14, 1936",19:32,"Goodwin, Arkansas",American Airlines,1,"Newark, NJ - Fort Worth, TX",Douglas DC-2-120,NC14274,1307,17 (passengers:14 crew:3),17 (passengers:14 crew:3),0,"Flew into trees and disintegrated. The cause of the crash could not be determined. Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls."
ACCIDENT DETAILS,"January 17, 1936",?,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,?,Cochabamba - La Paz,Junkers JU-52,?,4018,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,"Crashed in the Tapacari swamps, 23 miles from Chochabanba."
ACCIDENT DETAILS,"January 21, 1936",c 10;00,"Off Ajaccio, Corsica, France",Air France,?,Marseille - Tunis,CAMS 53,F-AJIR,19,6 (passengers:3 crew:3),6 (passengers:3 crew:3),0,Vanished off the coast of Corsica after sending a distress call that the engine had failed.
ACCIDENT DETAILS,"January 29, 1936",?,"Denton, Texas",American Airlines,?,"Chicago, IL - Oklahoma City, OK",Vultee V-1,NC13767,05,6 (passengers:5 crew:1),1 (passengers:0 crew:1),0,Crashed into a clump of trees while attempting a landing in a snowstorm.
ACCIDENT DETAILS,"February 10, 1936",?,Atlantic Ocean,Air France,?,"Natal, Brazil - Dakar, Senegal",Latecoere 301 (flying boat),F-ANLE,?,6 (passengers:1 crew:5),6 (passengers:1 crew:5),0,Crashed in the sea during a storm.
ACCIDENT DETAILS,"February 15, 1936",?,South Atlantic Ocean,Deutsche Lufthansa,?,"Natal, Brazil - Bathhurst, Gambia",Dormier Do-J-Iif Bos Wal,D-ADYS,229,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,The mail plane disappeared while en route.
ACCIDENT DETAILS,"March 05, 1936",?,"Near Tengya, China",China National Aviation Corporation,?,?,Ford 5-AT-D Tri-Motor,?,?,6 (passengers:3 crew:3),0 (passengers:0 crew:0),0,Crash landed in mountains during a snowstorm.
ACCIDENT DETAILS,"March 26, 1936",c 11:00,"Amemeca, Mexico",Compania de Mexico,?,Mexico - Guatemala,Ford 5-AT-B Tri Motor,X-ABCO,5-AT-115,14 (passengers:12 crew:2),14 (passengers:12 crew:2),0,Crashed into mountains and caught fire. The plane was carrying mainly German tourists. Possibly caught in a down draft when flying too low to the ground.
ACCIDENT DETAILS,"April 01, 1936",19:10,"Pavillon, New York",American Airlines,?,"Newwark, N.J. - Buffalo, NY",Stinson Model A,NC15152,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The mail plane explosion in mid-air before crashing to the ground in a snowstorm.
ACCIDENT DETAILS,"April 07, 1936",10:20,"Uniontown, Pennsylvania",Trans Continental and Western Air,1,Newark - Los Angeles,Douglas DC-2-112,NC13721,1247,15 (passengers:14 crew:1),13 (passengers:12 crew:1),0,"Crashed into Chestnut Ridge in fog. The poor judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio."
ACCIDENT DETAILS,"April 11, 1936",05:20,"Port of Spain, Trinidad",Pan American Airways,?,Miami - Rio de Janeiro,Sikorsky S-42A,NC1537,?,25 (passengers:18 crew:7),3 (passengers:3 crew:0),0,"Crashed while taking off after the plane hit a boat . The aircraft was shipped to Miami and repaired. One of the injured passengers was Jose Iturbi, well known conductor and pianist."
ACCIDENT DETAILS,"April 15, 1936",?,"Near Turin, Italy",Avio Linee Italiane,?,Turin - Milan,OFM F-VIIb/3m,I-AAXZ,359,7 (passengers:4 crew:3),7 (passengers:4 crew:3),0,"Crashed on the slopes of Mount Basso, 20 miles from Turin."
ACCIDENT DETAILS,"April 17, 1936",?,Switzerland,Deutsche Lufthansa,?,?,Junkers JU-52,D-ASOR,?,5 (passengers:? crew:?),3 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"April 21, 1936",?,"Senlis, France",Sabena,?,?,Fokker F-VII,OO-AIF,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"April 30, 1936",?,"Basel, Switzerland",Swissair,?,?,General Aviation GA-43,HB-ITU,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"May 16, 1936",?,"Mount Waverley, Australia",Holyman Airways,?,?,De Havilland DH-60,VH-UII,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"June 09, 1936",?,"Malmo, Sweden",A B Aerotransport,?,Malmo - Amsterdam,Fokker F-XXII,SE-ABA,?,15 (passengers:11 crew:4),1 (passengers:1 crew:0),0,All four motors of the aircraft quit while taking off. The pilot attempted to land but crashed into a house. First fatal aviation accident in Sweden.
ACCIDENT DETAILS,"June 13, 1936",?,"Hannover, Germany",Deutsche Lufthansa,?,?,Junkers JU-160,D-UPYM,4211,6 (passengers:4 crew:2),1 (passengers:1 crew:0),0,Engine failure.
ACCIDENT DETAILS,"June 16, 1936",c 07:00,"Mt. Lihesten, Norway",Den Norske Luftfartskole,?,Bergen - Trondheim,Junkers JU-52/3m,LN-DAE,4077,7 (passengers:3 crew:4),7 (passengers:3 crew:4),0,Crashed into the side of a mountain in fog.
ACCIDENT DETAILS,"July 31, 1936",c 19:30,"Off Channel Islands, Jersey",Guernsey Airways,?,Guernsey - Jersey,Saro Cloud,G-ABXW,A-19/4,7 (passengers:6 crew:1),7 (passengers:6 crew:1),0,Crashed into the sea. Possible loss of all engines necessitating a ditching at sea.
ACCIDENT DETAILS,"August 02, 1936",06:00,"Mazamet, France",Air France,?,?,Wibault 280,F-ANBL,?,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The mail plane crashed into mountains 50 miles from Toulouse in fog.
ACCIDENT DETAILS,"August 03, 1936",?,Mexico,Mexicana,?,?,Lockheed Orion,XA-BAY,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"August 05, 1936",22:00,"St. Louis, Missouri",Chicago Southern Airlines,4,New Orleans - Chicago,Lockheed 10B Electra,NC16022,1057,8 (passengers:6 crew:2),8 (passengers:6 crew:2),0,"Crashed while attempting to take off from Lambert Field. The making of a turn at an extremely low altitude, for reasons unknown, in which the wing of the airplane unintentionally contacted the ground."
ACCIDENT DETAILS,"August 06, 1936",?,"Choco, Colombia",SCADTA,?,?,Junkers F-13,C-40,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"August 12, 1936",?,"Altenkirchen, Germany",British Airways,?,?,De Havilland DH-86,G-ADEB,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"August 22, 1936",?,"Mirabella, Greece",Imperial Airways,?,?,Short Kent,G-ABFA,?,11 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"September 05, 1936",c 22:00,"Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,?,Sightseeing,Stinson SM 6000B,NC117S,?,11 (passengers:10 crew:1),10 (passengers:9 crew:1),0,Lost all three engines after the fuel supply was cut off. Possibly a passenger shut off the fuel supply by accident with the heel of her shoe.
ACCIDENT DETAILS,"September 25, 1936",?,English Channel,Imperial Airways,?,?,Boulton and Paul P-71,G-ACOX,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"September 28, 1936",?,"Benghazi, Libya",Ala Littoria SA,?,"Addis Ababa, Ethiopia - Rome, Italy",Cant Z-506 (float plane),I-RODI,?,10 (passengers:? crew:?),9 (passengers:? crew:?),0,Suffered engine failue on the approach and struck the mast of a ship.
ACCIDENT DETAILS,"September 28, 1936",?,"Walsenberg, Colorado",Varney Air Lines,?,"El Paso, TX - Pueblo, CO",Lockheed Vega,NC176W,?,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.
ACCIDENT DETAILS,"September 29, 1936",?,"Napierville, Illinois",Blue Bird Air Service,?,?,Lockheed Vega 5C,NC959Y,170,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,"A half-hour after taking off, the engine failed and the plane crashed into a fence and burst into flames while making a forced landing."
ACCIDENT DETAILS,"October 06, 1936",?,Mexico,Mexicana,?,?,Lockheed Orion,XA-BDH,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"October 09, 1936",?,?,North Sea Aerial and General Transport,?,?,Blackburn B-2,G-ABWI,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"November 01, 1936",c 15:00,"Near Tabarz, Germany",Deutsche Lufthansa,?,Frankfurt - Erfurt,Junkers JU-52,D-APOO,5506,15 (passengers:11 crew:4),11 (passengers:7 crew:4),0,Caught fire as the airliner struck the side of a hill. The pilot may have lost his way in heavy fog.
ACCIDENT DETAILS,"November 17, 1936",?,"Nurnberg, Germany",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-ASUI,5498,16 (passengers:13 crew:3),4 (passengers:3 crew:1),0,Pilot error.
ACCIDENT DETAILS,"November 19, 1936",?,"London, England",British Airways,?,?,Fokker F-XII,G-AEOT,?,4 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"December 04, 1936",?,"Near Grenoble, France",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-ASIH,5078,6 (passengers:3 crew:3),6 (passengers:3 crew:3),0,Crashed into the French Alps in high winds.
ACCIDENT DETAILS,"December 06, 1936",?,Near Moscow,Deruluft,?,?,Antonov AN-9,CCCP-D311,?,14 (passengers:12 crew:2),9 (passengers:7 crew:2),0,Pilot error.
ACCIDENT DETAILS,"December 07, 1936",10:47,"Off Dakar, French West Africa",Air France,?,?,Latécoère 300,F-AKGF,1,5 (passengers:1 crew:4),5 (passengers:1 crew:4),0,"Aviator Jean Mermoz killed. The last message from the aviator was ""we have switched off the rear engine."" The plane and crew of four were never found."
