,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 06, 1945",?,"Near Dinjan, India",China National Aviation Corporation,?,Kunming - Tengchung,Douglas C-47,77,?,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,The cargo plane crashed in strong winds
ACCIDENT DETAILS,"January 08, 1945",21:16,"Port of Spain, Trinidad",Pan American World Airways,161,Miami - Leopoldville,Martin M-130 (flying boat),NC14716,558,30 (passengers:? crew:?),23 (passengers:? crew:?),0,"The aircraft crashed 1.25 miles short of the intended landing area in a nose-down attitude at too great a speed and broke up in the water. The first officer's failure to realize his proximity to the water and to correct his attitude for a normal landing and the lack of adequate supervision by the captain during the landing, resulting in the inadvertent flight into the water in excess of normal landing speed and in a nose-down attitude. The aircraft was named China Clipper."
ACCIDENT DETAILS,"January 10, 1945",c 04:10,"Burbank, California",American Airlines,6001,"New York City - Juarez, Mexico - Burbank",Douglas DC-3,NC25684,2215,24 (passengers:21 crew:3),24 (passengers:21 crew:3),0,"The aircraft, lost in fog, crashed into the Verdugo Mountains, while attempting to reach Palmdale Airport, its alternate landing site, after being unable to land at Burbank Airport. The company ground personnel failed to obtain and transmit important weather to the pilot. Improperly executed missed approach by the pilot. Actress Donna Reed was returning from Juarez where she obtained a divorce from her husband but was bumped from the flight just prior to takeoff to make room for a military officer holding a wartime-travel priority pass."
ACCIDENT DETAILS,"January 14, 1945",?,China,China National Aviation Corporation,?,?,Douglas C-47,70,?,6 (passengers:0 crew:6),4 (passengers:0 crew:4),0,The cargo plane struck a mountain.
ACCIDENT DETAILS,"January 16, 1945",?,"Near Kunming, China",China National Aviation Corporation,?,Chongqing - Kunming,Douglas C-47,?,?,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,?
ACCIDENT DETAILS,"January 23, 1945",?,"Timor, Indonesia",Military - Royal Australian Air Force,?,?,Consolidated Liberator,A72-70,?,11 (passengers:? crew:?),11 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"January 31, 1945",08:25,"Redesdale, Australia",Australian National Airways,?,Melbourne - Broken Hill,Stinson Model A,VH-UYY,?,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,Crashed while en route from Melbourne to Broken Hill. Believed caused by metal fatigue in the outer port wing which broke off during severe turbulence.
ACCIDENT DETAILS,"February 02, 1945",10:15,"Near Montieri, Italy",Military - U.S. Army Air Forces,?,?,Douglas C-47-DL,41-18603,4728,26 (passengers:22 crew:4),23 (passengers:21 crew:2),0,Crashed into a hill after encountering a fog bank and not climbing in sufficient time to avoid the terrain.
ACCIDENT DETAILS,"February 06, 1945",10:05,"Nunters Burgh, England",Military -Royal Air Force,?,?,Douglas C-47 Dakota,KG630,13390,23 (passengers:19 crew:4),23 (passengers:19 crew:4),0,Struck a mountain while flying in low clouds and poor visibility.
ACCIDENT DETAILS,"February 13, 1945",06:30,"Off Oakland, California",Military - U.S. Navy,?,?,Douglas R4D-6,50765,?,24 (passengers:21 crew:3),24 (passengers:21 crew:3),0,Crashed into San Francisco bay shortly after taking off. The right wing struck to water as the plane made a wide turn.
ACCIDENT DETAILS,"February 15, 1945",?,"Lagoa Santa, Brazil",Navegacao Aerea Brasileira,?,?,Lockheed 18 Loadstar,PP-NAE,2149,11 (passengers:7 crew:4),11 (passengers:7 crew:4),0,Crashed while en route.
ACCIDENT DETAILS,"February 23, 1945",?,"Casablanca, Morocco",Military - United States Army Air Force,?,?,Curtiss C-46A,42-107377,27064,30 (passengers:? crew:?),13 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"February 23, 1945",?,"Snezka mountains, Poland",Military - German Army,?,?,Junkers 52/3m,?,?,28 (passengers:? crew:?),24 (passengers:? crew:?),?,Crashed in the Snezka mountains during an ice storm.
ACCIDENT DETAILS,"February 23, 1945",02:25,"Marion, Virginia",American Airlines,9,New York City - Los Angeles,Douglas DC-3,NC18142,2138,22 (passengers:19 crew:3),17 (passengers:15 crew:2),0,"The aircraft flew into the summit of Glade mountain at 3,900 ft., in heavy rain and turbulence while en route. The pilot's failure to properly plan the flight and remain at a safe instrument altitude under existing conditions. A contributing cause of the accident was the company's laxity in dispatching and supervising the flight."
ACCIDENT DETAILS,"March 27, 1945",?,"Coral Sea, off Australia",Military - U.S. Air Force,?,?,Douglas C-47A-90-DL,43-16011,20477,24 (passengers:20 crew:4),24 (passengers:20 crew:4),0,Disappeared en route.
ACCIDENT DETAILS,"April 09, 1945",?,"Kunming, China",China National Aviation Corporation,?,Kunming - Sichang,Douglas C-47,88,?,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane struck a mountain in the Himalayas under poor weather conditions.
