,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 2006",11:11,Near Karkov,Evolga,?,Moscow - Karkov,British Aerospace BAe-125-700A,P4-AOD,257153,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,"On a positionning flight from Sheremetyevo to Kharkov to pick up passengers, while on final approach, the aircraft crashed in a frozen lake 3 km from runway threshold."
ACCIDENT DETAILS,"January 07, 2006",?,"Near Tal Afar, Iraq",Military - US Army,?,?,UH-60L Black Hawk,91-26346,?,12 (passengers:? crew:?),12 (passengers:? crew:?),0,Crashed in bad weather.
ACCIDENT DETAILS,"January 08, 2006",13:00,"Bukalaza, Uganda",Service Air,?,Entebbe - Kinshasa,Antonov 12,9Q-CIH,4341803,6 (passengers:0 crew:6),6 (passengers:0 crew:6),0,The cargo plane carrying humanitarian relief items crashed shortly after takeoff. The cause was determined to be engine failure and an overweight and improperly balanced plane.
ACCIDENT DETAILS,"January 09, 2006",09:30,"Near Orumiyeh, Iran",Military - Iranian Revolutionary Guard Corps Air Force,?,Tehran - Orumiyeh,Dassault Falcon 20,15-2233,318,11 (passengers:? crew:?),11 (passengers:? crew:?),0,"After a flyby to check on a stuck landing gear, the plane suffered a double engine flame-out and crashed into a field in poor weather conditions."
ACCIDENT DETAILS,"January 19, 2006",19:30,"Near Telkibanya, Hungary",Military - Slovak Air Force,?,Pristina - Kosice,Antonov AN-24V,5605,97305605,43 (passengers:35 crew:8),42 (passengers:34 crew:8),0,"A plane carrying peacekeeping soldiers crashed in a snowy forest at an altitude of 2,300 feet after taking the wrong flight path. The plane crashed about 18 miles from its destination of Kosice. Pilot error. The pilot chose to land without the help of the airport's radars, relying only on his own visual contact with the airport."
ACCIDENT DETAILS,"January 21, 2006",?,"Near Port Alberni, British Columbia, Canada",Sonic Blue Airways,604,Tofino - Vancouver,Cessna 208B Grand Caravan,C-GRXZ,208B0469,8 (passengers:7 crew:1),3 (passengers:2 crew:1),0,"The pilot issued a mayday after experiencing engine trouble while en route and asked to divert to Port Alberni Airport on Vancouver Island but crashed into mountainous wooded area, 6 miles from the airport runway."
ACCIDENT DETAILS,"February 05, 2006",16:53,"Near Watertown, Wisconson",Air Cargo Carriers,?,?,Shorts 360-100 /Shorts 360-300,N3735W/N372AC,SH-3735/SH-3720,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,"The cargo plane was on a test flight. While flying in formation with another plane taking pictures the left wing impacted the left wing and engine of the other plane. The plane lost contorl, crashed and burned. The flight crew failed to maintain clearance from another aircraft as they turned to break formation flight while maneuvering. Contributing to the accident was the decision of both flight crews to fly in formation."
ACCIDENT DETAILS,"February 08, 2006",12:12,"Near Paris, Tennessee",TriCoastal Air,?,"Dayton, Ohio -",Swearingen SA.226TC Metro II,N629EK,TC-396,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"The pilot of the cargo flight reported he had an asymmetric fuel condition. The pilot asked for a lower altitude and controllers cleared the flight to 4,000 feet. About a minute later the pilot transmitted six ""Maydays."" The airplane then descended in a near vertical dive until it crashed into a pasture. The pilot's inflight loss of control following a reported fuel asymmetry condition for undetermined reasons."
ACCIDENT DETAILS,"March 07, 2006",16:20,"Labiano, Spain",Aerovalles,?,Madrid - Pamplona,Cessna 421C Golden Eagle III,EC-JAX,421C0337,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,"While approaching Noain airport in bad weather conditions, the twin engine aircraft crashed in the Sierra de Tajonar mountain range. The copilot and a passenger were killed."
ACCIDENT DETAILS,"March 09, 2006",16:30,"Near La Paz, Bolivia",Military - Fuerza Aérea Argentina,?,La Paz - Sana Cruz,Learjet 35A,T-21,35-115,6 (passengers:? crew:?),6 (passengers:? crew:?),0,"While en route, the plane, delivering humanitarian aid, flew into terrain and broke up."
