,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 1973",08:34,"Edmonton, Alberta, Canada",Pacific Western Airlines,?,Toronto - Edmonton,Boeing 707-321C,CF-PWZ,18826/389,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,"Landing in poor visibility, turbulence and snow, the cargo plane came in for a landing at a high sink rate. The captain took over the controls to try to arrest the sink rate but the plane crashed into trees, a powerline and finally into a ridge short of the runway. The plane broke in two and was destroyed by fire."
ACCIDENT DETAILS,"January 19, 1973",14:31,"Near Glasgow, Scotland",British European Airways,?,Test flight,Vickers 802 Viscount,G-AOHI,158,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,Crashed into Ben More mountain. The pilot did not maintain a safe altitude and gave insufficient attention to navigation when flying VFR into an area of snow covered high ground in marginal weather conditions.
ACCIDENT DETAILS,"January 21, 1973",23:56,"Perm, Russia",Aeroflot,?,Kazan - Perm,Antonov An-24B,CCCP-46276,77303609,39 (passengers:34 crew:5),39 (passengers:34 crew:5),0,"The plane went into a spiral dive. As the crew tried to pull the plane out, it broke up due to excesss g loads. Four survived the crash as the plane landed in a blanket of snow but succumbed to the cold before they could be rescued. Cause unknown."
ACCIDENT DETAILS,"January 22, 1973",c 09:30,"Kano, Nigeria",Alia Royal Jordanian Airlines,?,Jeddah - Lagos,Boeing B-707-3D3C,JY-ADO,20494/850,202 (passengers:193 crew:9),176 (passengers:170 crew:6),0,The landing gear collapsed after hitting a depression in the runway while landing. The aircraft ran off the side of the runway and caught fire.
ACCIDENT DETAILS,"January 27, 1973",?,"Near Tegucigalpa, Honduras",TAN,?,Miami - Tegucigalpa,Douglas DC-6A,HR-TNO,45476/977,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane crashed and burned ten miles from the airport.
ACCIDENT DETAILS,"January 27, 1973",13:00,"Townsend, Tennessee",Air Transit - Air Taxi,?,"Knoxville, TN - Andrews, NC",Cessna 182B,N7295E,?,4 (passengers:3 crew:1),3 (passengers:2 crew:1),0,Collided with trees in fog and low ceiling. Continued VFR flight into adverse weather conditions.
ACCIDENT DETAILS,"January 29, 1973",?,"Near Kyrenia, Cyprus",Egyptair,741,Cairo - Nicosia,Ilyushin IL-18D,SU-AOY,188011101,37 (passengers:30 crew:7),37 (passengers:30 crew:7),0,Crashed into the Kyrenia Mountains while on approach.
ACCIDENT DETAILS,"January 31, 1973",12:20,"Kasigluk, Alaska",Harry Faulkner - Air Taxi,?,"Bethel, AK - Chevak, AK",Cessna 180H,N9929V,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed while en route in poor visibility and blowing snow. Continued VFR flight into adverse weather conditions. Inoperative gyro.
ACCIDENT DETAILS,"February 12, 1973",19:15,"Walla Walla, Washington",Red Carpet Flying Service - Air Taxi,?,"Spokan, WA - Walla Walla, WA",Cessna 320E,N3483Q,?,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Pilot not advised of weather by approach control. Weather conditions below minima.
ACCIDENT DETAILS,"February 19, 1973",10:06,"Prague, Czechoslovakia",Aeroflot,?,Moscow - Praha,Tupolev TU-154,CCCP-85023,023,100 (passengers:87 crew:13),66 (passengers:62 crew:4),0,The plane struck the ground short of the runway while landing. Possible windshear or jammed tailplane. Official cause unknown
ACCIDENT DETAILS,"February 19, 1973",09:15,"Morgan City, Louisiana",Petrolium Helo Inc.,?,"Oil platform - Morgan City, LA",Bell 206B,N14831,?,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,"Crashed after the failure of the main rotor. Pylon support link failed due to fatigue, causing complete failure of the main rotor."
ACCIDENT DETAILS,"February 21, 1973",c 14:10,"Near Isma'iliya, Egypt",Libya Arab Airlines,114,Tripoli - Cairo,Boeing B-727-224,5A-DAH,20244/650,113 (passengers:108 crew:5),110 (passengers:106 crew:4),0,"While en route from Tripoli to Cairo, the aircraft drifted over Israeli territory due to strong tailwinds and was shot down by Israeli Phantom fighters. After being hit, a fire broke out and the crew attempted to make an emergency landing in the desert but crashed and burst into flames. Cairo approach control radar and beacon not functioning."
ACCIDENT DETAILS,"February 21, 1973",?,"Cerro Horqueta, Panama",Aerovias Urraca,?,David - Changuinola,Douglas DC-3,HP-560,19242,28 (passengers:? crew:?),22 (passengers:? crew:?),0,Flew into Cerro Horqueta Mountain.
ACCIDENT DETAILS,"February 22, 1973",19:00,"Londonderry, Vermont",Air Taxi,?,"Mt. Empire, VT - Springfield, VT",Cessna 310J,N3149L,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,"Hit a 2,800 ft. mountain in fog and snow while descending to land. Improper IFR operation. Misunderstood ATC instructions."
ACCIDENT DETAILS,"February 24, 1973",07:37,"Near Leningrad, Russia",Aeroflot,630,Dushanbe - Leninabad,Ilyushin IL-18,CCCP-75712,189001804,79 (passengers:71 crew:8),79 (passengers:71 crew:8),0,The aircraft entered a spin after the plane banked 60 degrees and then dove into the ground.
ACCIDENT DETAILS,"February 28, 1973",?,"Szczecin, Poland",Military - Polish Air Force,?,?,Antonov An-24B,012,97305702,15 (passengers:12 crew:3),15 (passengers:12 crew:3),0,Crashed while en route. Twelve Interior Ministers of Poland and Czechoslovakia
ACCIDENT DETAILS,"February 28, 1973",18:59,"Semipalatinsk, Kazakhstan",Aeroflot,256,Semipalatinsk - Karaganda,Yakovlev YAK-40,CCCP-87602,9120118,32 (passengers:29 crew:3),32 (passengers:29 crew:3),0,Crashed back on the the runway and broke apart. Official cause could not be determined.
ACCIDENT DETAILS,"February 28, 1973",23:52,"Near Szczecin, Poland",Military - Polish Air Force,?,Warsaw - Goleniow,Antonov AN-24B,012,?,18 (passengers:15 crew:3),18 (passengers:15 crew:3),0,"The aircraft crashed into a forest, 1.4 miles short of the runway, while attempting to land at Goleniow Airport in rain and poor visibility. Icing. Captain did not turn on deicing equipment."
ACCIDENT DETAILS,"February 28, 1973",?,"Near Nabire, Indonesia",Merpati Nusantara Airlines,?,?,de Havilland Canada DHC-6 Twin Otter 100,PK-NUC,70,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,Crashed while en route.
ACCIDENT DETAILS,"March 03, 1973",12:45,"Moscow, USSR",Balkan Bulgarian Airlines,307,Sofia - Moscow,Ilyushin IL-18V,LZ-BEM,182005602,25 (passengers:17 crew:8),25 (passengers:17 crew:8),0,"Crashed, broke up and burst in flames while on second approach after descending below glide slope. Icing of tailplane."
ACCIDENT DETAILS,"March 05, 1973",?,"Off Funchal, Portugal",Aviaco,?,?,Sud Aviation SE-210 Caravelle,EC-BID,228,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,Crashed into the ocean while on approach to land.
ACCIDENT DETAILS,"March 05, 1973",c 13:50,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,504/400,Palma de Mallorca - London,MD Douglas DC-9-32/Convair CV-990A,EC-BII/EC-BJC,47077/148 /30-10-22,182 (passengers:166 crew:16),68 (passengers:61 crew:7),0,"Midair collision. Both planes were headed to London, at the same altitude, but different airways. When the Convair was at the ATC sector boundary, the crew could barely hear the Marina controller who instructed them to contact Menhir control. The pilot erroneously thought he had to contact Menhir control when passing the Nantes VOR. In order to delay their arrival at the VOR the Convair crew twice tried to request permission to carry out a 360-degree turn. When they did not get any answer from Marina control, they initiated the turn without clearance. While in the midst of an overcast, the Convair collided with the DC-9. The CV-990 lost an outboard portion of its left wing and managed to carry out an emergency landing at Cognac-Châteaubernard Air Base. The DC-9 lost control and crashed. The air traffic control system had been taken over that day by military personnel because of a strike of civilian controllers."
