,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 10, 1933",?,Algiers,Aeropostale,?,?,CAMS 53,F-AISV,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"January 14, 1933",?,"Newark, New Jersey",Eastern Air Transport,?,Test flight,Curtiss Condor 18,NC185H,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Went into a vertical bank and crashed and burned.
ACCIDENT DETAILS,"January 20, 1933",?,"Marietta, Georgia",American Airways,?,?,Stearman 4,N490W,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"January 20, 1933",02:07,"Bourne, Texas",American Airways,?,Big Springs - San Antonio,Stearman 4,NC11721,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.
ACCIDENT DETAILS,"January 24, 1933",?,"Eugene, Oregon",Pacific Air Transport,?,?,Ford 5-AT-D,NC431H,5-AT-098,3 (passengers:0 crew:3),1 (passengers:0 crew:1),0,The mail plane crashed while taking off.
ACCIDENT DETAILS,"March 11, 1933",?,"Near Mendoza, Argentina",Pan American Grace Airways,?,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,NC9723,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Crashed and burned.
ACCIDENT DETAILS,"March 25, 1933",20:07,"Hayward, California",Varney Airlines,?,Burbank - San Francisco,Lockheed Orion 9,NC12226,184,3 (passengers:2 crew:1),3 (passengers:2 crew:1),11,"The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain. An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident. The ceiling suddenly dropped as the plane approached its destination."
ACCIDENT DETAILS,"March 28, 1933",14:30,"Near Dixmude, Belgium",Imperial Airways,?,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,G-AACI,AW-363,15 (passengers:12 crew:3),15 (passengers:12 crew:3),0,"The airliner was crusing at about 4,000 feet when fire was observed coming out of its tail section. The pilot tried to make an emergency landing but the fuselage split in two causing the aircraft to crash and burn. Although never proven, this is thought to be the first airline disaster caused by an act of satotage. The fire was thought to have been started by a passenger, Dr. Voss, in an attempt to commit suicide. The plane was named Cit y of Liverpool."
ACCIDENT DETAILS,"April 03, 1933",?,"Hemkenrode, Germany",Deutsche Lufthansa,?,?,Junkers F-13,D-534,?,2 (passengers:? crew:?),1 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"April 04, 1933",12:30,"Off Barnegat, New Jersey",Military - U.S. Navy,?,?,Goodyear-Zeppelin U.S.S. Akron (airship),ZRS-4,?,76 (passengers:? crew:?),73 (passengers:? crew:?),0,"While cruising at 1,600 feet off New Jersey, strong air currents droped the ship to 700 feet before leveling off. Before it could regain a safe height, it plummeted into the Atlantic Ocean. Decision by the commander to fly into a storm despite the presence of lightning."
ACCIDENT DETAILS,"April 23, 1933",c 07:40,"Near Castrovillari, Calabria, Italy",Air Orient,?,Corfu - Naples,Cams 53-1,F-ALCE,29,8 (passengers:5 crew:3),5 (passengers:3 crew:2),0,Crashed into a mountain after encountering a mountain wave..
ACCIDENT DETAILS,"April 29, 1933",?,"Traunstein, Germany",Eurasia,?,?,Junkers W-34,D-4,2737,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,Crashed on a test flight before delivery to Eurasia in China.
ACCIDENT DETAILS,"May 09, 1933",c 15:00,"Near Viladrau, Spain",Aeropostale - La Tecoere Company,?,Paris - Morroco,Latecoere 28-1,F-AJIX,1701,6 (passengers:3 crew:3),6 (passengers:3 crew:3),0,Crashed after being forced down to the ground by strong downdrafts.
ACCIDENT DETAILS,"June 02, 1933",?,"Bowling Green, Virginia",Eastern Air Transport,?,?,Pitcairns PA-6,?,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed into a ravine.
ACCIDENT DETAILS,"June 11, 1933",c 17:00,"Glenview, Illinois",Palwaukee,?,Sightseeing,Sikorsky S-38B (flying boat),NC-141M,?,9 (passengers:7 crew:2),9 (passengers:7 crew:2),0,The left wing on the sightseeing plane faliled after an attempted landing in Lake Michigan.
ACCIDENT DETAILS,"July 18, 1933",?,Aegean Sea,Societa Anonima Aero Expresso Italiana,?,Athens - Rhodes,CMASA Wal (flying boat),I-AZEE,?,6 (passengers:2 crew:4),6 (passengers:2 crew:4),0,Forced to ditch in gale force winds.
ACCIDENT DETAILS,"August 29, 1933",c 01:00,"Quay, New Mexico",Trans Continental and Western Air,?,"Amarillo, TX - Albuquerque, NM",Ford 5-AT-B Tri Motor,NC9607,5-AT-005,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,Crashed during a storm while attempting to make an emergency landing.
ACCIDENT DETAILS,"September 12, 1933",?,"Near Ljubljana, Yugoslavia",Aeroput,?,"Ljubjana - Susak, Croatia",Farman F-306,YU-SAH,?,8 (passengers:6 crew:2),8 (passengers:6 crew:2),0,Crashed on the grounds of an insane asylum after losing an engine on takeoff.
ACCIDENT DETAILS,"October 10, 1933",21:00,"Chesterton, Indiana",United Air Lines,?,Cleveland - Chicago,Boeing 247,NC13304,1685,10 (passengers:7 crew:3),10 (passengers:7 crew:3),0,"While en route to Chicago, the aircraft was destroyed by an explosive device placed in the cargo hold, consisting of nitro-glycerin and attached to a timing device. Eyewitnesses on the ground reported hearing an explosion shortly after 9 p.m., and told of seeing the plane in flames at an altitude of about 1,000 feet. A second explosion followed after the plane crashed.This was the first proven case of sabotage in the history of commercial aviation."
ACCIDENT DETAILS,"October 31, 1933",?,"Etobon, France",Air France,?,?,Farman F-301,F-AJMI,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"November 09, 1933",22:35,"Portland, Oregon",United Air Lines,?,"Seattle, WA - Dallas, TX",Boeing 247,NC13345,?,9 (passengers:6 crew:3),4 (passengers:3 crew:1),?,Crashed in a thickly wooded area upon taking off after the pilot became lost in fog.
ACCIDENT DETAILS,"November 10, 1933",?,"Moriarty, New Mexico",Trans Continental and Western Air,?,?,Northrop Delta,NC12292,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"November 20, 1933",?,"Near Tsinan, China",China National Aviation Corporation,?,Canton - Shanghai,Stinson,?,?,8 (passengers:7 crew:1),8 (passengers:7 crew:1),?,Crashed into the Chingshan mountain range in fog.
ACCIDENT DETAILS,"November 21, 1933",15:00,"Near Kharkov, Ukraine, USSR",Kalinin,?,Test flight,Kalinin K-7,?,?,20 (passengers:? crew:?),14 (passengers:? crew:?),0,Crashed due to structural failure during a test flight.
ACCIDENT DETAILS,"November 24, 1933",?,"Wedron, Illinois",National Air Transport,?,?,Boeing 247,NC13324,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"December 11, 1933",c 16:00,"Hamburg, Germany",Deutsche Lufthansa,?,Berlin - Hamburg,Focke-Wulf A-17,D-1403,47,10 (passengers:8 crew:2),6 (passengers:4 crew:2),0,Crashed after striking an obstacle while landing in poor visibility.
ACCIDENT DETAILS,"December 14, 1933",?,"Eshowe, South Africa",Union Airways,?,?,Junkers W-34,ZS-AEB,2735,6 (passengers:? crew:?),4 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"December 30, 1933",c 13:00,"Near Ruysselede, Belgium",Imperial Airways,?,"Brussels, Belgium - Croydon, England",Avro 10,G-ABLU,528,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,Crashed into a radio antenna tower and tore off a wing in dense fog.
