,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 14, 1922",?,"Paris, France",Handley Page Transport,?,?,Handley Page O/10,G-EATN,HP-43,5 (passengers:4 crew:1),5 (passengers:4 crew:1),5,Crashed at Le Bourget field.
ACCIDENT DETAILS,"February 21, 1922",?,"Near Norfolk, Virginia",Military - U.S. Army Air Service,?,?,Dirigible Roma (airship),?,?,45 (passengers:? crew:?),34 (passengers:? crew:?),0,Crashed from a height of 500 ft. after experiencing control problems cause by malfunctioning controls.
ACCIDENT DETAILS,"March 22, 1922",1140,North Atlantic Ocean,Aero Limited,?,Miami - Bimini,Aeromarine Model 85 (flying boat),?,?,6 (passengers:5 crew:1),5 (passengers:5 crew:0),0,"The plane ditched into the ocean about 40 miles East of Florida after a propeller blade broke. Only the pilot survived, being picked up over 2 days later. The flying boat was named Miss Miami."
ACCIDENT DETAILS,"April 07, 1922",1315,"Grandvilliers, France",Daimler Airways / Grands Express Aeriens,?,Croydon - Le Bourget,de Havilland DH-18 / Farman F-60 Goliath,G-EAOW/FGEAD,4,7 (passengers:5 crew:2),7 (passengers:5 crew:2),0,"A midair collision occurred at 400 ft. in poor visibility approximately 18 miles north of Beauvais, France. The pilots of both planes were using the road as a route marker in bad weather and poor visibility. This was the first commercial midair collision in aviation history. Two killed on the de Havilland, five on the Faman F-60."
ACCIDENT DETAILS,"April 08, 1922",?,"Pao Ting Fou, China",?,?,Test,?,?,?,17 (passengers:0 crew:17),17 (passengers:0 crew:17),0,Aboard were all workers taking part in a flight test. All seventeen aboard were Chinese nationals.
ACCIDENT DETAILS,"June 03, 1922",?,"Off Folkestone, Kent, England",Cie des Messageries Aeriennes,?,Croydon - Paris,Bleriot Spad 27,F-ACMH,555,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,Went down into the English Channel while en route.
ACCIDENT DETAILS,"July 04, 1922",?,"Fuhlsbuttel, Germany",?,?,Hamburg - Berlin,LVG C VI,?,?,3 (passengers:2 crew:1),2 (passengers:1 crew:1),0,"The passenger/mail plane lost it's engine while taking off and crashed into trees. Actress Fern Andra survived the accident but her director, Georg Bluen did not. The pilot, Lothar von Richthofen, was also killed. He was a World War I ace and brother of Manfred von Richthofen (The Red Baron)."
ACCIDENT DETAILS,"July 16, 1922",c 16:45,"Near Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,?,Strasbourg - Paris,Potez 29,F-FREI,25,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,Lost an engine and could not make an emergency landing because of gusty winds. Stalled while making a turn and crashed.
ACCIDENT DETAILS,"July 26, 1922",?,"Cadix, Spain",Grands Express Aeriens,?,?,Breguet 14,F-ALVE,117,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"While attempting to make an emergency landing due to engine problems, the aircraft hit telephone lines and crashed."
ACCIDENT DETAILS,"September 07, 1922",?,"Indianapolis, Indiana",US Aerial Mail Service,?,?,De Havilland DH-4,227,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The plane stalled shortly after takeoff and crashed.
ACCIDENT DETAILS,"October 02, 1922",?,"Venice, Italy",?,?,Venice - London,de Havilland DH-9,G-EAYT,14,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Shortly after taking off the plane crashed into the sea and sank.
ACCIDENT DETAILS,"October 25, 1922",?,"Larache, Morocco",Grands Express Aeriens,?,?,Breguet 14,?,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed while on a flight from France.
ACCIDENT DETAILS,"December 03, 1922",?,"Fez, Morocco",Grands Express Aeriens,?,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,F-ALNA,14,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,While flying in foggy conditions the pilot reduced altitude and crashed into a hill.
