,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 15, 1944",?,"Belgrad, Yugoslavia",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-ADQW,640610,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,Pilot error.
ACCIDENT DETAILS,"February 10, 1944",23:36,"Memphis, Tennessee",American Airlines,2,Little Rock - Memphis,Douglas DC-3,NC21767,2166,24 (passengers:21 crew:3),24 (passengers:21 crew:3),0,"The aircraft crashed into a river and sank ,18 miles southwest of Memphis, in a snowstorm, while en route from Little Rock. Cause undetermined."
ACCIDENT DETAILS,"February 10, 1944",?,"Near Quelimane, Mozambique",DETA,?,Quelimane - Lourence Marques,Lockheed 14-H2 Super Electra,CR-AAV,?,14 (passengers:10 crew:4),14 (passengers:10 crew:4),0,Crashed and burned while taking off.
ACCIDENT DETAILS,"February 20, 1944",?,China,China National Aviation Corporation,?,?,Douglas C-47,75,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane flew into a mountain
ACCIDENT DETAILS,"February 21, 1944",?,"Eubeoa, Greece",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-ABAS,6561,16 (passengers:13 crew:3),16 (passengers:13 crew:3),0,The plane missing and never found.
ACCIDENT DETAILS,"March 22, 1944",?,New Guinea,Military - U.S. Army,?,Port Moreaby - Nadzab,Consolidated B-24 Liberator,?,?,21 (passengers:? crew:?),21 (passengers:? crew:?),?,Disappeared while en route on a non-combat mission. Wreckage found 39 years later on 4/30/1983.
ACCIDENT DETAILS,"April 06, 1944",15:48,"Near Nome, Alaska",Pan American World Airways,?,Nome - Fairbanks,Pilgrim 100B,NC742N,?,6 (passengers:3 crew:3),6 (passengers:3 crew:3),0,Crashed shortly after takeoff in a snow storm. Failure of the pilot to recognize his proximity to the ground due to heavy snow which entirely covered the terrain.
ACCIDENT DETAILS,"April 17, 1944",?,"Belgrad, Yugoslavia",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-AOCA,640996,7 (passengers:4 crew:3),5 (passengers:4 crew:1),0,Shot down by allied fighters.
ACCIDENT DETAILS,"April 21, 1944",?,"Frederikstad, Norway",Deutsche Lufthansa,?,"copenhagen, Denmark - Oslo, Norway",Douglas DC-3,D-AAIG,2095,20 (passengers:17 crew:3),9 (passengers:6 crew:3),0,Crashed 50 miles from its destination after a signal flare started an onboard fire.
ACCIDENT DETAILS,"April 25, 1944",?,"Montreal, Canada",Military - Royal Air Force,?,"Montreal, Canada - European air base",Consolidated Liberator,?,?,16 (passengers:11 crew:5),16 (passengers:11 crew:5),0,Crashed into a row of houses shortly after taking off from Dorval Airport.
ACCIDENT DETAILS,"May 26, 1944",?,"Between Calcutta to Dinjan, China",China National Aviation Corporation,?,Calcutta - Dinjan,Douglas C-47,82,?,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,"While enroute the crew got lost and crashed into 22,000 foot mountain in Tibet. Bad weather prevented the pilot from getting a bearing on any radio station."
ACCIDENT DETAILS,"May 27, 1944",?,"Off Calcutta, India",China National Aviation Corporation,?,?,Douglas DC-3,?,?,14 (passengers:? crew:?),14 (passengers:? crew:?),0,Crashed at sea in poor weather conditions.
ACCIDENT DETAILS,"June 06, 1944",01:15,"Barneville, France",Military - U.S. Army Air Forces,?,?,Douglas C-47A,42-93095,112969,22 (passengers:18 crew:4),22 (passengers:18 crew:4),0,Shot down by anti-aircraft fire during the Normandy invasion.
ACCIDENT DETAILS,"June 06, 1944",01:30,"Carentan, France",Military - U.S. Army Air Forces,?,?,Douglas C-47A-DL,42-101035,19498,22 (passengers:18 crew:4),22 (passengers:18 crew:4),0,Shot down by anti-aircraft fire during the Normandy invasion.
