,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 05, 1929",?,"Stafford Springs, Connecticut",Colonial Air Transport,?,?,Fairchild FC-2,NC5650,111,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Struck a mountain slope in poor weather.
ACCIDENT DETAILS,"January 18, 1929",?,"Cove, Oregon",Varney Air Lines,?,"Boise, ID - Pasco, WA",Stearman C-38,NC1682,102,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
ACCIDENT DETAILS,"January 25, 1929",?,"Near Corfu, Greece",Aeroespresso,?,Brindisi - Athens - Istanbul,CMASA Wal,I-AZDA,053,9 (passengers:7 crew:2),2 (passengers:7 crew:2),0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.
ACCIDENT DETAILS,"January 31, 1929",?,"Morgantown, West Virginia",Skyline Transportation Company,?,?,Travel Air 4000,NC6480,800,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence."
ACCIDENT DETAILS,"January 31, 1929",?,Off Morocco,Aeropostale,?,Agadir - Casablanca,Latecoere 26,F-AIMU F-AIMU,674,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons."
ACCIDENT DETAILS,"March 17, 1929",1700,"Newark, New Jersey",Colonial Western Airlines,?,Sightseeing,Ford 5-AT-B Tri Motor,NC7683,4-AT-41,15 (passengers:13 crew:2),14 (passengers:13 crew:1),0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.
ACCIDENT DETAILS,"March 30, 1929",09:18,"Near Beaumont, California",New Standard Airlines,?,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,NC7888,617,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
ACCIDENT DETAILS,"April 21, 1929",1145,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,?,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,4-AT-010,6 (passengers:3 crew:3),6 (passengers:3 crew:3),0,"A midair collision occurred with a US Air Force Boeing PW-9D at 2,000 ft. Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor. He was found criminally negligent."
ACCIDENT DETAILS,"May 09, 1929",?,"Tampico, Mexico",Mexicana,?,"Tampico - Brownsville, TX",Ford Tri-motor 4,M-SCAL,?,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,"An engine failed, the plane stalled and crashed."
ACCIDENT DETAILS,"May 18, 1929",?,"Tököl, Pest Hungary",MALERT,?,?,Fokker F-III,H-MABC,1604,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,A wing separated in flight and the plane crashed.
