,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 15, 1934",18:15,"Corbigny, France",Air France,?,Saigon - Paris,Dewoitine D-332,F-AMMY,01,14 (passengers:10 crew:4),14 (passengers:10 crew:4),0,"The aircraft crashed while en route in a severe snowstorm. Icing. The aircraft was named ""Emeraude."""
ACCIDENT DETAILS,"January 20, 1934",?,"Carombe, France",Air France,?,?,Breguet 280T,F-AJKX,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"February 23, 1934",c14:15,"Near Salt Lake City, Utah",Boeing Aircraft Company,?,Salt Lake City - Cheyenne,Boeing 247,NC13357,1739,8 (passengers:5 crew:3),8 (passengers:5 crew:3),0,"Crashed on top of Parley's Canyon, 20 miles from Salt Lake City shortly after taking off for Cheyenne. Pilot error. The crew failed to gain sufficient altitude to clear rapidly rising terrain."
ACCIDENT DETAILS,"February 26, 1934",?,"Rio de Oro, Morocco",Air France,?,?,Latécoère 28,F-AJPA,925,6 (passengers:? crew:?),1 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"March 06, 1934",?,"Petersburg, Illinois",American Airways,?,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,6606,4 (passengers:3 crew:1),4 (passengers:3 crew:?),0,Crashed into a snow drift due to icing in a blizzard.
ACCIDENT DETAILS,"March 10, 1934",?,"Pereira, Colombia",Pan American Airways (Scadta),?,Quiddo - Cartago,Sikorsky S-38 Flying Boat,NC-9107,?,6 (passengers:4 crew:2),5 (passengers:3 crew:2),0,"Scadta was a Pan Am subsidiary. It was operating a domestic flight, which crashed in the Colombian jungle, which was called ""Green Hell."" Five Goigira Indians, who were canoeing up the Uribe River, found pieces of clothing, and then dead bodies of five people from the crash, and the wreckage of the aircraft. They also found a man who was alive, but dazed, exhausted, half crazy and unable to speak. They carried him for seven days through the jungle to civilization. He later recovered, and his name was Newton C. Marshall, General Manager of South American Gold & Platinum Company. He was the only survivor."
ACCIDENT DETAILS,"March 22, 1934",?,"Near Lima, Peru",Pan American Grace Airlines,?,?,Ford 5-AT-C Tri-Motor,NC407H,5-AT-066,15 (passengers:12 crew:3),3 (passengers:0 crew:3),0,Crashed on take off due to engine failure.
ACCIDENT DETAILS,"April 10, 1934",?,"Ningpo Bay, China",China National Aviation Corporation,?,?,Sikorsky S-38BB,NV17V,?,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,?
ACCIDENT DETAILS,"May 09, 1934",?,English Channel,Air France,?,"Dieppe, France - New Haven, England",Wibault 282T-12,F-AMPH,8,6 (passengers:3 crew:3),6 (passengers:3 crew:3),0,Crashed into the English Channel and sunk immedately in fog.
ACCIDENT DETAILS,"May 31, 1934",05:00,"Croydon, England",Air France,?,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
ACCIDENT DETAILS,"June 09, 1934",c 17:00,"Mongaup Mountain, New York",American Airways,?,New York - Chicago,Curtiss Condor T-32,NC12354,22,7 (passengers:4 crew:3),7 (passengers:4 crew:3),0,"Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2,000 feet in fog and thunderstorms while en route. Pilot deviated from the prescribed course and flew over hazardous terrain."
ACCIDENT DETAILS,"June 11, 1934",?,"Junin, Argentina",Panagra,?,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,NC8417,5-AT-055,10 (passengers:7 crew:3),5 (passengers:2 crew:3),0,Crashed into Mar Chiquita Lagoon during a heavy rainstorm.
ACCIDENT DETAILS,"June 22, 1934",?,"Chausseehausen, Germany",Deutsche Lufthansa,?,?,Dornier Merkur,D-1445,176,7 (passengers:5 crew:2),1 (passengers:0 crew:1),0,Weather related.
ACCIDENT DETAILS,"June 23, 1934",c 06:00,"Burbank, California",Aerevias Centrales Air Service,?,Mexico - Burbank,Lockheed Orion,XA-BEJ,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.
ACCIDENT DETAILS,"July 09, 1934",?,"San Bernardino, California",United Air Services,?,San Bernardion - Los Angeles,Lockheed Vega,NC32E,?,4 (passengers:3 crew:1),3 (passengers:2 crew:1),0,Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.
ACCIDENT DETAILS,"July 27, 1934",09:50,"Near Tuttlingen, Germany",Swissair,?,Zurich - Berlin,Curtiss AT-32C Condor,CH-170,53,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,"The aircraft crashed during a violent storm near the Swiss - Germany border. The plane fell from a height of 3,000 feet, bursting into flames. Failure of the right wing caused by fractures in the structure which occurred because of oscillations in the wing."
ACCIDENT DETAILS,"August 05, 1934",?,"Bahia, Brazil",Air France,?,?,Latecoere 26,F-AILK,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"August 10, 1934",?,"Ningbo, China",China National Aviation Corporation,?,?,Sikorsky S-38B,?,?,? (passengers:? crew:?),? (passengers:? crew:?),?,?
ACCIDENT DETAILS,"August 31, 1934",c 23:42,"Amazonia, Missouri",Rapid Air Transport,6,Omaha - St. Joseph,Stinson SM-6000B,NC10809,5004,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.
ACCIDENT DETAILS,"October 02, 1934",10:50,English Channel,Hillman Airways,?,?,de havilland 89 Dragon Rapide,G-ACPM,?,7 (passengers:6 crew:1),7 (passengers:6 crew:1),0,Crashed about 3 miles offshore in poor weather. Lost visual contact with the ground and made a gradual descent until crashing.
ACCIDENT DETAILS,"October 03, 1934",?,"Near Winton, Australia",Qantas,?,?,de Havilland DH-50A,VH-UHE,?,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"Crashed after in-flight loss of control, possibly stalled at low altitude in dusty low-visibility conditions"
ACCIDENT DETAILS,"October 19, 1934",?,"Bass Strait, Australia",Holyman Airways,?,"Launceston, Tasmania - Melbourne, Australia",de Havilland DH-86,VH-URN,2301,11 (passengers:10 crew:1),11 (passengers:10 crew:1),0,Crashed en route during the 265 miles sea route.
ACCIDENT DETAILS,"November 02, 1934",?,"Kiapit, Australia",Holdens Air Transport Service,?,?,De Havilland DH-61,VH-UHW,?,4 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"November 15, 1934",c 00:00,"Amazonia, Montana",Rapid Air Transport,?,"Omaha, NB - Kansas City, MO",Stinson SM-6000-B,NC10809,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The mail plane crashed and burned on a farm.
ACCIDENT DETAILS,"November 15, 1934",?,"Near Longreach, Australia",Qantas,?,?,de Havilland DH-86,VH-USG,2311,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,"Crashed on its delivery flight from England to Brisbane after in-flight loss of control, probably due to the type's design deficiencies."
ACCIDENT DETAILS,"December 07, 1934",?,"Salchau, Germany",Deutsche Lufthansa,?,Berlin - Hanover,Junkers F-13,D-OMAS,2008,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,Crashed under unknown circumstances
