,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 04, 1938",?,"Frankfurt, Germany",Deutsche Lufthansa,?,"Milan, Italy - Frankfurt, Germany",Junkers JU-52/3m,D-ABUR,5777,6 (passengers:3 crew:3),6 (passengers:3 crew:3),0,Icing on the wing caused the plane to crash close to the plane's destination.
ACCIDENT DETAILS,"January 10, 1938",15:07,"Bozeman, Montana",Northwest Orient Airlines,2,Seattle - Billings - Chicago,Lockheed 14H Super Electra,NC-17388,1407,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,"The aircraft crashed 12 miles northeast of Bozeman after experiencing structural failure of the tail. There was severe turbulence reported in the area at the time of the accident. The structural failure of the upper vertical fins and rudders due to flutter ""natural resonance, or period of vibration"" which resulted in the separation of the rudder and fins and loss of control of the aircraft."
ACCIDENT DETAILS,"January 11, 1938",19:40,"Pago Pago, U.S. Samoa",Pan American World Airways,1,Honolulu - Pago Pago - Auckland,Sikorsky S-42 (flying boat),NC16734,4207,7 (passengers:0 crew:7),7 (passengers:0 crew:7),0,"The aircraft exploded in mid-air as the crew attempted to dump fuel for an emergency landing at Pago Pago. Neither the plane or seven crew members were ever found. The aircraft was named ""Samoan Clipper."" Pan American's first pilot, Captain Edwin C. Musick, killed."
ACCIDENT DETAILS,"January 12, 1938",?,"North Pine, Ontario, Canada",General Airways,?,Sioux Lookout - Hudson,Stinson Reliant,CF-BEI,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed in rugged terrain while en route.
ACCIDENT DETAILS,"February 02, 1938",c 20:40,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,?,?,Consolidated PBY-2 / Consolidated PBY-2,04062 / 0463,?,14 (passengers:0 crew:14),11 (passengers:0 crew:11),0,The two aircraft crashed in mid-air in heavy rain and darkness and crashed into the sea.
ACCIDENT DETAILS,"February 05, 1938",?,"Kandalaksha, Russia",TsAGI,?,Moscow - Murmansk,V6 (airship),CCCP-V6,?,19 (passengers:0 crew:19),13 (passengers:0 crew:13),0,The airship crashed while on a trial flight in preparation of rescuing Russian scientists on an ice floe in Greenland. The airship crashed into the side of a mountain.
ACCIDENT DETAILS,"February 09, 1938",?,"Marseille, France",Air France,?,"Marseille, France - Ajaccio, Corsica",Lioré-et-Olivier H-242,F-ANPB,05,12 (passengers:7 crew:5),8 (passengers:5 crew:3),0,The flying boat struck the breakwater in fog at 60 miles an hour and burst into flames while attempting to take off.
ACCIDENT DETAILS,"February 09, 1938",?,"Guadalupe, Mexico",Mexicana,?,Test flight,Lockheed 10 Electra,XA-BAS,?,2 (passengers:0 crew:0),2 (passengers:0 crew:0),0,Crashed on a second test flight.
ACCIDENT DETAILS,"February 13, 1938",?,Mediterranean Sea,Ala Littoria SA,?,"Cazid, Spain - Rome, Italy",Cant Z-506,I-ORIA,?,14 (passengers:10 crew:4),14 (passengers:10 crew:4),0,Disappeared over the Mediterranean Sea while flying in a storm
ACCIDENT DETAILS,"February 22, 1938",?,"Pontoise, France",Deutsche Lufthansa,?,"Berlin, Germany - Paris, France",Junkers JU.52,D-APAR,?,3 (passengers:0 crew:0),3 (passengers:0 crew:0),0,Crashed in fog within a few miles of it's destination near Bourget Airport.
ACCIDENT DETAILS,"March 01, 1938",21:30,"Near Wawona, Cailifornia",Trans Continental and Western Air,8,"San Francisco - Winslow, AZ, Burbank, CA",Douglas DC-2-112,NC13789,1299,9 (passengers:6 crew:3),9 (passengers:6 crew:3),0,Crashed into the high Sierra after encountering a severe weather front while en route. The pilot radioed that ice was forming on the DC-2's wings as it neared the Tehachapi Mountains near Bakersfield and that he was turning back towards the north to land at Fresno. The aircraft sheared off the tops of pine trees and crashed 200 feet below a summit. The wreckage was not found until 6/12/38.
ACCIDENT DETAILS,"March 07, 1938",?,"Datia, India",Air France,?,"Hanoi, Vietnam - Paris, France",Potez 621,F-ANQR,4031/12,7 (passengers:3 crew:4),7 (passengers:3 crew:4),0,Crashed and burst into flames shortly after taking off from Dum Dum.
ACCIDENT DETAILS,"March 08, 1938",?,"Somerton, Australia",Australian National Airways,?,?,De Havilland DH-60,VH-UNU,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"March 23, 1938",c 07:00,"Corsavy, France",Air France,?,"Casablanca, Morocco - Paris France",Dewoitine D-338,F-AQBB,02,8 (passengers:5 crew:3),8 (passengers:5 crew:3),0,The mail plane crashed into a mountain peak in the Pyrenees mountains while en route.
ACCIDENT DETAILS,"April 30, 1938",c 14:00,"Near Formia, Italy",Ala Littoria,?,Brindisi - Rome,Junkers JU-52,I-BAUS,4063,19 (passengers:14 crew:5),19 (passengers:14 crew:5),0,Struck cloud obscured Mount Maranola.
ACCIDENT DETAILS,"May 05, 1938",?,"Balbuena, Mexico",Lineas Aéreas Mineras,?,Mexico City - Juarez,Lockheed Vega 5B,XA-BFR,124,6 (passengers:5 crew:1),1 (passengers:5 crew:1),0,Crashed en route
ACCIDENT DETAILS,"May 10, 1938",?,"Mangere, New Zealand",United Airways of New Zealand,?,?,Lockheed 10 Electra,ZK-AFC,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"May 16, 1938",02:07,"Near Saugus, California",Northwest Orient Airlines,?,"Burbank,- St. Paul",Lockheed 14-H2 Super Electra,NC17394,1439,9 (passengers:7 crew:2),9 (passengers:7 crew:2),0,"Struck Stroh peak at 3,300 feet in Mint Canyon, 27 minutes after taking off from Burbank Airport. The aircraft struck a ridge, bounded over a ravine and struck a second ridge, broke up and burst into flames."
ACCIDENT DETAILS,"May 22, 1938",13:40,"Sao Paulo, Brazil",Cruzeiro do Sul,?,?,Junkers JU-52/3m,PP-CBC,5453,17 (passengers:13 crew:4),2 (passengers:2 crew:0),0,The mail plane crashed while taking off.
ACCIDENT DETAILS,"May 24, 1938",22:17,"Cleveland, Ohio",United Air Lines,9,Newark - Cleveland - Chicago,Douglas DST-A-207A,NC18108,1956,10 (passengers:7 crew:3),10 (passengers:7 crew:3),0,An uncontrollable fire developed in the right engine and the pilot decided to make an emergency landing rather than try to reach Cleveland Airport. The plane struck trees in level flight 8.5 miles east of Cleveland Airport. A fire in the right engine accessory section which resulted from the failure of a cylinder barrel and was fed from the right engine oil supply.
ACCIDENT DETAILS,"May 27, 1938",?,"Alberno Canal, BC, Canada",Ginger Coote Airways,?,?,Fairchild 51,CF-AUX,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"May 27, 1938",?,Germany,Deutsche Lufthansa,?,?,Heinkel 116,D-ATIO,?,3 (passengers:? crew:?),3 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"June 08, 1938",?,Tanganyika,Wilson Airways,?,?,De Havilland DH-85,VP-KBE,?,3 (passengers:? crew:?),3 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"June 19, 1938",?,"Mount Mercedario, Chile",Pan American Grace Airways,?,?,Douglas DC-2,NC14272,?,4 (passengers:? crew:?),4 (passengers:? crew:?),0,"An hour after leaving Santiago, radio contact with the flight was lost, as it had crashed in the high Andes. It was not found until February 1941, by indians, who plundered the aircraft and the dead passengers looking for valuables."
