,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 01, 1970",00:30,"Nulato, Alaska",Galena Air Service - Air Taxi,?,"Nulato, AK - Tanana, AK",Cessna 180,N3472Y,?,4 (passengers:3 crew:1),2 (passengers:1 crew:1),0,Emergency flight to airlift sick patient. Collided with trees while en route. Pilot stayed low to maintain ground contact at night. Continued VFR flight into adverse weather conditions.
ACCIDENT DETAILS,"January 05, 1970",22:25,"Stockholm, Sweden",Spantax,?,Stockholm - Zurich,Convair CV-990-30A-5,EC-BNM,30-10-32,10 (passengers:7 crew:3),5 (passengers:5 crew:0),0,"The plane developed trouble in the No. 4 engine and the takeoff was aborted and the plane returned to the gate. It was decided to continue the ferry flight to Zurich on three engines. As the aircraft started its take-off roll the nose yawed to the right. This was corrected by retarding no.1 engine power. The aircraft rotated at 134kts with 27deg. Flaps. While climbing, the aircraft banked 4 to 6 degrees to the right and the airspeed dropped to 10kts below V2. The plane then contacted some tree tops, banked 10 to 15 degrees and crashed. Unexpected early loss of external visual reference after take-off and loss of directional control during transition from visual to instrument flying. Windshear."
ACCIDENT DETAILS,"January 12, 1970",c 12:00,Near Villia Greece,Military - Royal Hellenic Air Force,?,?,Douglas C-47,?,?,27 (passengers:22 crew:5),23 (passengers:19 crew:4),0,"The aircraft, carrying paratroopers, crashed into a mountain in fog."
ACCIDENT DETAILS,"January 13, 1970",06:00,"Faleolo, Western Samoa",Polynesian Airlines,208B,"Apia, Western Samoa - Pago Pago, American Samoa",Douglas DC-3,5W-FAC,16964,32 (passengers:29 crew:3),32 (passengers:29 crew:3),0,"Crashed into a lagoon 400 yards past the end of the runway, seconds after taking off after the plane pitched up and stalled. Windshear, precipitation and turbulence."
ACCIDENT DETAILS,"January 14, 1970",?,"Mt. Pumacona, Peru",Faucett,?,Trujillo - Juanjui,Douglas DC-4,OB-R-776,10591,28 (passengers:24 crew:4),28 (passengers:24 crew:4),0,"Flew into a 10,500 ft. mountain. The mental state of the pilot-in-command adversely affected his judgement and efficiency. Contributing factors ATC error, navigational aids not functional."
ACCIDENT DETAILS,"January 24, 1970",03:53,"Portage, Michigan",Buckeye Air Service - Air Taxi,?,"Detroit, MI - Chicago, IL",Beechcraft TC-45J,N3766,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Left engine feathered. Improper emergency procedure. Failed to use flaps. Pilot made go-around due to not extending flaps full.
ACCIDENT DETAILS,"January 25, 1970",?,"Near Poza Rica, Mexico",Charter -Federal Electricity Commission,-,?,Convair CV-240-2,XB-DOK,071,19 (passengers:14 crew:5),19 (passengers:14 crew:5),0,Crashed into a hill on approach. The plane was carrying Mexican journalists covering the presidential campaign.
ACCIDENT DETAILS,"January 25, 1970",?,"Near Delhi, India",Royal Nepal Airlines,?,Kathmandu - Delhi,Fokker F-27 Friendship 200,9N-AAR,1965,23 (passengers:18 crew:5),1 (passengers:0 crew:1),0,The aircraft crashed short of the runway after entering a thunderstorm and encountering windshear.
ACCIDENT DETAILS,"January 28, 1970",13:53,"Near Batagai, Russia",Aeroflot,?,Chokurdakh - Batagay,Antonov AN-24,CCCP-47701,59900202,34 (passengers:28 crew:6),34 (passengers:28 crew:6),0,Crashed into a mountainwhile on approach after executing a premature descent.
ACCIDENT DETAILS,"January 28, 1970",07:49,"Cleveland, Ohio",TAG Airlines,?,Cleveland - Detroit,De Havilland Dove,N2300H,?,9 (passengers:7 crew:2),9 (passengers:7 crew:2),0,The aircraft suffered an airframe failure while en route. Fatigue fracture of wing attachment fitting bolts. FAA replacement time exceeded.
