,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 03, 1994",12:08,"Near Mamony, Siberia, Russia",Baikal Air,130,Irkutsk - Moscow,Tupolev TU-154M,RA-85656,89A801,124 (passengers:115 crew:9),124 (passengers:115 crew:9),1,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the ""starter warning light"" thinking it was false. The crew underestimated the severity of the situation due to shortcomings in the operational documentation. Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire."
ACCIDENT DETAILS,"January 05, 1994",18:29,"Okeechobee, Florida",Kimura International,?,Kissimmee - Opa,Beechcraft King Air B90,N230TW,LJ-0445,10 (passengers:9 crew:1),10 (passengers:9 crew:1),0,"The pilot indicated he had engine trouble and was attempting to land at Okeechobee. When he could not find the airport, he attempted to land on a dirt road. Upon observing a car on the road he aborted the landing rolled to the right and crashed into trees. Improper remedial action concerning a right engine power anomaly and the failure to maintain adequate airspeed during a go-around from a precautionary landing. Failure of the right engine fuel control bearing."
ACCIDENT DETAILS,"January 07, 1994",23:21,"Columbus, Ohio",Atlantic Coast Airlines (United Express),6291,"Washington D.C. - Columbus, OH",British Aerospace Jetstream 4101,N304UE,41016,8 (passengers:3 crew:5),5 (passengers:2 crew:3),0,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a ""glass cockpit"" automated aircraft."
ACCIDENT DETAILS,"January 18, 1994",?,"Kinshasa, Democratic Republic Congo",Scibe Airlift Cargo Zaire,?,Cotonou - Kinshasa,Learjet 24D,9Q-CBC,24-248,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane ran out of fuel and crashed.
ACCIDENT DETAILS,"February 24, 1994",11:16,"Nalchik, Russia",North Western Air Transport,SP9045,Volgograd - Nalchik,Antonov AN-12V,RA-11118,013480002,13 (passengers:7 crew:6),13 (passengers:7 crew:6),0,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer."
ACCIDENT DETAILS,"February 25, 1994",19:46,"East Midlands, England",British World Airways,4272,Edinburgh - Coventry,Vickers 813 Viscount,G-OHOT,349,2 (passengers:0 crew:2),1 (passengers:0 crew:1),0,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services."
ACCIDENT DETAILS,"February 25, 1994",?,"Near Carpish, Peru",Expresso Aéreo,?,Jananjui - Tocache - Tingo Maria - Lima,Yakovlev YAK-40,OB-1559,9640950,31 (passengers:26 crew:5),31 (passengers:26 crew:5),0,"The plane struck Cerro Carpich at 4,000 ft., 6 minutes after leaving the airport at Tingo Maria."
ACCIDENT DETAILS,"March 02, 1994",17:59,"New York, New York",Continental Airlines,795,New York City - Denver,McDonnell Douglas MD-82,N18835,49439,116 (passengers:110 crew:6),0 (passengers:0 crew:0),0,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/static heat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service."
ACCIDENT DETAILS,"March 08, 1994",14:54,"New Delhi, India",Sahara,?,Training,Boeing 737-2R4C,VT-SIA,21763/571,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,Crashed during touch-and-go exercises. Application of wrong rudder by trainee pilot during engine failure exercise. Captain did not guard/block the rudder control and give clear commands as instructor so as to obviate the application of wrong rudder control by the trainee pilot.
ACCIDENT DETAILS,"March 09, 1994",?,"Near Tamworth, Australia",Jetcraft,?,?,Swearingen SA.226AT Merlin IV,VH-SWP,AT-033,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed while attempting to land at Tamworth.
ACCIDENT DETAILS,"March 14, 1994",?,"Off Malindi, Kenya",Military - U.S. Air Force,?,?,Lockheed C-130H Hercules,69-6576,4351,8 (passengers:0 crew:8),8 (passengers:0 crew:8),0,Crashed into sea after a shell exploded in one of the gun barrells.
ACCIDENT DETAILS,"March 17, 1994",22:30,Near Nag,Military - Iranian Air Force,-,Tehran - Moscow,Lockheed Hercules C-130,5-8521,4432,32 (passengers:19 crew:13),32 (passengers:19 crew:13),0,Shot down with a missile by Armenian forces while en route.
ACCIDENT DETAILS,"March 18, 1994",11:43,"Key West, Florida",Chalk's International Airlines,?,Key West Harbor - Key West,Grumman G-73T Turbo Mallard,N150FB,J-51,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak."
ACCIDENT DETAILS,"March 18, 1994",01:56,"Spokane, Washington",Salair,?,Spokane - Portland,Douglas DC-3C,N3433Y,43089,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"The cargo plane lost a right engine during takeoff. The plane tried to return to the airport but crashed. The failure of the pilot-in-command to maintain airspeed. Factors to the accident were: cylinder fatigue, dark night and stall encountered."
ACCIDENT DETAILS,"March 21, 1994",?,"Weipa, Australia",Aurukun Air Services,?,?,Britten-Norman BN-2A-21 Trislander,VH-JUU,0632,6 (passengers:5 crew:1),6 (passengers:5 crew:1),0,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway."
ACCIDENT DETAILS,"March 23, 1994",?,"Near Bogota, Colombia",Orion - Air Taxi,?,Manaus - Bogota,Cessna 650 Citation VI,PT-OMV,650-0200,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,The plane crashed during an approach to Bogota.
ACCIDENT DETAILS,"March 23, 1994",14:30,"Near Fayetteville, North Carolina",Military - U.S. Air Force / Military U.S. Air Force,?,?,GD F-16D / Lockheed C-130E,88-0171/6810942,1D-25 / 4322,7 (passengers:0 crew:7),0 (passengers:0 crew:0),23,The jet fighter collided in mid air with the transport as they approached Pope Air Force Base. The fighter then slid into a staging area where troops were boarding a third aircraft (66-0173). The two fighter jet pilots parachuted to safety and the crew of five of 68-10942 were not injured but 23 on the ground were killed. Confusing instructions given to the F-16 by a civilian tower controller at Fayetteville.
ACCIDENT DETAILS,"March 23, 1994",00:57,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,593,Moscow - Hong Kong,Airbus A310-304,F-OGQS,596,75 (passengers:63 crew:12),75 (passengers:63 crew:12),0,"The aircraft crashed after a captain allowed his child to manipulate the controls of the plane. The pilot's 11 year old daughter and 16 year old son were taking turns in the pilot's seat. While the boy was flying, he inadvertently disengaged the autopilot linkage to the ailerons and put the airliner in a bank of 90 degrees which caused the nose to drop sharply. The co-pilot pulled back on the yoke to obtain level flight but the plane stalled. With his seat pulled all the way back, the co-pilot in the right hand seat could not properly control the aircraft. After several stalls and rapid pull-ups the plane went into a spiral descent. In the end the co-pilot initiated a 4.8g pull-up and nearly regained a stable flight path but the aircraft struck the ground in an almost level attitude killing all aboard. The aircraft was named Glinka, after Mikhail Glinka, the father of Russian music."
ACCIDENT DETAILS,"April 03, 1994",16:36,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,?,?,Bell 206B3,N27736,2773,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,"The helicopter crashed shortly after takeoff. The ingestion of foreign material (snow) in the engine, which resulted in a flameout (loss of engine power). Factors related to the accident were: the adverse weather conditions (snow falling & high density altitude), the lack of snow covers to protect the engine intakes while parked and awaiting for the weather conditions to improve, improper planning/decision by the pilot and the company/operator management, inadequate information in the flight manual, and the lack of suitable terrain for an emergency landing."
ACCIDENT DETAILS,"April 04, 1994",14:46,"Amsterdam, Netherlands",KLM Cityhopper,433,Amsterdam - Cardiff,Saab 340B,PH-KSH,195,24 (passengers:21 crew:3),3 (passengers:2 crew:1),0,"Shortly after taking off, the plane experienced engine problems and returned to the airport. While attempting to land the aircraft rolled to the right, pitched up, stalled and crashed. Inadequate use of the flight controls during an asymmetric go-around resulting in loss of control. Contributing factors were insufficient understanding of the flightcrew of the SAAB 340B engine oil system, lack of awareness of the consequences of an aircraft configuration with one engine in flight idle and poor crew resource management."
ACCIDENT DETAILS,"April 06, 1994",?,"Ambato, Ecuador",TAME,?,Taura - Latacunga,de Havilland Canada DHC-6 Twin Otter 300,FAE450,436,17 (passengers:14 crew:3),17 (passengers:14 crew:3),0,"Struck Mt. Lozan, at 13,400 ft. which was obscured by clouds 47 minutes after taking off."
ACCIDENT DETAILS,"April 06, 1994",?,"Kigali, Rwanda",Rwanda Government,?,"Tanzania - Kigali, Rwanda",Dassault Falcon 50,9XR-NN,006,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,"Shot down by a missile. President of Burundi, Cyprien Ntaryamira and president of Rwanda, Juvenal Habyarimana were killed."
ACCIDENT DETAILS,"April 14, 1994",09:25,Northern Iraq,Military - U.S. Army / Military U.S. Army,?,?,Sikorsky UH-60 / Sikorsky UH-60,8726000/8826060,?,26 (passengers:? crew:?),26 (passengers:? crew:?),0,Shot down by friendly fire during the Gulf War. Thirteen killed on each helicopter.
ACCIDENT DETAILS,"April 25, 1994",?,"Nanga Pinoh, Indonesia",Dirgantara Air Services,?,Pontianak - Nanga Pinoh,Britten Norman BN-2A-21 Trislander,PK-ZAA,0730,11 (passengers:10 crew:1),11 (passengers:10 crew:1),0,Crashed into Mt. Saran 30 minutes before it was scheduled to land in poor weather condtions.
ACCIDENT DETAILS,"April 26, 1994",20:16,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),140,Taipei - Nagoya,Airbus A300B4-622R,B-1816,580,271 (passengers:256 crew:15),264 (passengers:249 crew:15),0,"While on ILS approach to Nagoya Airport, at an altitude of 1,000 feet, the first officer inadvertently triggered the TOGA (take-off-go-around) lever. The crew tried to override this situation by turning off the autothrottle and reducing air speed. The aircraft stalled, hit the runway tail first and burst into flames. The plane crashed because of an extreme out of trim configuration brought about by the fact that the tailplane setting had moved automatically and undetected to a maximum nose-up position. The plane climbed at a steep angle until it stalled. The crew could have saved the aircraft even in the final seconds had they reverted to basic flight procedures and switched off the autopilot."
ACCIDENT DETAILS,"April 27, 1994",22:56,"Stratford, Connecticut",Action Airlines,?,"Atlantic City, NJ - Stratford, CT",Piper PA-31-350 Navajo,N990RA,31-7405417,9 (passengers:8 crew:1),8 (passengers:7 crew:1),0,"Landed in fog, overrunning the runway and crashing into a blast fence. The failure of the captain to use the available ILS glideslope, his failure to execute a go-around when conditions were not suitable for landing, and his failure to land the airplane at a point sufficient to allow for a safe stopping distance; the fatalities were caused by the presence of the nonfrangible blast fence and the absence of a safety area at the end of the runway"
ACCIDENT DETAILS,"April 29, 1994",14:27,"Near El Rosa, Colombia",Lineas Aereas de los Libertadores,?,Furatena - Quipama - Boyaca - Bogota,Cessna 208 Caravan I,HK-3479,00143,9 (passengers:8 crew:1),8 (passengers:7 crew:1),0,Crashed into a mountain while inbound for Bogota.
ACCIDENT DETAILS,"May 07, 1994",?,"Sao Gabriel, Brazil",Rico Taxi Aero,?,Sao Paulo - Sao Gabriel,Embraer 110 Bandeirante,PT-GJW,110-072,16 (passengers:14 crew:2),8 (passengers:6 crew:2),0,The aircraft was destroyed when it undershot the runway during a visual approach to Sao Gabriel and stuck trees.
