,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 1984",?,"Amman, Jordan",Military - Royal Jordanian Air Force,?,?,CASA 212-A3 Aviocar 100,324,55,13 (passengers:? crew:?),13 (passengers:? crew:?),0,Crashed due to mechanical problems.
ACCIDENT DETAILS,"January 03, 1984",?,"Novoagansk, Russia",Aeroflot,?,?,Mi-6,CCCP-21006,0239,76 (passengers:71 crew:5),38 (passengers:38 crew:0),0,The helicopter crashed on takeoff. Crew error.
ACCIDENT DETAILS,"January 09, 1984",22:30,"Saint Louis, Missouri",Skycraft Air Transport,?,"Saint Louis, MO - Toronto, Canada",Douglas DC-3,C-GSCA,15745/27190,2 (passengers:0 crew:2),1 (passengers:0 crew:1),0,"The attempts at taking off failed because of poor engine performance. On the third try power was lost in both engines and an emergency landing was attempted on a highway. The left wing struck a light pole. Jet-A fuel was used when refueling the aircraft, instead of aviation gas."
ACCIDENT DETAILS,"January 10, 1984",?,"Sofia, Bulgaria",Balkan Bulgarian Airlines,?,Berlin - Sofia,Tupolev TU-134A,LZ-TUR,4352308,50 (passengers:45 crew:5),50 (passengers:45 crew:5),0,The aircraft struck power lines and crashed into a forest during a snowstorm while attempting to land. A go-around was attempted at 300 ft. but the plane struck power lines and crashed 2.5 miles short of the runway. The crew descended below decision altitude while trying to make visual contact with the runway.
ACCIDENT DETAILS,"January 13, 1984",?,"Cochabamba, Bolivia",North East Bolivian Airways,?,?,Douglas EC-54U,CP-1090,36036,3 (passengers:0 crew:3),1 (passengers:0 crew:1),0,"After the No. 2 engine failed on takeoff, the pilot tried to land but the propellers struck the runway and the aircraft ran off the runway into a ditch."
ACCIDENT DETAILS,"January 24, 1984",?,"Near Manado, Indonesia",Pelita Air Service,?,?,CASA 212 Aviocar 200,PK-PCL,218/58N,9 (passengers:7 crew:2),6 (passengers:4 crew:2),0,"Crashed into a mountain at approximately 3,000 ft. while attempting to land."
ACCIDENT DETAILS,"January 28, 1984",?,"Izhevsk, Russia",Aeroflot,?,Kuibyshev - Izhevsk,Antonov An-24RV,CCCP-47358,67310607,51 (passengers:47 crew:4),4 (passengers:3 crew:1),0,The aircraft crashed after the elevator failed. Disconnection of the linkage of the elevators control rod.
ACCIDENT DETAILS,"January 30, 1984",06:30,"Terre Haute, Indiana",Britt Airways,?,Training,Swearingen SA.226TC Metro II,N63Z,TC-240,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,"After taking off from rwy 23, the aircraft crashed ssw of the airport about 6300 ft from the departure end of the runway wy & about 1800 ft to the left of the runway centerline. Impact occurred while the aircraft was in a steep descent. The wreckage path was scattered along a heading of 035 deg from the initial impact point. The aircraft was demolished by impact & fire & no preimpact part failure or malfunction was found that would have caused the accident. Cause undetermined."
ACCIDENT DETAILS,"February 16, 1984",?,"Near Debre Zelt, Ethiopia",Military - Ethiopian Air Force,?,?,Antonov AN-12,1506,4342002,38 (passengers:? crew:?),26 (passengers:? crew:?),0,The aircraft crashed after a hijacker detonated a hand grenade when the pilot tried to land.
ACCIDENT DETAILS,"February 19, 1984",?,"Near San Gerardo, El Salvador",Military - Salvadoran Air Force,?,?,Bell UH-1H / Bell UH-1H,?,?,28 (passengers:? crew:?),28 (passengers:? crew:?),0,"One of the helicopters was hit by guerrilla mortar fire and lost control, crashing into the other helicopter."
ACCIDENT DETAILS,"February 20, 1984",?,"Prosperine, Australia",Flight Safety Australia,?,?,Cessna 500 Citation I,VH-FSA,500-0237,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed short of the runway while landing.
ACCIDENT DETAILS,"February 24, 1984",?,Colombia,Taxi Aéreo del Guaviare,?,?,Cessna 404 Titan,HK-2685,404-0685,7 (passengers:? crew:?),7 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"February 27, 1984",?,"Off Matsuyama, Japan",Military - Japan Maritime Self Defense Force,?,?,PS-1,?,?,12 (passengers:? crew:?),12 (passengers:? crew:?),0,Crashed into the sea. Two bodies never recovered.
ACCIDENT DETAILS,"February 28, 1984",16:16,"JFK Airport, New York, New York",Scandinavian Airlines (SAS),901,"Oslo, Norway, New York, NY",McDonnell Douglas DC-10-30,LN-RKB,46871,177 (passengers:163 crew:14),0 (passengers:0 crew:0),0,"While attempting to land at JFK, New York, the aircraft touched down 4,700 feet beyond the threshold, slid off end of runway and came to rest in a tidal waterway. The crew's disregard for prescribed procedures for monitoring and controlling of airspeed during the final stages of the approach and decision to continue the landing rather than to execute a missed approach. Overreliance on the autothrottle speed control system which had a history of recent malfunctions."
ACCIDENT DETAILS,"February 28, 1984",19:30,"Near Borja, Spain",Military - U.S. Air Force,?,?,Lockheed C-130E,68-10944,4324,18 (passengers:9 crew:9),18 (passengers:9 crew:9),0,Struck the face of a mountain as it made a low-level suppy drop during a training mission.
ACCIDENT DETAILS,"March 05, 1984",?,"Cumberland, Maryland",Air Taxi,?,?,Piper PA-31,N6629L,?,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,Approximately 16 minutes prior to the accident the pilot was cleared for the localizer DME approach. The aircraft collided with the mountainous terrain on a heading of about 220 degrees at approx 8.5 DME on a bearing of 051 degrees from the airport. IFR procedure not followed. Proper altitude not maintained. Physical imparement of the pilot with carbon monoxide.
ACCIDENT DETAILS,"March 13, 1984",07:47,"Barranquilla, Colombia",Aerosucre Colombia,?,Barranquilla - Bogota,Curtiss C-46A,HK-1322P,444,6 (passengers:2 crew:4),4 (passengers:1 crew:3),0,"Tried to make an emergency landing. Touched down, lifted off, stalled and crashed."
ACCIDENT DETAILS,"March 16, 1984",?,"San Borja, Bolivia",Lloyd Aereo Boliviano,?,?,Fairchild F-27M,CP-862,BL-52,23 (passengers:20 crew:3),23 (passengers:20 crew:3),0,Crashed into the jungle.
ACCIDENT DETAILS,"March 24, 1984",?,"Near Rurrenabaque, Bolivia",Frigorifico Reyes,?,?,Douglas C-54,CP-1206,10559,5 (passengers:2 crew:3),5 (passengers:2 crew:3),0,"Shortly after the cargo plane took off, the engines began to backfire, the plane lost altitude, the right wing clipped trees and the plane crashed."
ACCIDENT DETAILS,"March 24, 1984",04:00,"Near Hunghae, South Korea",Military - U.S. Marine Corps,?,Pohang - Kannung,Sikorsky CH-53D,157132,?,29 (passengers:? crew:?),29 (passengers:? crew:?),0,Crashed into a wooded mountainside while flying VFR. Pilot error.
ACCIDENT DETAILS,"March 31, 1984",c 08:30,Off Bimini,State Airlines,?,Ft. Lauderdale - Bimini,Cessna 402B,N44NC,402B-0852,6 (passengers:5 crew:1),6 (passengers:5 crew:1),0,"Slowed to 90 knts and soon after began to descent at 5,400 fpm and disappeared from radar and crashed into the sea. The wreckage was never found."
ACCIDENT DETAILS,"April 04, 1984",?,"Florianopolis, Brazil",Líder Táxi Aéreo,?,?,PT-LCN,PT-LCN,24-287,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,Crashed while landing.
ACCIDENT DETAILS,"April 18, 1984",?,"Imperatriz, Brazil",VOTEC / VOTEC,?,?,Embraer 110EJ Band./Embraer 110P Band.,PT-GJZ/PT-GKL,110088 / 110170,35 (passengers:31 crew:4),19 (passengers:17 crew:2),0,"Midair collision. Same aircraft type, same airline. One of 17 killed aboard PT-GKL and all 18 aboard PT-GJZ were killed. PT-GJZ crashed out of control but PT-GKL was able to make a forced landing without its No.1 engine on a river after which it sank."
ACCIDENT DETAILS,"May 08, 1984",?,"Elbet Beni Salama, Egypt",Military - Egyptian Air Force,?,?,McDonnel F-4E Phantom II,?,?,2 (passengers:0 crew:2),2 (passengers:0 crew:2),19,"Crashed into a village approximately 80 miles from Cairo, killing 19 on the ground."
ACCIDENT DETAILS,"May 15, 1984",?,"Ushuaia, Argentina",Tierra del Fuego Province,?,?,Gates Learjet 35A,LV-TDF,22636,12 (passengers:10 crew:2),12 (passengers:10 crew:2),0,Crashed in poor weather. The pilot descended below minimum safe altitude. Flying VFR in IFR conditions.
ACCIDENT DETAILS,"May 30, 1984",01:45,"Chalkhill, Pennsylvania",Zantop International Airlines,?,Baltimore - Detroit,Lockheed L-188AF Electra,N5523,1034,4 (passengers:1 crew:3),4 (passengers:1 crew:3),0,"The cargo aircraft's entry into an unusual attitude and the inability of the flight crew to analyze the flight condition before there was a complete loss of control. Although the precise reason for the loss of control was not identified, an undetermined failure of a component in the No.2 vertical gyro system, perhaps involving the amplifier and associated circuitry, probably contributed to the cause of the accident by incorrectly processing data to the co-pilot's approach horizon. The inflight structural failure of the aircraft was due to overload."
