,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 05, 1967",06:55,"New Shrewsbury, New Jersey",Red Bank Air Taxi,?,?,Beechcraft D18S,N2045D,?,9 (passengers:8 crew:1),9 (passengers:8 crew:1),0,The left engine failed during take off. The aircraft was at its maximum gross weight and aft center of gravity limit. The pilot did not properly feather the prop. The plane stalled and crashed.
ACCIDENT DETAILS,"January 06, 1967",16:25,"Hilo, Hawaii",Channel Air Lift,?,?,Curtiss C-46F,N30046,22417,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,Cargo shifted during takeoff. The plane tried to return for a landing but crashed. Improperly loaded aircraft.
ACCIDENT DETAILS,"January 17, 1967",?,Atlantic Ocean,Air Taxi,?,?,Piper PA-23,N4129P,?,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"Disappeared while en route on a flight from San Juan, Puerto Rico to St. Thomas, Virgin Islands. Wreckage never recovered."
ACCIDENT DETAILS,"January 17, 1967",?,"Off Okisu, Japan",Military - Japan Maritime Self Defense Force,?,?,S2F-1 / HSS-2,?,?,10 (passengers:0 crew:10),10 (passengers:0 crew:10),0,Mid air collision. Both planes crashed into the sea.
ACCIDENT DETAILS,"January 21, 1967",04:15Z,"Frankfurt, Germany",Air Ferry,?,"Manchester, England - Frankfurt, Germany",Douglas C-54A,G-ASOG,10359,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed short of the runway. The crew did not set the altimeters in the final approach according to the instructions in the operations manual. This error was aggravated by the fact that the final approach check list did not coincide with the altimeter setting procedure. In consequence the crew unintentionally flew below critical height and the aircraft collided with trees when the altimeters were showing approx. 200 ft. above the critical height.
ACCIDENT DETAILS,"February 06, 1967",?,"Aleppo, Syria",Syrian Arab Airlines,?,?,Douglas DC-3,YK-ACB,33559,19 (passengers:? crew:?),1 (passengers:? crew:?),0,Crashed into building while landing.
ACCIDENT DETAILS,"February 07, 1967",?,"Near Hourghada, UAR",Misrair,?,?,Antonov AN-24,?,?,30 (passengers:? crew:?),30 (passengers:? crew:?),0,Crashed after an explosion aboard the aircraft.
ACCIDENT DETAILS,"February 07, 1967",00:02,"Albuquerque, New Mexico",Avanti Aviation -Air Taxi,?,?,Cessna 210-5A,N4855U,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,"Pilot misjudged altitude and distance and crashed into a mountain at 8,800 ft. Pilot tested positive for alcohol."
ACCIDENT DETAILS,"February 09, 1967",05:15,"Near Mexico City, Mexico",Cubana de Aviacion,?,Havana - Mexico City,Antonov AN-12,CU-T827,401504,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,Crashed due to bomb explosion.
ACCIDENT DETAILS,"February 10, 1967",?,"Zurich, Switzerland",Swissair,?,Training,Convair CV-440,HB-IMF,355,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,"A flight instructor and 3 trainees were practicing landing and takeoffs. The plane struck a mountain while in a climb out pattern. They took off on Runway 28 at Zurich airport and headed straight out instead of turning, until the struck the mountain. There was no flight recorder on board so the reason for the navigational error is unknown."
ACCIDENT DETAILS,"February 15, 1967",12:13,"Youngstown, Ohio",Vercoa Air Service - Air Taxi,?,?,Cessna 182,N3796U,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Suffered complete engine failure and tried to return to the airport but crashed. Fuel contaminated with water.
ACCIDENT DETAILS,"February 16, 1967",14:21,"Manado, Indonesia",Garuda Indonesia Airlines,708,Jakarta - Menado via Surabaya,Lockheed L-188C Electra,PK-GLB,2021,63 (passengers:55 crew:8),22 (passengers:22 crew:0),0,"Crashed on approach, landing short of the runway, collapsing the landing gear. Awkward landing technique resulting in excessive rate of sink. Contributing factors include narrow runway, uneven runway necessitating landing as close to the threshold as possible and marginal weather conditions."
