,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 01, 1976",c 05:30,"Near Al Qaysumah, Saudi Arabia",Middle East Airlines,438,Beirut - Dubai,Boeing B-720B-023B,OD-AFT,18020/165,82 (passengers:67 crew:15),82 (passengers:67 crew:15),0,The aircraft broke-up at FL 370 and crashed in the desert. Detonation of an explosive device in the forward cargo compartment.
ACCIDENT DETAILS,"January 03, 1976",10:05,"Moscow, Russia",Aeroflot,2003,Moscow - Vnukovo,Tupolev TU-124,CCCP-45036,3351001,61 (passengers:56 crew:5),61 (passengers:56 crew:5),1,"After taking off the plane entered clouds. Both artificial horizons failed. The plane rolled to the left until it reached an angle of 95 degrees, descended and crashed."
ACCIDENT DETAILS,"January 03, 1976",17:58,"Anchorage, Alaska",Winship Air,?,"Anchorage, AK - Deadhorse, AK",Lear Jet 24A,N651LJ,125,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,Crashed short of the runway in fog. The pilot descended below published minimums because of low fuel. Inadequate preflight planning. Improper IFR operation.
ACCIDENT DETAILS,"January 06, 1976",20:15,"Grants, New Mexico",Orlando Airways - Air Taxi,?,"Albuquerque, NM - Gallup, NM",Piper PA-23,N5258Y,?,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Crashed in snow showers and low visibility.
ACCIDENT DETAILS,"January 08, 1976",?,"Mactan Island, Philippines",Philippine Aerotransport,?,?,Britten-Norman BN-2A-21 Islander,RP-C2135,439,7 (passengers:6 crew:1),7 (passengers:6 crew:1),0,?
ACCIDENT DETAILS,"January 15, 1976",14:24,"Orofino, Idaho",Green Acres - Air Taxi,?,"Butte, MT - Kooskia, ID",Bellanca 17-30,N7385V,?,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"Struck trees in mountainous area in rain and low visibility at 5,700 ft. north of proposed route. Continued VFR flight into adverse weather."
ACCIDENT DETAILS,"January 15, 1976",?,"Near Bogota, Colombia",Taxi Aereo el Venado,?,Bogota - La Macarene,Douglas C-54A,HK-172,10280,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,"Hit an 11,620 ft. mountain in poor weather."
ACCIDENT DETAILS,"January 18, 1976",15:44,"Near San Borja, Bolivia",Frigorifico Maniqui,?,?,Douglas C-47,CP- 573,4682,10 (passengers:7 crew:3),7 (passengers:4 crew:3),0,"The plane was forced to return to San Borja after the No.2 engine failed. After crossing the runway the plane crashed into trees 1.2 miles past the end of the runway. Malfunction or failure of the No. 2 engine, landing gear malfunction and an improper landing procedure."
ACCIDENT DETAILS,"January 20, 1976",07:15,"Near Loja, Ecuador",TAME,?,Loja - Guayaquil,Hawker Siddeley HS-748-246,FAE-683,1683,42 (passengers:36 crew:6),34 (passengers:28 crew:6),0,The aircraft lost altitude and the right wing struck trees as the plane crashed in the Chillacocha mountain range at 9.000 ft. while en route.
ACCIDENT DETAILS,"January 21, 1976",?,"Near Shanghai, China",CAAC,?,Guangzhou - Changsha,Antonov AN-24,B-492,?,40 (passengers:? crew:?),40 (passengers:? crew:?),0,Crashed during the approach.
ACCIDENT DETAILS,"January 22, 1976",?,"Chapeco, Brazil",Transbrasil,?,?,Embraer 110C Bandeirante,PT-TBD,110011,11 (passengers:9 crew:2),9 (passengers:7 crew:2),0,Crashed during takeoff.
ACCIDENT DETAILS,"January 30, 1976",15:35,"Frunze, Kyrgyzstan",Aeroflot,?,Training,Ilyushin IL-18V,CCCP-75558,184007505,6 (passengers:0 crew:6),6 (passengers:0 crew:6),0,The crew was practicing dual engine failure with No. 3 and 4 engines shut down. The airplane lost control when the captain attempted a go-around and the No. 3 engine failed to relight. The propeller caused strong drag and the aircraft rolled and impacted the ground.
ACCIDENT DETAILS,"February 03, 1976",05:42,"Lafayette, Louisiana",Falcon Airways - Air Taxi,?,"Lafayette, LA - Patterson, LA",Beechcraft C-45H,N3329G,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,"After the plane took off, cargo shifted causing the plane to enter a layer of fog and crash into a swamp. Improperly loaded cargo."
ACCIDENT DETAILS,"February 04, 1976",?,"Off Santa Maria, Colombia",LAC Colombia,?,Santa Maria - Curacao,Douglas DC-6A,HK-1389,43519/221,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane crashed into the ocean. Engine failure.
ACCIDENT DETAILS,"February 06, 1976",?,"Madrid, Spain",Military - U.S. Air Force,?,"Mildenhall, England - Torrejon AFB",Boeing KC-135A,60-0368,18143/482,7 (passengers:0 crew:7),7 (passengers:0 crew:7),0,Crashed and burned while attempting to land.
ACCIDENT DETAILS,"February 08, 1976",10:44,"Van Nuys, California",Mercer Airlines,?,Burbank - Ontario,Douglas DC-6,N901MA,36326,6 (passengers:1 crew:5),3 (passengers:1 crew:2),0,"The aircraft took off from Burbank when a propeller blade separated, causing an engine failure. The aircraft circled back to the airport and attempted an emergency landing but upon touchdown the plane’s speed was too great. As a result, the landing was aborted and the flight crew opted to divert to nearby Van Nuys Airport. While en route, a second engine failed and the aircraft crashed onto the Woodley Golf Course one mile short of the runway at Van Nuys. The aircraft plowed into a small unoccupied building and came to rest against a portable bungalow."
ACCIDENT DETAILS,"February 09, 1976",08:15,"Irkutsk, Russia",Aeroflot,3739,Irkutsk - Novosibirsk,Tupolev TU-104A,CCCP-42327,66600201,124 (passengers:104 crew:10),24 (passengers:15 crew:9),0,After taking off the plane began to bank to the right until it crashed. Asymmetrical refueling of the plane. Pilot error.
