,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 1997",18:35,"Edenton, North Carolina",Tar Heel Aviation,?,Manteo - Edenton,Cessna 208B Grand Caravan,N802TH,208B-0179,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,"While on approach the plane struck power lines and came to rest in shallow water. The pilot's continued VFR flight into instrument meteorological conditions. Factors in this accident were; fog, the low ceiling, and the dark night."
ACCIDENT DETAILS,"January 07, 1997",11:00,"Near Moamoa, Samoa",Polynesian Airlines,211,Pago Pago - FagaliI,de Havilland Canada DHC-6 Twin Otter 300,5W-FAU,678,5 (passengers:3 crew:2),3 (passengers:2 crew:1),0,Crashed onto a mountin in high winds and rain after being diverted from another airport.
ACCIDENT DETAILS,"January 09, 1997",15:54,"Near Monroe, Michigan",Comair,3272,Cincinnati - Detroit,Embraer 120RT Brasilia,N265CA,120257,29 (passengers:26 crew:3),29 (passengers:26 crew:3),0,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions. Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions. In addition, Embraer's manual for the aircraft specified correctly that the deicing boots should be activated as soon as icing occured. But the pilots were trained by Comair's manual, which specified waiting until ice was about 1/2 inch thick."
ACCIDENT DETAILS,"January 29, 1997",23:10,"Sparrevohn, Alaska",Southcentral Air,?,St. Marys - Kenai,de Havilland Canada DHC-4A Caribou,N702SC,126,2 (passengers:0 crew:2),1 (passengers:0 crew:1),0,"While en rote the plane experienced engine trouble. The crew decided to divert to Sparrevohn. While attempting to land the plane encountered strong turbulence from surrounding mountains. Although full power was applied to the good engine the plane crashed into terrain. Loss of the right engine propeller control oil, which led to an overspeed of the right engine and propeller, and necessitated a shut-down of the right engine; and failure of the pilot to maintain adequate altitude/distance from terrain during visual approach for a precautionary landing at an alternate airport. Factors relating to the accident were: fluctuation of the left engine power, premature lowering of the airplane flaps, and an encounter with adverse weather conditions (including high winds, severe turbulence, and white-out conditions) during the approach."
ACCIDENT DETAILS,"January 31, 1997",?,"Yola, Nigeria",Skypower Express Airways,?,Jos - Yola,Embraer 110P1A Bandeirante,5N-AXS,110458,16 (passengers:13 crew:3),5 (passengers:2 crew:3),0,After being in a holding pattern for over an hour the plane hit trees and a power line and crashed 700m short of the runway.
ACCIDENT DETAILS,"February 01, 1997",14:38,"Tambacoumba, Senegal",Air Senegal,?,Tambacounda - Dakar,Hawker Siddeley HS-748-353 Srs.2a,6AV-AEO,1769,52 (passengers:49 crew:3),25 (passengers:22 crew:3),0,The aircraft crashed shortly after taking off fromTambacoumba after losing power in the left engine. Fuel contamination.
ACCIDENT DETAILS,"February 02, 1997",17:30,"Near Quiangala, Angola",Force Area Populaire de Angola,?,Luanda - Cafunfo,CASA 212 Aviocar 200,T-400,325,37 (passengers:33 crew:4),37 (passengers:33 crew:4),0,The plane took off from Luanda bound for Cafunfo in northeastern Angola when it disappeared en route. Witnesses later stated the plane appeared to be in trouble and flying at a low altitude before it crashed.
ACCIDENT DETAILS,"February 04, 1997",c 19:00,Northern Israel,Military - Israel Air Force /Military - Israel Air Force,?,?,Sikorsky CH53D / Sikorsky CH53D,357 / 903,?,73 (passengers:? crew:?),73 (passengers:? crew:?),0,The two military helicopters crashed into each other while taking off in darkness killing all aboard.
ACCIDENT DETAILS,"February 14, 1997",12:34,"Carajas, Brazil",Varig,265,Maraba - Carajas,Boeing B-737-2C3,PP-CJO,21013/393,52 (passengers:46 crew:6),1 (passengers:0 crew:1),0,The aircraft touched down hard. The right main landing gear collapsed causing the plane to veer to the right and end up in a wooded area. The first officer was killed.
ACCIDENT DETAILS,"February 19, 1997",03:06,"Guatemala City, Guatemala",Transpolar,?,"Lima, Peru - Guatemala City, Guatemala",IAI 1124 Westwind,YV-160CP,211,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,Flew into a mountain while on approach.
