,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 09, 1983",?,"Brainerd, Minnesota",Republic Airlines,927,Minneapolis-St Paul - Brainerd,Convair 580-11A,N844H,327A,33 (passengers:30 crew:3),1 (passengers:1 crew:0),0,"The plane landed 1,725 feet beyond the runway threshold, right wing down, veered to the right until the right propeller struck a 2 to 3 foot snow bank. The blade separated from the engine and penetrated the cabin. Proper alignment not attained by pilot in command. Terrain condition, snow bank. Lack of NOTAM. Improper snow removal."
ACCIDENT DETAILS,"January 11, 1983",02:50,"Detroit, Michigan",United Air Lines,2885,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,N8053U,46010/406,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crew's failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off."
ACCIDENT DETAILS,"January 14, 1983",?,"Near Karimui, Papua New Guinea",Talair,?,?,Britten Norman BN-2A-20 Trislander,P2-ISH,0757,10 (passengers:? crew:?),10 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"January 16, 1983",?,"Ankara, Turkey",Turkish Airlines (THY),?,Istanbul - Ankara,Boeing B-727-2F2,TC-JBR,21603/1389,67 (passengers:60 crew:7),47 (passengers:47 crew:0),0,"The flight originated in West Germany and stopped in Istanbul before beginning a 40-minute flight to Ankara's Esenboga Airport. The aircraft crashed short of the runway in fog, snow and poor visibility. Windshear."
ACCIDENT DETAILS,"February 13, 1983",?,"Fayetteville, North Carolina",Military - U.S. Air Force,?,?,Lockheed C-130H Hercules,74-1693,4693,6 (passengers:0 crew:6),6 (passengers:0 crew:6),0,An overheated APU led to a fire and loss of control of the aircraft.
ACCIDENT DETAILS,"February 23, 1983",23:17,"Brooksville, Florida",Air Taxi - Capital Aviation Services,?,"Tallahssee, FL - Lakeland, FL",Piper PA-32-301,N28216,328006,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,The aircraft disappeared after entering an area of severe turbulence. Excessive airspeed for area of turbulence. Exceeded design stress limits of aircraft.
ACCIDENT DETAILS,"March 09, 1983",?,"Off Macae, Brazil",Aeroleo Taxi Aereo,?,?,Bell 212,PT-HJN,30761,11 (passengers:? crew:?),11 (passengers:? crew:?),0,Crashed into the sea.
ACCIDENT DETAILS,"March 10, 1983",?,"Near Shach Goan, Afghanistan",Bakhtar Afghan Airlines,?,?,de Havilland Canada DHC-6 Twin Otter 300,YA-GAZ,395,19 (passengers:17 crew:2),19 (passengers:17 crew:2),0,"Pilot decided to climb and continue to fly VFR in deteriorating weather. The plane crashed in an area of rain, turbulence and thunderstorms. Continued VFR flight in poor weather and a physical impairment due to lack of oxygen when flying at high altitude."
ACCIDENT DETAILS,"March 11, 1983",c 07:00,Barquisimeto Venezuela,Avensa,?,Caracas - Barquisimeto,McDonnell Douglas DC-9-32,YV-67C,47025/106,50 (passengers:45 crew:5),23 (passengers:22 crew:1),0,"The aircraft landed past the runway threshold, experienced a hard landing in fog, slid off the runway and broke up. Improper in-flight decisions and inadequate supervision of the flight."
ACCIDENT DETAILS,"March 24, 1983",02:36,"Jeffersonville, Georgia",Air Taxi,?,"Jacksonville, FL - Atlanta, GA",Mitsubishi MU-2B-60,N72B,?,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,The aircraft entered a high speed dive for reasons unknown and crashed. Exceeded design limits of aircraft.
ACCIDENT DETAILS,"March 30, 1983",05:14,"Newark, New Jersey",Central Airlines,?,Chicago - Newark,Learjet 25,N51CA,25-030,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"While attempting to land, the cargo plane came in too steep and fast, bounced on landing, crashed and burned. Loss of control following ground contact due to anunstabilized approach. Impairment of the flightcrew's judgment, decision making and flying abilities by a combination of physioIogical and psychological factors."
ACCIDENT DETAILS,"April 03, 1983",?,"Guangzhou, China",Total,?,?,Beech Super King Air 200,F-BVRP,BB-0038,8 (passengers:? crew:?),8 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"April 07, 1983",14:55,"Selawik, Alaska",Munz Northern Airlines,601,Nome - Ambler,Britten-Norman BN-2A-8 Islander,N37MN,558,3 (passengers:2 crew:1),2 (passengers:1 crew:1),0,Lost control of the aircraft and crashed in a snow storm. Continued VFR flight in IFR conditions.
ACCIDENT DETAILS,"April 16, 1983",?,"Near Khartoum, Sudan",Air Liberia,?,?,Hawker Siddeley HS-748-329 Srs. 2A,EL-AIH,1755,9 (passengers:6 crew:3),8 (passengers:5 crew:3),9,The No.2 engine failed during climbout forcing a return to the airport. While on the base leg the aircraft lost altitude and crashed. High Pressure fuel pump shaft broke due to pump seizure. The remaining engine could not produce enough power because the fuel datum trimmer wasn't reset in accordance with the flight manual.
ACCIDENT DETAILS,"April 19, 1983",07:20,"Near Toba, Japan",Japan Air Self-Defence Force,?,?,Kawasaki C-1 / Kawasaki C-1,58-1009/68-1015,?,14 (passengers:? crew:?),14 (passengers:? crew:?),0,"Both aircraft, flying in tandem, crashed into the side of a mountain. A third aircraft brushed trees and managed to remain airborne."
ACCIDENT DETAILS,"April 19, 1983",18:09,"Leninakan, Russia",Aeroflot,E-46,Nalchik - Leninakan,Yakovlev YAK-40,CCCP-87291,9320628,21 (passengers:17 crew:4),21 (passengers:17 crew:4),0,The crew deviated from course while descending to land. Navigational error. ATC procedural error in not identifying the planes position.
ACCIDENT DETAILS,"April 26, 1983",17:37,"Iwakuni AB, Japan",Military - Japan Maritime Self Defense Force,?,?,PS-1,?,?,14 (passengers:0 crew:14),11 (passengers:0 crew:11),0,Crashed near an ammo depot.
ACCIDENT DETAILS,"April 29, 1983",15:10,"Guayaquil, Ecuador",SAN Ecuador,832,Guayaquil - Quito,Sud Aviation SE-210 Caravelle VIR,HC-BAT,125,100 (passengers:94 crew:6),8 (passengers:7 crew:1),0,One of the aircraft's engines failed shortly after takeoff and the plane landed heavily on muddy ground and broke in three.
