,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 02, 1965",09:57,"Near Darwaza, Russia",Aeroflot,?,Darwaza - Ashgabat,Li-2,CCCP-63842,6401,24 (passengers:22 crew:2),24 (passengers:22 crew:2),0,The plane took off and crashed. Fuel starvation.
ACCIDENT DETAILS,"January 03, 1965",21:03,"Alma-Ata, Kazakhstan",Aeroflot / Kazakhstan,101,Semipalatinsk - Alma-Ata,Ilyushin IL-18B,CCCP-75685,189001105,103 (passengers:95 crew:8),64 (passengers:61 crew:3),0,"During the approach the weather was below minima, but the crew was not aware of this. The plane deviated off course and the controller instructed the crew to execute a go-around but the captain continued the approach. The airplane struck the ground 75m short and to the right of the runway, crossed a ditch and struck trees."
ACCIDENT DETAILS,"January 05, 1965",00:28,"Kla City, Oklohoma",Alva Aircraft Service - Taxi,?,?,Cessna 182B,N2401G,?,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,Crashed while en-route. Pilot flew into adverse weather conditions. Spatial disorientation.
ACCIDENT DETAILS,"January 13, 1965",12:25,"Fairbanks, Alaska",Fairbanks Air Service - Taxi,?,?,Cessna 180E,N8689X,?,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed while en-route. VFR flight into adverse weather conditions.
ACCIDENT DETAILS,"January 16, 1965",09:30,"Wichita, Kansas",Military - U.S. Air Force,?,?,Boeing KC-135A,57-1442,17513,7 (passengers:0 crew:7),7 (passengers:0 crew:7),23,"Shortly after taking off, the aircraft made a left bank attempting to return to McConnell Air Force Base and transmitted a distress message. Soon after, the plane crashed to the ground in a nose-down attitude into houses. Remains of a parachute were found in the No. 1 engine which may have led to an asymmetrical thrust condition."
ACCIDENT DETAILS,"January 17, 1965",?,"Near Durango, Mexico",Aerovias del Norte,?,?,Curtiss C-46,?,?,10 (passengers:7 crew:3),10 (passengers:7 crew:3),0,Crashed while attempting to land and caught fire.
ACCIDENT DETAILS,"January 22, 1965",?,Mt. Helmos. Greece,Military - U.S. Air Force,?,?,Douglas C-124C,52-1058,43967,10 (passengers:0 crew:10),10 (passengers:0 crew:10),0,Struck a mountain.
ACCIDENT DETAILS,"February 03, 1965",?,"Garoua, Cameroon",Air Cameroon,?,?,Curtiss C-46A,F-OAFI,26810,4 (passengers:1 crew:3),4 (passengers:1 crew:3),0,?
ACCIDENT DETAILS,"February 06, 1965",08:36,"San Jose Volcano, Chile",LAN,107,Santiago - Buenos Aires,Douglas DC-6B,CC-CCG-104,45513/1004,87 (passengers:80 crew:7),87 (passengers:80 crew:7),0,"After an improper climb, the aircraft flew into a 12,000 ft. mountain in the La Melosas area of the Andes. Crew did not follow flight plan for climbing out of Santiago."
ACCIDENT DETAILS,"February 08, 1965",18:26,"Off Jones Beach, New York, New York",Eastern Air Lines,663,New York City - Richmond VA,Douglas DC-7B,N849D,45455/981,84 (passengers:79 crew:5),84 (passengers:79 crew:5),0,"The aircraft crashed shortly after taking off after taking evasive action to avoid Pan American Flight 212, a Boeing-707, that was planning to land. The aircraft were separated vertically by approximately 1,000 feet although this was not known to the controllers involved. The EAL captain had the illusion that a potential collision course existed. As a result of this illusion, a descent was initiated. In this circumstance the DC-7 was placed in an unusual attitude, resulting in spatial disorientation of the crew. Placement of the two aircraft on a near head on course which prompted the EAL plane to make an evasive maneuver from which the pilots could not recover."
