,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 08, 2016",0020,"Akkajaure Lake, Norrbotten, Sweden",West Air Sweden,294,Oslo - Tromsø,Canadair CRJ-200,SE-DUX,7010,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,"While en route, the crew of the cargo plan sent a unintelligible mayday message. The plane went into a near vertical dive and disintegrated on impact with the ground. PC While flying at night, one Inertial Reference Unit failed and suddenly the instruments for the pilot flying showed the plane pitching steeply up, which he tried to correct. Due to the plane's unusual attitude, the instruments went into a ""declutter"" mode, which among other things removed the indication that the two pilots' instruments were conflicting."
ACCIDENT DETAILS,"February 02, 2016",?,"Near Mogadishu, Somalia",Daallo Airlines,3159,Mogadishu - Djibouti,Airbus A321-111,SX-BHS,642,72 (passengers:72 crew:?),1 (passengers:1 crew:?),0,Shortly after leaving Mogadishu Airport a loud bang was heard in the cabin. There was a loss of pressurization and the plane made an emergency landing back at the airport. A large hole was observed in the side of the fuselage. A bomb containing TNT was detonated in the cabin. The bomber was sucked out of the plane and killed.
ACCIDENT DETAILS,"February 24, 2016",0815,"Dana, Nepal",Tara Air,193,?,de Havilland DHC-6 Twin Otter 400,9N-AHH,926,23 (passengers:20 crew:3),23 (passengers:20 crew:3),0,The plane crashed in the mountainous northern region of Nepal half-way through a 20 minute flight to Jomsom. The plane was relatively new. There was wind and dense fog at the time of the accident.
ACCIDENT DETAILS,"February 26, 2016",?,"250 miles northwest of Kathmandu, Nepal",Kasthamandap Airlines,?,Nepalganj - Jumla,PAC 750XL,9N-AJB,160,11 (passengers:9 crew:2),2 (passengers:0 crew:2),0,The plane went into a steep descent and crashed onto a field in the mountains of the Kalikot district. The plane was reported to be trying to make an emergency landing. Both the pilot and copilot were killed and nine passengers were injured.
ACCIDENT DETAILS,"March 09, 2016",0905,"Cox's Bazar, Bangladesh",True Aviation Ltd.,?,Cox's Bazar - Jessore,Antonov AN-26,S2-AGZ,13408,4 (passengers:0 crew:4),3 (passengers:0 crew:3),0,"The cargo plane, carrying shrimp, crashed less than 5 minutes after taking off from Cox's Bazar Airport. The pilot declaired an emergency and tried to return to the airport but crashed into the shallow waters of the Bay of Bengal just offshore."
ACCIDENT DETAILS,"March 15, 2016",1430,"Fatima Pastaza, Ecuador",Military - Ecuador Army,?,Training,IAI Attava 201,E-206,090,22 (passengers:19 crew:3),22 (passengers:19 crew:3),0,"The crew was conducting sky diving exercises when, an hour into the flight they radioed they were returning to base due to deuterating weather conditions. Shortly thereafter the plane went out of control and crashed in a wooded area. Nineteen passengers and the 3 pilots were killed."
ACCIDENT DETAILS,"March 19, 2016",0341,"Rostov-on-Don, Russia",Flydubai,981,Dubai - Rostov,Boeing 737-8KN (WL),A6-FDN,40241/3517,62 (passengers:55 crew:7),62 (passengers:55 crew:7),0,"At 2237, at Rostov-on-Don, the crew aborted a landing attempt to Runway 22 due to poor weather conditions. The plane was instructed to enter a holding pattern at 15,000 feet where it remained for a little under two hours. During a second landing attempt, at 3.4 miles from the runway and an altitude of 1,500 feet the crew executed a second go around and climbed to 3,975 feet, after which, the plane went out of control in a nose down attitude and hit the runway at high rate of speed and disintegrated."
ACCIDENT DETAILS,"March 29, 2016",1140,"Magdelen Islands, Quebec, Canada",Marquise Aviation Corp.,?,Montreal - Iles-de-la-Magdelen,Mitsubishi MU-2B 60 Marquise,N246W,1552S-A,7 (passengers:5 crew:2),7 (passengers:5 crew:2),0,"The plane crashed while on approach to Iles-de-la-Magdelen Airport in poor weather conditions. Former Canadian cabinet minister Jean Lapierre, his wife, 2 brothers and sister were among those killed. All five were on the way to a funeral for Lapierre's father. The pilot was flying the plane too fast and too high while on approach to land."
ACCIDENT DETAILS,"April 04, 2016",1530,"Near Pigeon Forge, Tennessee",Smoky Mountain Helicopters,?,Sightseeing,Bell 206L,N16760,45081,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,The helicopter crashed in a wooded hillside while on a sightseeing flight..
ACCIDENT DETAILS,"April 13, 2016",1420,"Kiunga, Papua New Guinea",Sunbird Aviation,?,Oksapmin - Kiungaraining,Britten-Norman Islander,P2-SBC,3010,12 (passengers:11 crew:1),12 (passengers:11 crew:1),0,"While on approach, the plane stalled and crased in a wooded area 1 km short of the runway. The accident took place in stormy weather.Three survived, but later died of their injuries. Possible engine failure."
