,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 03, 1947",?,"Sao Paulo, Brazil",Panair do Brasil,?,?,Sikorsky S-43B (flying boat),PP-PBN,4315,14 (passengers:? crew:?),11 (passengers:? crew:?),0,"Crashed into the Solimoes River, an extension of the Amazon river."
ACCIDENT DETAILS,"January 05, 1947",?,"Tsingtao, China",China National Aviation Corporation,?,Shanghai - Tsingtao - Beijing,Douglas DC-4,XT-T51,?,38 (passengers:33 crew:5),38 (passengers:33 crew:5),0,Crashed into a mountain while on approach in low overcast.
ACCIDENT DETAILS,"January 05, 1947",c 20:00,"Carmel, New Jersey",Nationwide Air Transport,?,Miami - Raleigh - Washington,Douglas DC-3,N50046,34373,23 (passengers:20 crew:3),3 (passengers:2 crew:1),0,"The aircraft diverted from Washington to Millville because of heavy traffic in the Washington area. Near fuel exhaustion forced the crew to carry out an emergency landing. While maneuvering to find a suitable location during heavy snow, the aircraft struck trees and crashed. Failure of the Weather Bureau to anticipate below minimum conditions north and south of Washington. Failure of CAA to transmit the flight plan to Millville in sufficient time to alert that station to the arrival of the flight."
ACCIDENT DETAILS,"January 11, 1947",?,"Near Lympne, England",British Overseas Airways,?,London - Bordeaux,Douglas C-47A-1-DK,G-AGJX,12014,16 (passengers:11 crew:5),8 (passengers:4 crew:4),0,Ran out of fuel and crashed after not being able to land at Bordeaux or Paris and attempting to land at Lympne. Poor planning and operation by the crew. Poor weather conditions encountered throughout the flight. Crew unfamilar with route.
ACCIDENT DETAILS,"January 11, 1947",?,"Off Laoag, China",Far Eastern Air Transport,?,Shanghai - Manila,Douglas DC-4 (C-54A-DO),PI-C100,3106,42 (passengers:37 crew:5),7 (passengers:7 crew:0),0,The plane ditched into the Pacific Ocean 80 miles west of Laoaq after a fire broke out in the No. 2 engine.
ACCIDENT DETAILS,"January 12, 1947",01:38,"Near Galax, Virginia",Eastern Air Lines,665,"Akron, OH - Winston/Salem, NC",Douglas DC-3,NC88872,3274,19 (passengers:16 crew:3),18 (passengers:15 crew:3),0,"The aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of Winston-Salem. The pilot took an unapproved route and let down without having positively determined the position of the aircraft. A contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was."
ACCIDENT DETAILS,"January 14, 1947",09:00,"Near Puebla, Mexico",Military - Mexican Air Force,?,Puebla - Oaxaca,Lockheed C-60 Lodestar,60-03,?,21 (passengers:17 crew:4),21 (passengers:17 crew:4),0,Crashed and burned moments after takeoff. Failure of the right engine.
ACCIDENT DETAILS,"January 22, 1947",?,"Puesto Araujo, Colombia",AVIANCA,?,Bogota - Barrancabermeja,Douglas DC-3 ( C-47-DO),C-108,4829,17 (passengers:13 crew:4),17 (passengers:13 crew:4),0,Crashed in the jungles of the Magdalena river valley. Wreckage found a week later.
ACCIDENT DETAILS,"January 25, 1947",11:40,"Croydon, Surrey, England",Spencer Airways / Ceskoslovenske Aerolinie,?,Guangzhou - Chongqing,Douglas C-47 / Douglas DC-3,VP-YFD/OK-WDB,19979 / 9503,23 (passengers:18 crew:5),12 (passengers:11 crew:1),0,"Just after becoming airborne, the plane never gained altitude, overran the runway and crashed into a Ceskoslovenske Dakota. Twelve killed on the Spencer Airways none on the Ceskoslovenske. Loss of control by the captain of the Spencer Airways plane, who, when attempting to take-off a heavily loaded aircraft in poor visibility allowed it to become airborne in a semi-stalled condition."
ACCIDENT DETAILS,"January 25, 1947",14:00,"Chongqing, China",China National Aviation Corporation,?,Canton - Chungking - Hong Kong,Douglas DC-3,?,?,19 (passengers:16 crew:3),19 (passengers:16 crew:3),0,Crashed into mountains 120 miles south of Chunking.
ACCIDENT DETAILS,"January 25, 1947",?,Hong Kong,Philippine Air Lines,?,?,Douglas C-47A,PI-C12,13508,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,The cargo plane struck Mt. Parker on approach.
ACCIDENT DETAILS,"January 26, 1947",15:30,"Copenhagen, Denmark",KLM Royal Dutch Airlines,?,Kobenhavn - Stockholm,Douglas C- C47A-30DK,PH-TCR,25479,22 (passengers:18 crew:4),22 (passengers:18 crew:4),0,"During takeoff from Kobenhavn-Kastrup Airport, ,the aircraft rose to a height of 150 feet and then crashed to the ground in a fireball. Failure to remove the elevator locking pins prior to takeoff. Singer Grace Moore, 48, and Swedish crown prince, Gustav Adolf, 41, among those killed."
ACCIDENT DETAILS,"January 28, 1947",12:00,"Near Hankow, China",China National Aviation Corporation,?,Shanghai - Hankow - Chungking,Curtiss C-46,?,?,26 (passengers:24 crew:2),25 (passengers:23 crew:2),0,Crashed while en route about 30 minutes after takeoff. A four-year-old boy survived. Fire in the left wing leading to separation of the wing.
ACCIDENT DETAILS,"February 01, 1947",18:45,"Near Lisbon, Portugal",Air France,?,Paris - Bordeaux - Lisbon,Douglas DC-3C,F-BAXQ,25251,16 (passengers:11 crew:5),15 (passengers:10 crew:5),0,Crashed into Cintra mountain while on approach in poor weather condtions.
ACCIDENT DETAILS,"February 05, 1947",?,"Harrington, Delaware",International Air Freight,?,"New York, NY - Raleigh, NC",Douglas DC-3,NC54451,13873/25318,3 (passengers:0 crew:3),1 (passengers:0 crew:1),0,"The cargo plane diverted to Harrington after a No. 2 engine rpm reduction. The plane approached downwind, overshot and struck some trees. Fuel contamination."
ACCIDENT DETAILS,"February 06, 1947",17:00,"Pedro Bernardo, Spain",Aerovias Cuba International,?,Havana - Lisbon - Madrid,Douglas C-54B-15-DO,NC44567,18386,12 (passengers:7 crew:5),12 (passengers:7 crew:5),0,"Crashed in Gredos mountain range about 100 miles west of Madrid while en route and in adverse weather conditions. The plane was named ""Ruta de Colon."""
ACCIDENT DETAILS,"February 14, 1947",04:20,"Denver, Colorado",Slick Airways,?,"Omaha, NE - Denver, CO",Curtiss C-46E,NC59486,2944,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,Cargo flight. The momentary loss of control or overcontrol by the pilot at a critically low altitude in the final stages of an ILS approach. A contributing factor was the failure of the safety pilot to remain alert to the altitude of the aircraft.
