,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 06, 1968",18:27,"Near Olekminsk, Russia",Aeroflot,1668,Olekminsk - Lensk,Antonov An-24B,CCCP-47733,69901001,46 (passengers:39 crew:6),45 (passengers:39 crew:6),0,Crashed 92 km from Olekminsk. The cause of the accident could not be determined.
ACCIDENT DETAILS,"January 08, 1968",17:00,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,?,?,Sikorsky CH-53A (helicopter),153710,?,42 (passengers:37 crew:5),42 (passengers:37 crew:5),0,Crashed into a mountain south of Dong Ha airfield.
ACCIDENT DETAILS,"January 08, 1968",16:11,"Tanana, Alaska",Tanana Air Taxi,?,?,Cessna 180H,N7921V,?,5 (passengers:4 crew:1),2 (passengers:1 crew:1),0,Non-instrument rated pilot attempted night flying in IFR conditions. Spatial disorientation. Continued VFR flight into adverse weather conditions.
ACCIDENT DETAILS,"January 08, 1968",10:40,"San Diego, California",Imperial Comm - Air Taxi,?,?,Beechcraft E18S,N82B,?,4 (passengers:3 crew:1),3 (passengers:2 crew:1),0,Engine failure on takeoff. Pilot used improper emergency procedures. Used minimum takeoff run and takeoff speed. Executed steep climb and turn at 50 ft.
ACCIDENT DETAILS,"January 10, 1968",14:00,"Near Copper Canyon, Nevada",Military - U.S. Marine Corps,?,Buckley ANGB - Seattle NAS,Douglas C-54P,50850,10427,19 (passengers:12 crew:7),19 (passengers:12 crew:7),0,"The aircraft hit Mt. Tobin 300 ft. below the peak and slid 1,000 ft. down the side of the mountain. Turbulent conditions caused the uncontrolled descent. The Salt Lake control center had, in response to its vector request, informed the crew that there were no storm cells and no reports of icing along the airway being used. As a result, the pilot was unaware that turbulence encountered would be hazardous, worse than that predicted at the time of take-off. These turbulent conditions apparently caused the uncontrolled descent of the aircraft into the ground. The pilot was technically not qualified for the type of aircraft and was aware of the general weather conditions and should have discontinued the flight.."
ACCIDENT DETAILS,"January 13, 1968",?,"Minot AFB, North Dakota",Military - US Air Force,?,?,KC-135,58-0026,?,13 (passengers:? crew:?),13 (passengers:? crew:?),0,The airplane over rotated during takeoff in a snow storm.
ACCIDENT DETAILS,"January 15, 1968",07:54,"Zifta, Egypt",United Arab Airlines,?,Cairo - Beirut,Douglas DC-3,SU-AJG,?,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,"Ice accretion on the lifting surface of the aircraft accompanied by moderate to severe turbulence, which resulted in loss of aircraft control by the pilot. When he tried to regain control over the aircraft the lifting surfaces were loaded beyond approved design limits, which brought about the disintegration of main parts of the aircraft in the air, and its subsequent impact with the ground."
ACCIDENT DETAILS,"January 16, 1968",?,"Iwakuni, Japan",Mililtary - U.S. Navy,?,?,Lockheed P-3A,152144,185-5114,12 (passengers:0 crew:12),12 (passengers:0 crew:12),0,"Crashed into Kamegamori Mountain, near border between Ehime and Kouchi."
ACCIDENT DETAILS,"January 17, 1968",?,"Minot AFB, North Dakota",Military - U.S. Air Force,?,?,Boeing KC-135A,58-0026,17771/241,13 (passengers:0 crew:13),13 (passengers:0 crew:13),0,"Rotated too early, stalled and crashed during a snowstorm."
ACCIDENT DETAILS,"January 27, 1968",?,"Moroni, Comoro Islands",Air Comores,?,?,de Havilland DH-114 Heron 1B,F-OECD,14040,16 (passengers:15 crew:1),15 (passengers:14 crew:1),0,"Touched down on the right side of the runway, bounced, crashed into landing lights and into the sea. Inadequate supervision of the flight by the pilot-in-command."
ACCIDENT DETAILS,"February 06, 1968",?,"Off Phu Quoc, Vietnam",Military - U.S. Navy,?,?,Lockheed P-3B Orion,153440,185-5237,12 (passengers:0 crew:12),12 (passengers:0 crew:12),0,Crashed and sank in about 100 feet of water while on patrol.
ACCIDENT DETAILS,"February 07, 1968",?,"Vancouver, Canada",Canadian Pacific Air Lines,322,Honolulu - Vancouver,Boeing B-707-138B,N791SA,17698/44,61 (passengers:52 crew:9),1 (passengers:0 crew:1),1,"Visual reference was lost in fog after the flare and prior to touchdown. The aircraft overran the runway and collided with a parked aircraft, some vehicles and two buildings. Failure to evaluate existing terminal weather information and to discontinue the attempt to land."
