,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 12, 1927",?,"Estaires, France",Fokker,?,Delivery flight,Fokker F-VII,G-EBPL,4938,0 (passengers:0 crew:2),0 (passengers:0 crew:2),0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.
ACCIDENT DETAILS,"March 20, 1927",?,"Rabat, Morocco",Grands Express Aeriens,?,Casablanca - Oran,Breguet 14,F-ALRA,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Unknown.
ACCIDENT DETAILS,"March 24, 1927",?,"Tambo, Qld, Australia",Qantas,?,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,86,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"While attempting to land, the engine failed, the aircraft stalled and crashed."
ACCIDENT DETAILS,"April 15, 1927",?,"King Hill, Idaho",Varney Air Lines,?,?,Swallow Swallow,?,A28,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.
ACCIDENT DETAILS,"April 22, 1927",?,"Floh, Germany",Deutsche Lufthansa,?,Charleville - Tambo - Blackall,Fokker FG III,D-729,1567,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed following engine failure.
ACCIDENT DETAILS,"April 22, 1927",?,"Goshen, Indiana",US Aerial Mail Service,?,?,Douglas M-4,626,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,?
ACCIDENT DETAILS,"May 02, 1927",?,"Algiers, Algeria",Air Union,?,?,SPCA Meteore 63,F-AIFN,?,3 (passengers:0 crew:3),1 (passengers:0 crew:1),0,The three engine seaplane stalled and crashed into the sea shortly after taking off.
ACCIDENT DETAILS,"July 27, 1927",?,"Amoneburg, Germany",Deutsche Lufthansa,?,Kassel - Frankfurt,Junkers F-13,D-206,591,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,Crashed after experiencing engine failure and attempting to make a forced landing.
ACCIDENT DETAILS,"August 22, 1927",c 08:30,"Sevenoaks, England",KLM Royal Dutch Airlines,?,Croydon - Schiphol,Fokker F-VIII,H-NADU H-NADU,4993,11 (passengers:9 crew:2),1 (passengers:0 crew:1),0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer."
ACCIDENT DETAILS,"September 03, 1927",?,"Willington, Connecticut",Colonial Air Transport,?,?,Fokker Universal,NC52 NC52,405,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The postal plane crashed for unknown reasons.
ACCIDENT DETAILS,"September 17, 1927",?,"Hadley, New Jersey",Reynolds Airways,?,Sightseeing,Fokker F-VII,NC776,4840,12 (passengers:11 crew:1),7 (passengers:6 crew:1),0,The sightseeing plane took off and rose to 400 ft. when the engine failed. The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.
ACCIDENT DETAILS,"September 17, 1927",0405,Atlantic Ocean,Private,?,Old Orchad Beach - Rome,Fokker F7,NX703,4899/0501,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight."
ACCIDENT DETAILS,"September 23, 1927",10:00,"Schleiz, Germany",Deutsche Lufthansa,?,Berlin - Munich,Dornier Merkur,D-585,075,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,From an altitude of 500 ft. the plane went out of control and crashed due to a broken wing strut.
ACCIDENT DETAILS,"October 06, 1927",?,"Thies, Mauritania",Lignes Aeriennes Latecoere,?,Saint Louis - Dakar,Breguet 14,F-AGBN,229,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The plane crashed while attempting to land at Dakar.
ACCIDENT DETAILS,"October 30, 1927",?,"New Brunswick, New Jersey",Colonial Air Transport,?,?,Fairchild FC-2,?,20,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Went into a tailspin and crashed into a corn field about 10 km from the airport.
ACCIDENT DETAILS,"November 08, 1927",?,"Strasburg, France",CIDNA,?,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed shortly after taking off.
ACCIDENT DETAILS,"November 16, 1927",?,Over the Gulf of Finland,Aero O-Y,?,Tallinn - Helsinki,Junkers F-13,K-SALD,798,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,Crashed in the gulf of Finland and never found.
ACCIDENT DETAILS,"November 29, 1927",?,"Corunna, Indiana",National Air Transport,?,?,Douglas M-4,NC62 NC1062,PO641,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The postal plane crashed at night in poor weather.
ACCIDENT DETAILS,"December 28, 1927",?,"Almeria, Spain",Aeropostale,?,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,227,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,A fire erupted aboard the mail plane while en route and crashed.
ACCIDENT DETAILS,"December 31, 1927",?,"Near Marseille,France",Latecoere Airlines,?,Test flight,Latécoère 23 (flying boat),F-AIHP,23-1,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,"Suffered structural failure at an altitude of 1,000 ft."
