,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 10, 1941",?,Mediterranean Sea,LATI,?,?,Savoia-Marchetti SM-83,I-AREM,?,16 (passengers:12 crew:4),16 (passengers:12 crew:4),0,Crashed into the sea while en route.
ACCIDENT DETAILS,"January 15, 1941",?,"Off Fernando de Noronha, Brazil",LATI,?,?,Savoia-Marchetti SM-75,I-BAYR,32013,10 (passengers:? crew:?),10 (passengers:? crew:?),0,Crashed near the Equator after the crew had lost an engine. Three hours later an SOS was transmitted.
ACCIDENT DETAILS,"January 17, 1941",?,"Near Nagyvarad, Hungary",Malert Airlines,?,Budapest - Maros-Vasarhely,Junkers JU-52/3m,HA-JUA,5523,16 (passengers:13 crew:3),12 (passengers:9 crew:3),0,Crashed while en route.
ACCIDENT DETAILS,"January 20, 1941",?,"Near Kian, China",China National Aviation Corporation,?,?,Ford 5-AT Tri-Motor,?,?,6 (passengers:1 crew:5),5 (passengers:1 crew:4),0,Crashed into mountains during a thunderstorm
ACCIDENT DETAILS,"January 23, 1941",04:13,"Near Robertson, Missouri",Trans Continental and Western Air,6,"Kansas City, MO - New York",Douglas DC-3-3,NC17315,1930,13 (passengers:10 crew:3),2 (passengers:1 crew:1),0,"Shortly after passing over the west boundary of the airport, the pilot started a left turn. While in the turn, the plane contracted trees 113 feet above the level of the airport. Full power was applied to the engines in an attempt to pull up but other trees were struck and the pilot lost control. The aircraft crashed to the ground at a point approximately one-fourth of a mile southwest of the airport boundary. The action of the pilot in attempting a landing under adverse weather conditions in disregard of the minimums prescribed by the Civil Aeronautics Administration and in maneuvering for such a landing at a dangerously low altitude."
ACCIDENT DETAILS,"February 06, 1941",c 02:00,"Armstrong, ON, Canada",Trans Canada Air Lines,3,Toronto - Winnipeg,Lockheed 14-H2 Super Electra,CF-TCP,1501,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,The plane crashed after the right wing struck a tree as the pilot was attempting to land in adverse weather. Struck several other trees and landed inverted in a swamp.
ACCIDENT DETAILS,"February 26, 1941",11:50,"Atlanta, Georgia",Eastern Air Lines,21,New York City - Washington D.C. - Atlanta - Brownsville,Douglas DC-3,NC28394,3204,16 (passengers:13 crew:3),9 (passengers:6 crew:3),0,"The aircraft crashed into a hill in pine woods, near Chandler Field, while attempting to make an instrument landing approach in rain and fog. The failure of the captain in charge of the flight to exercise the proper degree of fare by not checking his altimeters to determine whether both were correctly set and properly functioning before commencing his landing approach. A substantial contributing factor was the absence of an established uniform cockpit procedure on Eastern Air Lines by which both the captain and co-pilot are required to make a complete check of the controls and instruments during landing operations. Captain Edward Rickenbacker, President of Eastern Air Lines, survived the crash."
ACCIDENT DETAILS,"March 01, 1941",?,"Trontheim, Norway",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-AQUB,5751,12 (passengers:9 crew:3),3 (passengers:3 crew:0),0,The seaplane crashed while attemping to land.
ACCIDENT DETAILS,"March 28, 1941",c 11:45,"Elands Bay, South Africa",South African Airways,?,?,Lockheed 18 Lodestar,ZS-AST,2034,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,Crashed into a mountain.
ACCIDENT DETAILS,"June 03, 1941",17:00,Atlantic Ocean,Great Western and Southern Air Lines,?,"Isles of Scilly - Penzance, Cornwall",de Havilland DH-84 Dragon,G-ACPY,6076,6 (passengers:5 crew:1),6 (passengers:5 crew:1),0,Shot down by a He-111 German military aircraft 20 minutes after takeoff..
ACCIDENT DETAILS,"June 18, 1941",?,"Bucharest, Romania",LARES,?,"Bucharest , Romania- Sofia, Bulgaria",Douglas DC-3,YR-PIF,1985,15 (passengers:? crew:?),15 (passengers:? crew:?),0,Crashed during takeoff.
ACCIDENT DETAILS,"June 21, 1941",?,Sea of Japan,Manchurian Air Lines,?,?,Mitsubishi MC-20,M-604,?,18 (passengers:? crew:?),18 (passengers:? crew:?),0,Crashed while en route.
ACCIDENT DETAILS,"August 10, 1941",c 20:35,"Arran, Scotland",Military -Royal Air Force,?,?,Consolidated LB-30A Liberator,AM261,?,22 (passengers:17 crew:5),22 (passengers:17 crew:5),0,"Crashed into a mountain ridge in rain, low visibility and overcast conditions. Navigational error."
ACCIDENT DETAILS,"August 14, 1941",c 20:40,"Ayr, Scotland",Military - Royal Air Force,?,?,Consolidated LB-30A Liberator,AM260,?,22 (passengers:? crew:?),22 (passengers:? crew:?),0,"Crashed and burned on takeoff at Heathfield airfield, after veered off the runway and striking a small building and then an embankment."
ACCIDENT DETAILS,"August 18, 1941",?,"Near Sao Paulo, Brazil",Panair do Brasil,?,Porto Alegre - Rio de Janera,Lockheed 18 LodeStar,PP-PBD,2083,12 (passengers:? crew:?),8 (passengers:? crew:?),0,Crashed in a mountain range while enroute.
ACCIDENT DETAILS,"September 01, 1941",c 13:40,"Bollemont, France",Air France,?,?,Bloch 220,F-AQNL,12,16 (passengers:13 crew:3),14 (passengers:11 crew:3),0,The aircraft crashed into lake Bolomon after engine failure during takeoff in windy conditions.
