,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"January 07, 1982",?,"Helena, Montana",Air Taxi,?,?,Cessna 210,N9763X,21058063,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,"The aircraft crashed into a mountain at the 9,300 foot level. The pilot was on course for his destination. The minimum obstacle clearance altitude for his location was 10,800 feet. Weather was not a problem but the accident did occur during hours of darkness. The aircraft was in level cruise when the accident happened. Proper altitude not maintained by pilot in command."
ACCIDENT DETAILS,"January 07, 1982",?,"Near Gelendzhik, USSR",Aeroflot,?,Novorossiysk - Sukhumi,LET 410M Turbojet,CCCP-67290,781101,18 (passengers:16 crew:2),18 (passengers:16 crew:2),0,The aircraft crashed into high ground 22 km from the airport. Continued VFR flight into IFR condtions.
ACCIDENT DETAILS,"January 13, 1982",16:01,"Washington, D.C.",Air Florida,90,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,N62AF,19556/130,79 (passengers:74 crew:5),74 (passengers:70 crew:4),4,"The aircraft crashed into the 14th St. bridge and the Potomac River and sank shortly after taking off from Washington National Airport. The aircraft reached a peak altitude of 300 ft. The flight crew's failure to use the engine anti-icing system during takeoff. Failure to de-ice the plane a second time before takeoff and taking off with snow/ice on the airfoil surfaces of the aircraft. Ice which accumulated on the engine pressure probes resulted in erroneously high Engine Pressure Ratio (EPR) readings. When the throttles were set to takeoff EPR, the engines were actually developing significantly less than takeoff thrust. The crew's inexperience in icing condtions was a contributing factor."
ACCIDENT DETAILS,"January 14, 1982",?,"Near Addis Ababa, Ethiopia",Military - Ethiopian Air Force,?,?,Antonov AN-26,71383,?,73 (passengers:? crew:?),73 (passengers:? crew:?),0,Shot down by rebel forces.
ACCIDENT DETAILS,"January 23, 1982",19:36,"Logan Airport, Boston, Massachusetts",World Airways,30H,"Newark, NJ - Boston, MA",McDonnell Douglas DC-10-30CF,N113WA,47821/320,212 (passengers:200 crew:12),2 (passengers:2 crew:0),0,"While landing on an icy runway, the aircraft touched down 2,800 feet beyond the displaced threshold and slid off the end of the runway into shallow water with the nose section detaching. The minimal braking effectiveness on the ice-covered runway. The crew landed without sufficient information as to runway conditions. Lack of FAA regulations. The pilot's decision to retain autothrottle speed control throughout the flare and the consequent extended touchdown point on the runway contributed to the severity of the accident."
ACCIDENT DETAILS,"January 25, 1982",?,"Constanta, Romania",Tarom,?,Training,Antonov An-24RV,YR-BMD,57310202,7 (passengers:0 crew:7),7 (passengers:0 crew:7),0,A malfunction of the No. 1 engine feathering system caused the aircraft to lose control and crash.
ACCIDENT DETAILS,"February 03, 1982",07:30,"Djibouti, Djbouti",Military - French Air Force,?,?,Nord 2501 Noratlas,140/88JA,140,35 (passengers:30 crew:5),35 (passengers:30 crew:5),0,Crashed into a mountain before a planned paratroop drop.
ACCIDENT DETAILS,"February 06, 1982",c 15:00,"Island of Cheju, South Korea",Military - Republic of South Korea Air Force,?,?,Fairchild C-123,?,?,53 (passengers:47 crew:6),53 (passengers:47 crew:6),0,Crashed into Mt. Halla while on approach to land in poor weather. Possible microburst windshear.
ACCIDENT DETAILS,"February 07, 1982",?,"Near Srinagar, India",Military - Indian Air Force,?,Parhankot - Leh,Fairchild C-119G,?,?,23 (passengers:? crew:?),23 (passengers:? crew:?),0,Crashed in dirzzle and snow while en route.
ACCIDENT DETAILS,"February 09, 1982",?,"Mt. Ipao, Philippines",Trans Air Services,?,Manila - Sicogon,Douglas DC-3 (C-47A-70-DL),RP-C141,19251,32 (passengers:29 crew:3),3 (passengers:1 crew:2),0,Struck Mt. Ipao on Panay Island.
ACCIDENT DETAILS,"February 09, 1982",08:47,"Tokyo, Japan",Japan Air Lines,350,Fukuoka - Tokyo,McDonnell Douglas DC-8-61,JA-8061,45889/291,174 (passengers:166 crew:8),24 (passengers:24 crew:0),0,"The aircraft flew into shallow water, 100 yards meters short of the runway, after a struggle between a mentally ill captain and the co-pilot and flight engineer. The plane hit approach-light stanchions extending above the bay waters after which the nose broke off. During the approach, the captain, known to have mental problems, put the inboard engines into reverse in an attempt to destroy the aircraft while the co-pilot and flight engineer battled to restrain him."
ACCIDENT DETAILS,"February 19, 1982",?,"Cerro el Tablazo, Colombia",LAC Columbia,?,?,Douglas DC-6BF,HK-1706,44168/431,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,The cargo plane crashed into high ground while on apporach to land.
ACCIDENT DETAILS,"February 21, 1982",15:33,"Providence, Rhode Island",Pilgrim Airlines,458,New York City - Bridgeport - New Haven - Groton - Boston,de Havilland DHC -6-100,N127PM,105,12 (passengers:10 crew:2),1 (passengers:1 crew:0),0,The aircraft made an emergency landing near a reservoir after a fire erupted in the cockpit while the aircraft was en-route under IFR conditions. The fire spread to the cabin and destroyed the aircraft after impact. The deficient design of the isopropyl alcohol windshield washer/deicer system and the inadequate maintenance of the system which resulted in an in-flight fire. The ignition source was not determined.
ACCIDENT DETAILS,"March 11, 1982",13:26,"Mehamn, Norway",Wideroe's Flyveselksap,933,Berlevag - Mehamn,de Havilland Canada DHC-6 Twin Otter 300,LN-BNK,568,15 (passengers:13 crew:2),15 (passengers:13 crew:2),0,"The aircraft crashed while on a flight from Berlevåg to Mehamn after the failure of the tail fin and rudder in moderate turbulence. Overload due to a combination of clear air turbulence, mountain wave and the pilots spontaneous improper actions. There is some controversy surrounding this crash including the possiblity the aircraft was shot down by or collided with a British NATO Harrier jet fighter."
